```
$ ./benchmark_all.sh
2023-01-01T19:38:25+00:00
Running ./bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 1.64, 1.64, 1.47
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: GCC
Compiler::Version: 11.3.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
Toffoli<float>/PI/10                              33645 ns        33645 ns        20863
Toffoli<float>/PI/12                              82570 ns        82562 ns         8494
Toffoli<float>/PI/14                             239092 ns       239073 ns         2928
Toffoli<float>/PI/16                             854698 ns       854652 ns          831
Toffoli<float>/PI/18                            3656251 ns      3655552 ns          191
Toffoli<float>/PI/20                           16420036 ns     16417929 ns           43
Toffoli<float>/PI/22                          108044513 ns    108035986 ns            7
Toffoli<float>/PI/24                          505687758 ns    505652939 ns            2
SWAP<float>/PI/6                                  16223 ns        16221 ns        43292
SWAP<float>/PI/8                                  24058 ns        24058 ns        28865
SWAP<float>/PI/10                                 52815 ns        52814 ns        13354
SWAP<float>/PI/12                                130958 ns       130950 ns         5328
SWAP<float>/PI/14                                432422 ns       432415 ns         1614
SWAP<float>/PI/16                               1614068 ns      1614001 ns          430
SWAP<float>/PI/18                               6941652 ns      6941500 ns          102
SWAP<float>/PI/20                              30283985 ns     30281517 ns           24
SWAP<float>/PI/22                             176130002 ns    176126705 ns            4
SWAP<float>/PI/24                            1551397042 ns   1551273472 ns            1
CNOT<float>/PI/6                                  16467 ns        16465 ns        42399
CNOT<float>/PI/8                                  24199 ns        24196 ns        29007
CNOT<float>/PI/10                                 52645 ns        52645 ns        13332
CNOT<float>/PI/12                                131919 ns       131913 ns         5349
CNOT<float>/PI/14                                427442 ns       427422 ns         1621
CNOT<float>/PI/16                               1617076 ns      1616950 ns          432
CNOT<float>/PI/18                               6802638 ns      6802280 ns          104
CNOT<float>/PI/20                              28600336 ns     28598393 ns           24
CNOT<float>/PI/22                             175350305 ns    175347128 ns            4
CNOT<float>/PI/24                            1508860528 ns   1508687670 ns            1
CY<float>/PI/6                                    16189 ns        16187 ns        42998
CY<float>/PI/8                                    23561 ns        23559 ns        29823
CY<float>/PI/10                                   49801 ns        49794 ns        14054
CY<float>/PI/12                                  119565 ns       119553 ns         5849
CY<float>/PI/14                                  384283 ns       384239 ns         1808
CY<float>/PI/16                                 1432842 ns      1432820 ns          488
CY<float>/PI/18                                 6142349 ns      6141888 ns          115
CY<float>/PI/20                                26478989 ns     26477729 ns           27
CY<float>/PI/22                               161467630 ns    161443248 ns            4
CY<float>/PI/24                              1510289747 ns   1509503993 ns            1
RZ<float>/PI/6                                    40380 ns        40372 ns        17252
RZ<float>/PI/8                                   122117 ns       122110 ns         5705
RZ<float>/PI/10                                  443402 ns       443369 ns         1578
RZ<float>/PI/12                                 1703624 ns      1703550 ns          412
RZ<float>/PI/14                                 6704122 ns      6703716 ns          105
RZ<float>/PI/16                                26611397 ns     26611249 ns           26
RZ<float>/PI/18                               106907797 ns    106893455 ns            7
RZ<float>/PI/20                               428877299 ns    428840437 ns            2
RZ<float>/PI/22                              1782230165 ns   1782033019 ns            1
RZ<float>/PI/24                              8558145819 ns   8555788701 ns            1
Rot<float>/PI/6                                   67022 ns        67013 ns        10404
Rot<float>/PI/8                                  211006 ns       210983 ns         3277
Rot<float>/PI/10                                 784169 ns       784148 ns          897
Rot<float>/PI/12                                3035555 ns      3035361 ns          231
Rot<float>/PI/14                               12024822 ns     12024844 ns           58
Rot<float>/PI/16                               47834040 ns     47831595 ns           15
Rot<float>/PI/18                              191279221 ns    191268408 ns            4
Rot<float>/PI/20                              767578846 ns    767509129 ns            1
Rot<float>/PI/22                             3121294444 ns   3120846992 ns            1
Rot<float>/PI/24                             14098312002 ns   14096956093 ns            1
RX<float>/PI/6                                    18410 ns        18409 ns        38195
RX<float>/PI/8                                    33450 ns        33448 ns        21218
RX<float>/PI/10                                   84655 ns        84651 ns         8284
RX<float>/PI/12                                  267890 ns       267857 ns         2624
RX<float>/PI/14                                  977110 ns       977021 ns          716
RX<float>/PI/16                                 3783208 ns      3782866 ns          185
RX<float>/PI/18                                15144869 ns     15143680 ns           46
RX<float>/PI/20                                62895536 ns     62885050 ns           11
RX<float>/PI/22                               310047866 ns    310028555 ns            2
RX<float>/PI/24                              2834499082 ns   2832928164 ns            1
RY<float>/PI/6                                    17297 ns        17297 ns        40614
RY<float>/PI/8                                    28920 ns        28919 ns        24187
RY<float>/PI/10                                   68205 ns        68196 ns        10299
RY<float>/PI/12                                  202013 ns       201998 ns         3463
RY<float>/PI/14                                  711252 ns       711133 ns          992
RY<float>/PI/16                                 2731438 ns      2731290 ns          257
RY<float>/PI/18                                11221280 ns     11219828 ns           62
RY<float>/PI/20                                48942563 ns     48941400 ns           14
RY<float>/PI/22                               289704872 ns    289659283 ns            3
RY<float>/PI/24                              2773534197 ns   2772487656 ns            1
T<float>/PI/6                                     27579 ns        27575 ns        25299
T<float>/PI/8                                     71919 ns        71915 ns         9714
T<float>/PI/10                                   247215 ns       247177 ns         2852
T<float>/PI/12                                   915936 ns       915894 ns          758
T<float>/PI/14                                  3535627 ns      3535252 ns          197
T<float>/PI/16                                 14071686 ns     14071703 ns           50
T<float>/PI/18                                 56215408 ns     56207139 ns           12
T<float>/PI/20                                229886372 ns    229836128 ns            3
T<float>/PI/22                                969341915 ns    969245929 ns            1
T<float>/PI/24                               5307469994 ns   5306076732 ns            1
PhaseShift<float>/PI/6                            28955 ns        28955 ns        24052
PhaseShift<float>/PI/8                            73567 ns        73558 ns         9516
PhaseShift<float>/PI/10                          248332 ns       248318 ns         2837
PhaseShift<float>/PI/12                          915320 ns       915207 ns          771
PhaseShift<float>/PI/14                         3574776 ns      3574261 ns          196
PhaseShift<float>/PI/16                        14151171 ns     14148466 ns           50
PhaseShift<float>/PI/18                        56865177 ns     56861567 ns           12
PhaseShift<float>/PI/20                       229134236 ns    229115217 ns            3
PhaseShift<float>/PI/22                       959476067 ns    959243955 ns            1
PhaseShift<float>/PI/24                      5341456927 ns   5340400479 ns            1
IsingXX<float>/PI/6                               18492 ns        18491 ns        37990
IsingXX<float>/PI/8                               30352 ns        30350 ns        22909
IsingXX<float>/PI/10                              72632 ns        72632 ns         9634
IsingXX<float>/PI/12                             214768 ns       214768 ns         3256
IsingXX<float>/PI/14                             765362 ns       765281 ns          918
IsingXX<float>/PI/16                            2957339 ns      2957194 ns          233
IsingXX<float>/PI/18                           11979930 ns     11978183 ns           58
IsingXX<float>/PI/20                           49671207 ns     49671308 ns           14
IsingXX<float>/PI/22                          254505768 ns    254485001 ns            3
IsingXX<float>/PI/24                         1837292952 ns   1837070332 ns            1
IsingZZ<float>/PI/6                               40950 ns        40950 ns        17070
IsingZZ<float>/PI/8                              121385 ns       121364 ns         5756
IsingZZ<float>/PI/10                             438885 ns       438873 ns         1597
IsingZZ<float>/PI/12                            1682027 ns      1681866 ns          416
IsingZZ<float>/PI/14                            6605245 ns      6604733 ns          107
IsingZZ<float>/PI/16                           26438371 ns     26434772 ns           27
IsingZZ<float>/PI/18                          105907941 ns    105902051 ns            7
IsingZZ<float>/PI/20                          425829200 ns    425790109 ns            2
IsingZZ<float>/PI/22                         1749243056 ns   1749054952 ns            1
IsingZZ<float>/PI/24                         7677317016 ns   7676662821 ns            1
DoubleExcitationPlus<float>/PI/6                  39300 ns        39298 ns        17755
DoubleExcitationPlus<float>/PI/8                 108252 ns       108246 ns         6491
DoubleExcitationPlus<float>/PI/10                375364 ns       375345 ns         1853
DoubleExcitationPlus<float>/PI/12               1439764 ns      1439694 ns          485
DoubleExcitationPlus<float>/PI/14               5629539 ns      5629279 ns          124
DoubleExcitationPlus<float>/PI/16              22381247 ns     22379875 ns           31
DoubleExcitationPlus<float>/PI/18              90859429 ns     90849147 ns            8
DoubleExcitationPlus<float>/PI/20             365737257 ns    365711226 ns            2
DoubleExcitationPlus<float>/PI/22            1512957068 ns   1512821071 ns            1
DoubleExcitationPlus<float>/PI/24            6144987294 ns   6144542302 ns            1
PauliZ<float>/PI/6                                15625 ns        15624 ns        44890
PauliZ<float>/PI/8                                25199 ns        25196 ns        27872
PauliZ<float>/PI/10                               57306 ns        57303 ns        12239
PauliZ<float>/PI/12                              156266 ns       156252 ns         4483
PauliZ<float>/PI/14                              521057 ns       521004 ns         1345
PauliZ<float>/PI/16                             1963258 ns      1962992 ns          354
PauliZ<float>/PI/18                             9005460 ns      9004868 ns           79
PauliZ<float>/PI/20                            41866854 ns     41855457 ns           17
PauliZ<float>/PI/22                           232800582 ns    232772081 ns            3
PauliZ<float>/PI/24                          2458732145 ns   2458581720 ns            1
Hadamard<float>/PI/6                              16625 ns        16622 ns        42521
Hadamard<float>/PI/8                              27208 ns        27204 ns        25667
Hadamard<float>/PI/10                             66519 ns        66505 ns        10630
Hadamard<float>/PI/12                            196049 ns       196031 ns         3532
Hadamard<float>/PI/14                            667900 ns       667827 ns         1050
Hadamard<float>/PI/16                           2564169 ns      2564079 ns          274
Hadamard<float>/PI/18                          10914371 ns     10912813 ns           64
Hadamard<float>/PI/20                          48821848 ns     48819227 ns           13
Hadamard<float>/PI/22                         268260187 ns    268239579 ns            3
Hadamard<float>/PI/24                        2707970476 ns   2707824867 ns            1
MultiRZ<float>/PI/6/2                             21697 ns        21696 ns        31984
MultiRZ<float>/PI/8/2                             45771 ns        45768 ns        15292
MultiRZ<float>/PI/10/2                           139245 ns       139238 ns         5058
MultiRZ<float>/PI/12/2                           506555 ns       506514 ns         1385
MultiRZ<float>/PI/14/2                          1989431 ns      1989332 ns          356
MultiRZ<float>/PI/16/2                          8021893 ns      8020533 ns           88
MultiRZ<float>/PI/18/2                         33374913 ns     33372860 ns           21
MultiRZ<float>/PI/20/2                        137925858 ns    137926114 ns            5
MultiRZ<float>/PI/22/2                        575324211 ns    575222171 ns            1
MultiRZ<float>/PI/24/2                       3044100719 ns   3043873795 ns            1
MultiRZ<float>/PI/6/4                             22496 ns        22493 ns        31013
MultiRZ<float>/PI/8/4                             44963 ns        44963 ns        15605
MultiRZ<float>/PI/10/4                           126804 ns       126787 ns         5574
MultiRZ<float>/PI/12/4                           477475 ns       477447 ns         1432
MultiRZ<float>/PI/14/4                          1891939 ns      1891806 ns          361
MultiRZ<float>/PI/16/4                          7649611 ns      7649448 ns           92
MultiRZ<float>/PI/18/4                         32126418 ns     32122450 ns           22
MultiRZ<float>/PI/20/4                        132652568 ns    132643904 ns            5
MultiRZ<float>/PI/22/4                        598307265 ns    598274854 ns            1
MultiRZ<float>/PI/24/4                       2467691692 ns   2467348985 ns            1
ControlledPhaseShift<float>/PI/6                  22568 ns        22567 ns        30762
ControlledPhaseShift<float>/PI/8                  46599 ns        46596 ns        15033
ControlledPhaseShift<float>/PI/10                137476 ns       137468 ns         5072
ControlledPhaseShift<float>/PI/12                470450 ns       470408 ns         1481
ControlledPhaseShift<float>/PI/14               1788845 ns      1788767 ns          390
ControlledPhaseShift<float>/PI/16               7007226 ns      7006427 ns          100
ControlledPhaseShift<float>/PI/18              28032808 ns     28031447 ns           25
ControlledPhaseShift<float>/PI/20             113986009 ns    113983853 ns            6
ControlledPhaseShift<float>/PI/22             482687096 ns    482645342 ns            2
ControlledPhaseShift<float>/PI/24            2702991303 ns   2702737915 ns            1
DoubleExcitation<float>/PI/6                      16357 ns        16355 ns        42977
DoubleExcitation<float>/PI/8                      20673 ns        20671 ns        33743
DoubleExcitation<float>/PI/10                     27840 ns        27839 ns        24948
DoubleExcitation<float>/PI/12                     56518 ns        56515 ns        12396
DoubleExcitation<float>/PI/14                    133324 ns       133310 ns         5193
DoubleExcitation<float>/PI/16                    431777 ns       431751 ns         1639
DoubleExcitation<float>/PI/18                   1978582 ns      1978263 ns          336
DoubleExcitation<float>/PI/20                   9759622 ns      9758532 ns           74
DoubleExcitation<float>/PI/22                  74620454 ns     74607085 ns           10
DoubleExcitation<float>/PI/24                 281927940 ns    281909383 ns            2
DoubleExcitationMinus<float>/PI/6                 39368 ns        39364 ns        17734
DoubleExcitationMinus<float>/PI/8                108423 ns       108416 ns         6472
DoubleExcitationMinus<float>/PI/10               376128 ns       376061 ns         1864
DoubleExcitationMinus<float>/PI/12              1444758 ns      1444688 ns          486
DoubleExcitationMinus<float>/PI/14              5650533 ns      5650246 ns          122
DoubleExcitationMinus<float>/PI/16             22717905 ns     22716472 ns           31
DoubleExcitationMinus<float>/PI/18             90323295 ns     90319004 ns            8
DoubleExcitationMinus<float>/PI/20            363721640 ns    363672776 ns            2
DoubleExcitationMinus<float>/PI/22           1520529773 ns   1520280547 ns            1
DoubleExcitationMinus<float>/PI/24           6132783661 ns   6132335923 ns            1
PauliY<float>/PI/6                                16615 ns        16613 ns        42256
PauliY<float>/PI/8                                27956 ns        27954 ns        24933
PauliY<float>/PI/10                               68682 ns        68675 ns        10160
PauliY<float>/PI/12                              200839 ns       200825 ns         3499
PauliY<float>/PI/14                              708539 ns       708507 ns          987
PauliY<float>/PI/16                             2713839 ns      2713552 ns          258
PauliY<float>/PI/18                            11517868 ns     11516683 ns           62
PauliY<float>/PI/20                            49644885 ns     49642871 ns           12
PauliY<float>/PI/22                           262357024 ns    262302493 ns            3
PauliY<float>/PI/24                          2658572258 ns   2657347922 ns            1
IsingYY<float>/PI/6                               17885 ns        17883 ns        39041
IsingYY<float>/PI/8                               29618 ns        29615 ns        23725
IsingYY<float>/PI/10                              71345 ns        71343 ns         9766
IsingYY<float>/PI/12                             212436 ns       212414 ns         3294
IsingYY<float>/PI/14                             763091 ns       763092 ns          909
IsingYY<float>/PI/16                            2965337 ns      2965180 ns          238
IsingYY<float>/PI/18                           12028762 ns     12028529 ns           58
IsingYY<float>/PI/20                           50559345 ns     50549541 ns           14
IsingYY<float>/PI/22                          239401293 ns    239392875 ns            3
IsingYY<float>/PI/24                         1730093921 ns   1729953866 ns            1
CRot<float>/PI/6                                  43899 ns        43899 ns        15975
CRot<float>/PI/8                                 117490 ns       117476 ns         5970
CRot<float>/PI/10                                410537 ns       410520 ns         1713
CRot<float>/PI/12                               1554044 ns      1553884 ns          452
CRot<float>/PI/14                               6089786 ns      6089799 ns          113
CRot<float>/PI/16                              24149427 ns     24146731 ns           29
CRot<float>/PI/18                              96906354 ns     96898918 ns            7
CRot<float>/PI/20                             389448228 ns    389415835 ns            2
CRot<float>/PI/22                            1591318768 ns   1591191590 ns            1
CRot<float>/PI/24                            7159334093 ns   7158962417 ns            1
CRY<float>/PI/6                                   16222 ns        16221 ns        43207
CRY<float>/PI/8                                   23565 ns        23564 ns        29641
CRY<float>/PI/10                                  48275 ns        48274 ns        14543
CRY<float>/PI/12                                 120168 ns       120162 ns         5808
CRY<float>/PI/14                                 383705 ns       383698 ns         1813
CRY<float>/PI/16                                1474041 ns      1473904 ns          476
CRY<float>/PI/18                                6252441 ns      6252003 ns          112
CRY<float>/PI/20                               27388209 ns     27388273 ns           27
CRY<float>/PI/22                              159836756 ns    159826718 ns            5
CRY<float>/PI/24                             1463683946 ns   1463605094 ns            1
CRZ<float>/PI/6                                   27891 ns        27889 ns        25179
CRZ<float>/PI/8                                   70743 ns        70739 ns         9881
CRZ<float>/PI/10                                 235597 ns       235585 ns         2962
CRZ<float>/PI/12                                 869132 ns       869133 ns          804
CRZ<float>/PI/14                                3379567 ns      3379487 ns          207
CRZ<float>/PI/16                               13427220 ns     13425829 ns           52
CRZ<float>/PI/18                               53765806 ns     53758757 ns           13
CRZ<float>/PI/20                              216909984 ns    216877690 ns            3
CRZ<float>/PI/22                              898154985 ns    898111858 ns            1
CRZ<float>/PI/24                             4390989155 ns   4390653685 ns            1
CRX<float>/PI/6                                   16927 ns        16926 ns        41646
CRX<float>/PI/8                                   25745 ns        25742 ns        27168
CRX<float>/PI/10                                  56556 ns        56553 ns        12428
CRX<float>/PI/12                                 152771 ns       152763 ns         4563
CRX<float>/PI/14                                 521858 ns       521841 ns         1349
CRX<float>/PI/16                                1983684 ns      1983688 ns          350
CRX<float>/PI/18                                8057009 ns      8056179 ns           86
CRX<float>/PI/20                               34785883 ns     34784889 ns           21
CRX<float>/PI/22                              199096789 ns    199070491 ns            4
CRX<float>/PI/24                             1587388856 ns   1587257804 ns            1
S<float>/PI/6                                     27400 ns        27398 ns        25500
S<float>/PI/8                                     71350 ns        71350 ns         9715
S<float>/PI/10                                   244128 ns       244121 ns         2878
S<float>/PI/12                                   904506 ns       904459 ns          778
S<float>/PI/14                                  3521927 ns      3521854 ns          199
S<float>/PI/16                                 14002893 ns     14002646 ns           49
S<float>/PI/18                                 56162230 ns     56159063 ns           12
S<float>/PI/20                                225841912 ns    225842393 ns            3
S<float>/PI/22                                948552653 ns    948393029 ns            1
S<float>/PI/24                               5602509528 ns   5602111308 ns            1
SingleQubitOp<float>/PI/6/1                       62578 ns        62578 ns        11297
SingleQubitOp<float>/PI/8/1                      208281 ns       208282 ns         3342
SingleQubitOp<float>/PI/10/1                     793826 ns       793818 ns          884
SingleQubitOp<float>/PI/12/1                    3100466 ns      3100320 ns          227
SingleQubitOp<float>/PI/14/1                   12286500 ns     12286328 ns           57
SingleQubitOp<float>/PI/16/1                   49343093 ns     49343208 ns           14
SingleQubitOp<float>/PI/18/1                  198496484 ns    198494071 ns            4
SingleQubitOp<float>/PI/20/1                  807899041 ns    807890491 ns            1
SingleQubitOp<float>/PI/22/1                 3229856433 ns   3229831330 ns            1
SingleQubitOp<float>/PI/24/1                 14448506664 ns   14447815315 ns            1
TwoQubitOp<float>/PI/6/2                         105270 ns       105269 ns         6654
TwoQubitOp<float>/PI/8/2                         384063 ns       384059 ns         1822
TwoQubitOp<float>/PI/10/2                       1489451 ns      1489430 ns          471
TwoQubitOp<float>/PI/12/2                       5880113 ns      5880048 ns          119
TwoQubitOp<float>/PI/14/2                      23352298 ns     23352101 ns           30
TwoQubitOp<float>/PI/16/2                      93247843 ns     93248050 ns            7
TwoQubitOp<float>/PI/18/2                     374368349 ns    374362913 ns            2
TwoQubitOp<float>/PI/20/2                    1508198280 ns   1508184151 ns            1
TwoQubitOp<float>/PI/22/2                    5878685681 ns   5878609797 ns            1
TwoQubitOp<float>/PI/24/2                    24934828699 ns   24934323454 ns            1
MultiQubitOp<float>/PI/6/3                        74124 ns        74124 ns         9467
MultiQubitOp<float>/PI/8/3                       247855 ns       247855 ns         2812
MultiQubitOp<float>/PI/10/3                      933048 ns       933049 ns          757
MultiQubitOp<float>/PI/12/3                     3662838 ns      3662840 ns          191
MultiQubitOp<float>/PI/14/3                    14506572 ns     14506593 ns           48
MultiQubitOp<float>/PI/16/3                    55827635 ns     55826805 ns           13
MultiQubitOp<float>/PI/18/3                   219004796 ns    219005073 ns            3
MultiQubitOp<float>/PI/20/3                   875932692 ns    875924032 ns            1
MultiQubitOp<float>/PI/22/3                  3559937781 ns   3559836850 ns            1
MultiQubitOp<float>/PI/24/3                  14240270536 ns   14240060279 ns            1
MultiQubitOp<float>/PI/6/4                       125259 ns       125258 ns         5592
MultiQubitOp<float>/PI/8/4                       452543 ns       452539 ns         1554
MultiQubitOp<float>/PI/10/4                     1705460 ns      1705394 ns          411
MultiQubitOp<float>/PI/12/4                     6828175 ns      6828189 ns          104
MultiQubitOp<float>/PI/14/4                    27950187 ns     27949859 ns           25
MultiQubitOp<float>/PI/16/4                   104811987 ns    104812122 ns            7
MultiQubitOp<float>/PI/18/4                   410664828 ns    410665769 ns            2
MultiQubitOp<float>/PI/20/4                  1655143872 ns   1655086919 ns            1
MultiQubitOp<float>/PI/22/4                  6712846885 ns   6712780642 ns            1
MultiQubitOp<float>/PI/24/4                  26826901000 ns   26826663943 ns            1
MultiQubitOp<float>/PI/6/5                       227699 ns       227686 ns         3026
MultiQubitOp<float>/PI/8/5                       860470 ns       860471 ns          819
MultiQubitOp<float>/PI/10/5                     3373950 ns      3373924 ns          209
MultiQubitOp<float>/PI/12/5                    13425798 ns     13425602 ns           52
MultiQubitOp<float>/PI/14/5                    52323710 ns     52323789 ns           13
MultiQubitOp<float>/PI/16/5                   204622972 ns    204620743 ns            3
MultiQubitOp<float>/PI/18/5                   808082001 ns    808033442 ns            1
MultiQubitOp<float>/PI/20/5                  3229409965 ns   3229378860 ns            1
MultiQubitOp<float>/PI/22/5                  12945913555 ns   12945673693 ns            1
MultiQubitOp<float>/PI/24/5                  51527363610 ns   51526708045 ns            1
GeneratorPhaseShift<float>/LM/6                    5347 ns         5347 ns       134883
GeneratorPhaseShift<float>/LM/8                    8181 ns         8181 ns        86325
GeneratorPhaseShift<float>/LM/10                  18826 ns        18826 ns        36867
GeneratorPhaseShift<float>/LM/12                  62456 ns        62455 ns        11251
GeneratorPhaseShift<float>/LM/14                 251837 ns       251836 ns         2751
GeneratorPhaseShift<float>/LM/16                 995213 ns       995204 ns          711
GeneratorPhaseShift<float>/LM/18                3780621 ns      3780629 ns          182
GeneratorPhaseShift<float>/LM/20               16228077 ns     16226351 ns           42
GeneratorPhaseShift<float>/LM/22              103299388 ns    103296303 ns            7
GeneratorPhaseShift<float>/LM/24              394553184 ns    394540346 ns            2
GeneratorRX<float>/LM/6                            6053 ns         6053 ns       116449
GeneratorRX<float>/LM/8                           11680 ns        11680 ns        60186
GeneratorRX<float>/LM/10                          33179 ns        33179 ns        21166
GeneratorRX<float>/LM/12                         120200 ns       120192 ns         5794
GeneratorRX<float>/LM/14                         464527 ns       464513 ns         1512
GeneratorRX<float>/LM/16                        1839572 ns      1839574 ns          378
GeneratorRX<float>/LM/18                        7449945 ns      7449667 ns           94
GeneratorRX<float>/LM/20                       31291831 ns     31290465 ns           22
GeneratorRX<float>/LM/22                      167078912 ns    167058078 ns            4
GeneratorRX<float>/LM/24                      657614788 ns    657588632 ns            1
GeneratorRY<float>/LM/6                            5781 ns         5781 ns       123240
GeneratorRY<float>/LM/8                           11633 ns        11633 ns        59797
GeneratorRY<float>/LM/10                          34282 ns        34282 ns        20404
GeneratorRY<float>/LM/12                         126041 ns       126040 ns         5560
GeneratorRY<float>/LM/14                         488457 ns       488458 ns         1430
GeneratorRY<float>/LM/16                        1941587 ns      1941543 ns          360
GeneratorRY<float>/LM/18                        8038287 ns      8038229 ns           89
GeneratorRY<float>/LM/20                       32882192 ns     32882286 ns           21
GeneratorRY<float>/LM/22                      172357587 ns    172358029 ns            4
GeneratorRY<float>/LM/24                      675204746 ns    675153255 ns            1
GeneratorIsingXX<float>/LM/6                       5383 ns         5382 ns       131662
GeneratorIsingXX<float>/LM/8                      10312 ns        10312 ns        67880
GeneratorIsingXX<float>/LM/10                     30500 ns        30500 ns        22886
GeneratorIsingXX<float>/LM/12                    111041 ns       111042 ns         6284
GeneratorIsingXX<float>/LM/14                    431066 ns       431067 ns         1621
GeneratorIsingXX<float>/LM/16                   1731781 ns      1731690 ns          401
GeneratorIsingXX<float>/LM/18                   7452712 ns      7452452 ns           93
GeneratorIsingXX<float>/LM/20                  32457858 ns     32456911 ns           22
GeneratorIsingXX<float>/LM/22                 180748515 ns    180741917 ns            4
GeneratorIsingXX<float>/LM/24                 748410221 ns    748378456 ns            1
GeneratorIsingXY<float>/LM/6                       5246 ns         5246 ns       134453
GeneratorIsingXY<float>/LM/8                       9748 ns         9748 ns        72015
GeneratorIsingXY<float>/LM/10                     28147 ns        28147 ns        24874
GeneratorIsingXY<float>/LM/12                    109976 ns       109977 ns         6329
GeneratorIsingXY<float>/LM/14                    511592 ns       511593 ns         1411
GeneratorIsingXY<float>/LM/16                   2142064 ns      2142033 ns          338
GeneratorIsingXY<float>/LM/18                   8889175 ns      8889200 ns           77
GeneratorIsingXY<float>/LM/20                  37084196 ns     37084319 ns           18
GeneratorIsingXY<float>/LM/22                 226054090 ns    226034204 ns            3
GeneratorIsingXY<float>/LM/24                 862739583 ns    862730757 ns            1
GeneratorMultiRZ<float>/LM/6/2                     6327 ns         6327 ns       110817
GeneratorMultiRZ<float>/LM/8/2                    15776 ns        15775 ns        44337
GeneratorMultiRZ<float>/LM/10/2                   51999 ns        51999 ns        13520
GeneratorMultiRZ<float>/LM/12/2                  197396 ns       197395 ns         3538
GeneratorMultiRZ<float>/LM/14/2                  775992 ns       775994 ns          897
GeneratorMultiRZ<float>/LM/16/2                 3092045 ns      3092053 ns          225
GeneratorMultiRZ<float>/LM/18/2                12607469 ns     12607503 ns           56
GeneratorMultiRZ<float>/LM/20/2                53181057 ns     53178338 ns           13
GeneratorMultiRZ<float>/LM/22/2               243098754 ns    243090129 ns            3
GeneratorMultiRZ<float>/LM/24/2               984555637 ns    984546179 ns            1
GeneratorMultiRZ<float>/LM/6/4                     6452 ns         6452 ns       108747
GeneratorMultiRZ<float>/LM/8/4                    15972 ns        15972 ns        43345
GeneratorMultiRZ<float>/LM/10/4                   52221 ns        52221 ns        13377
GeneratorMultiRZ<float>/LM/12/4                  198521 ns       198512 ns         3533
GeneratorMultiRZ<float>/LM/14/4                  776840 ns       776814 ns          896
GeneratorMultiRZ<float>/LM/16/4                 3097467 ns      3097436 ns          226
GeneratorMultiRZ<float>/LM/18/4                12481494 ns     12481268 ns           56
GeneratorMultiRZ<float>/LM/20/4                51694885 ns     51695057 ns           14
GeneratorMultiRZ<float>/LM/22/4               239389571 ns    239379832 ns            3
GeneratorMultiRZ<float>/LM/24/4               988918826 ns    988895084 ns            1
GeneratorIsingYY<float>/LM/6                       5292 ns         5292 ns       134485
GeneratorIsingYY<float>/LM/8                       9926 ns         9926 ns        70427
GeneratorIsingYY<float>/LM/10                     28987 ns        28986 ns        24217
GeneratorIsingYY<float>/LM/12                    104632 ns       104631 ns         6616
GeneratorIsingYY<float>/LM/14                    404088 ns       404064 ns         1728
GeneratorIsingYY<float>/LM/16                   1627574 ns      1627555 ns          431
GeneratorIsingYY<float>/LM/18                   6633180 ns      6633186 ns          105
GeneratorIsingYY<float>/LM/20                  29290792 ns     29290445 ns           25
GeneratorIsingYY<float>/LM/22                 175493574 ns    175493864 ns            4
GeneratorIsingYY<float>/LM/24                 751683686 ns    751674494 ns            1
GeneratorCRX<float>/LM/6                           5081 ns         5081 ns       137568
GeneratorCRX<float>/LM/8                           9536 ns         9536 ns        73311
GeneratorCRX<float>/LM/10                         27861 ns        27861 ns        25132
GeneratorCRX<float>/LM/12                        107036 ns       107033 ns         6431
GeneratorCRX<float>/LM/14                        527462 ns       527457 ns         1000
GeneratorCRX<float>/LM/16                       2074931 ns      2074894 ns          318
GeneratorCRX<float>/LM/18                       9215882 ns      9215890 ns           80
GeneratorCRX<float>/LM/20                      37416974 ns     37417048 ns           18
GeneratorCRX<float>/LM/22                     213818472 ns    213815177 ns            3
GeneratorCRX<float>/LM/24                     847363451 ns    847356775 ns            1
GeneratorCRY<float>/LM/6                           5044 ns         5044 ns       100000
GeneratorCRY<float>/LM/8                           9254 ns         9254 ns        75626
GeneratorCRY<float>/LM/10                         26436 ns        26436 ns        26333
GeneratorCRY<float>/LM/12                         97391 ns        97391 ns         7228
GeneratorCRY<float>/LM/14                        400967 ns       400966 ns         1702
GeneratorCRY<float>/LM/16                       1673826 ns      1673784 ns          418
GeneratorCRY<float>/LM/18                       7285228 ns      7285062 ns           96
GeneratorCRY<float>/LM/20                      30667894 ns     30667957 ns           23
GeneratorCRY<float>/LM/22                     178383796 ns    178382492 ns            4
GeneratorCRY<float>/LM/24                     758176969 ns    758166847 ns            1
GeneratorCRZ<float>/LM/6                           4878 ns         4879 ns       144698
