```
$ ./bin/bench_kernels 
2023-01-11T22:23:50+00:00
Running ./bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 6.83, 6.42, 6.08
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: Clang
Compiler::Version: 15.0.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
CZ<float>/PI/22                               131737819 ns    131723346 ns            5
CZ<float>/PI/24                              1268685892 ns   1268569143 ns            1
SWAP<float>/PI/6                                  14705 ns        14704 ns        47999
SWAP<float>/PI/8                                  22146 ns        22144 ns        31821
SWAP<float>/PI/10                                 47433 ns        47426 ns        14893
SWAP<float>/PI/12                                113563 ns       113553 ns         6223
SWAP<float>/PI/14                                360506 ns       360488 ns         1922
SWAP<float>/PI/16                               1364841 ns      1364749 ns          514
SWAP<float>/PI/18                               6192993 ns      6192558 ns          113
SWAP<float>/PI/20                              28805048 ns     28799214 ns           21
SWAP<float>/PI/22                             181624459 ns    181605376 ns            4
SWAP<float>/PI/24                            1470270144 ns   1470136827 ns            1
Toffoli<float>/PI/6                               14388 ns        14386 ns        48943
Toffoli<float>/PI/8                               19730 ns        19727 ns        36239
Toffoli<float>/PI/10                              30263 ns        30261 ns        22894
Toffoli<float>/PI/12                              71678 ns        71676 ns         9768
Toffoli<float>/PI/14                             200263 ns       200259 ns         3525
Toffoli<float>/PI/16                             714736 ns       714671 ns          996
Toffoli<float>/PI/18                            3151877 ns      3151423 ns          222
Toffoli<float>/PI/20                           14693313 ns     14691513 ns           47
Toffoli<float>/PI/22                           98508964 ns     98497380 ns            7
Toffoli<float>/PI/24                          424311388 ns    424244155 ns            2
IsingXY<float>/PI/6                               16456 ns        16454 ns        42413
IsingXY<float>/PI/8                               26637 ns        26633 ns        26559
IsingXY<float>/PI/10                              61526 ns        61522 ns        11364
IsingXY<float>/PI/12                             171074 ns       171060 ns         4019
IsingXY<float>/PI/14                             588135 ns       588081 ns         1200
IsingXY<float>/PI/16                            2257403 ns      2257266 ns          310
IsingXY<float>/PI/18                            9230937 ns      9230120 ns           77
IsingXY<float>/PI/20                           38672664 ns     38671510 ns           18
IsingXY<float>/PI/22                          202864639 ns    202841449 ns            3
IsingXY<float>/PI/24                         1591468731 ns   1591366343 ns            1
IsingXX<float>/PI/6                               17453 ns        17450 ns        40526
IsingXX<float>/PI/8                               29776 ns        29772 ns        23455
IsingXX<float>/PI/10                              75396 ns        75391 ns         9150
IsingXX<float>/PI/12                             226863 ns       226848 ns         3096
IsingXX<float>/PI/14                             809260 ns       809166 ns          843
IsingXX<float>/PI/16                            3127009 ns      3126669 ns          222
IsingXX<float>/PI/18                           12800135 ns     12799777 ns           54
IsingXX<float>/PI/20                           53269473 ns     53261581 ns           13
IsingXX<float>/PI/22                          253658054 ns    253597973 ns            3
IsingXX<float>/PI/24                         1770819051 ns   1770460151 ns            1
IsingZZ<float>/PI/6                               18307 ns        18305 ns        38003
IsingZZ<float>/PI/8                               33736 ns        33734 ns        20795
IsingZZ<float>/PI/10                              91664 ns        91662 ns         7612
IsingZZ<float>/PI/12                             301457 ns       301434 ns         2290
IsingZZ<float>/PI/14                            1165832 ns      1165724 ns          595
IsingZZ<float>/PI/16                            4634029 ns      4633928 ns          153
IsingZZ<float>/PI/18                           19505054 ns     19504503 ns           37
IsingZZ<float>/PI/20                           78081423 ns     78076465 ns            9
IsingZZ<float>/PI/22                          347958617 ns    347917666 ns            2
IsingZZ<float>/PI/24                         2150094325 ns   2149858984 ns            1
IsingYY<float>/PI/6                               17220 ns        17218 ns        40865
IsingYY<float>/PI/8                               29434 ns        29431 ns        23704
IsingYY<float>/PI/10                              74938 ns        74930 ns         9360
IsingYY<float>/PI/12                             224979 ns       224944 ns         3111
IsingYY<float>/PI/14                             813504 ns       813424 ns          847
IsingYY<float>/PI/16                            3167015 ns      3166570 ns          223
IsingYY<float>/PI/18                           12825814 ns     12824530 ns           54
IsingYY<float>/PI/20                           52934663 ns     52932949 ns           13
IsingYY<float>/PI/22                          253616935 ns    253574456 ns            3
IsingYY<float>/PI/24                         1752721729 ns   1752532145 ns            1
CRX<float>/PI/6                                   16867 ns        16865 ns        42036
CRX<float>/PI/8                                   25329 ns        25329 ns        27875
CRX<float>/PI/10                                  58007 ns        58001 ns        12196
CRX<float>/PI/12                                 162938 ns       162923 ns         4309
CRX<float>/PI/14                                 571253 ns       571228 ns         1238
CRX<float>/PI/16                                2147123 ns      2147126 ns          323
CRX<float>/PI/18                                8753615 ns      8753315 ns           81
CRX<float>/PI/20                               36554826 ns     36554268 ns           19
CRX<float>/PI/22                              186568364 ns    186532723 ns            4
CRX<float>/PI/24                             1510672031 ns   1509839220 ns            1
ControlledPhaseShift<float>/PI/6                  16492 ns        16490 ns        42372
ControlledPhaseShift<float>/PI/8                  25040 ns        25039 ns        27978
ControlledPhaseShift<float>/PI/10                 53974 ns        53969 ns        13098
ControlledPhaseShift<float>/PI/12                141027 ns       141015 ns         4966
ControlledPhaseShift<float>/PI/14                472023 ns       471974 ns         1483
ControlledPhaseShift<float>/PI/16               1797926 ns      1797929 ns          383
ControlledPhaseShift<float>/PI/18               7330651 ns      7329884 ns           96
ControlledPhaseShift<float>/PI/20              31036305 ns     31035303 ns           22
ControlledPhaseShift<float>/PI/22             159551868 ns    159542433 ns            4
ControlledPhaseShift<float>/PI/24            1408554090 ns   1408376732 ns            1
CRZ<float>/PI/6                                   16596 ns        16594 ns        42196
CRZ<float>/PI/8                                   27145 ns        27144 ns        25165
CRZ<float>/PI/10                                  64347 ns        64340 ns        10811
CRZ<float>/PI/12                                 189699 ns       189689 ns         3667
CRZ<float>/PI/14                                 673892 ns       673800 ns         1048
CRZ<float>/PI/16                                2690693 ns      2690454 ns          263
CRZ<float>/PI/18                               10733246 ns     10732653 ns           66
CRZ<float>/PI/20                               44788015 ns     44788154 ns           16
CRZ<float>/PI/22                              221847738 ns    221844833 ns            3
CRZ<float>/PI/24                             1610678304 ns   1610523619 ns            1
CRY<float>/PI/6                                   15494 ns        15492 ns        43536
CRY<float>/PI/8                                   23151 ns        23150 ns        30049
CRY<float>/PI/10                                  49214 ns        49209 ns        14164
CRY<float>/PI/12                                 123113 ns       123113 ns         5654
CRY<float>/PI/14                                 398655 ns       398622 ns         1768
CRY<float>/PI/16                                1518444 ns      1518447 ns          469
CRY<float>/PI/18                                6456576 ns      6456056 ns          104
CRY<float>/PI/20                               27531661 ns     27529627 ns           26
CRY<float>/PI/22                              148316230 ns    148305141 ns            5
CRY<float>/PI/24                             1411098860 ns   1410951053 ns            1
CRot<float>/PI/6                                  21200 ns        21197 ns        33423
CRot<float>/PI/8                                  35430 ns        35430 ns        19737
CRot<float>/PI/10                                 89568 ns        89557 ns         7897
CRot<float>/PI/12                                273410 ns       273406 ns         2548
CRot<float>/PI/14                                996452 ns       996344 ns          711
CRot<float>/PI/16                               3890354 ns      3889926 ns          181
CRot<float>/PI/18                              15948785 ns     15946896 ns           45
CRot<float>/PI/20                              64121881 ns     64111557 ns           11
CRot<float>/PI/22                             286599248 ns    286588173 ns            2
CRot<float>/PI/24                            1910396704 ns   1910255693 ns            1
PauliX<float>/PI/6                                15448 ns        15446 ns        45083
PauliX<float>/PI/8                                26743 ns        26737 ns        26241
PauliX<float>/PI/10                               65255 ns        65249 ns        10665
PauliX<float>/PI/12                              189612 ns       189584 ns         3678
PauliX<float>/PI/14                              675779 ns       675682 ns         1042
PauliX<float>/PI/16                             2607326 ns      2606399 ns          269
PauliX<float>/PI/18                            11231513 ns     11229366 ns           64
PauliX<float>/PI/20                            48202139 ns     48198168 ns           14
PauliX<float>/PI/22                           263339900 ns    263305284 ns            3
PauliX<float>/PI/24                          2591919275 ns   2591710510 ns            1
DoubleExcitation<float>/PI/6                      15244 ns        15243 ns        45323
DoubleExcitation<float>/PI/8                      20484 ns        20482 ns        35471
DoubleExcitation<float>/PI/10                     27737 ns        27733 ns        24681
DoubleExcitation<float>/PI/12                     58819 ns        58812 ns        11511
DoubleExcitation<float>/PI/14                    144045 ns       144031 ns         4851
DoubleExcitation<float>/PI/16                    443680 ns       443639 ns         1591
DoubleExcitation<float>/PI/18                   2103757 ns      2103457 ns          315
DoubleExcitation<float>/PI/20                  10245785 ns     10244299 ns           70
DoubleExcitation<float>/PI/22                  71521699 ns     71510478 ns            9
DoubleExcitation<float>/PI/24                 307124129 ns    307095060 ns            2
CSWAP<float>/PI/6                                 14219 ns        14218 ns        49861
CSWAP<float>/PI/8                                 19373 ns        19372 ns        36486
CSWAP<float>/PI/10                                30318 ns        30317 ns        23216
CSWAP<float>/PI/12                                71829 ns        71824 ns         9608
CSWAP<float>/PI/14                               200881 ns       200863 ns         3539
CSWAP<float>/PI/16                               713796 ns       713669 ns          989
CSWAP<float>/PI/18                              3318374 ns      3318022 ns          212
CSWAP<float>/PI/20                             16559701 ns     16556931 ns           44
CSWAP<float>/PI/22                            100191746 ns    100184284 ns            7
CSWAP<float>/PI/24                            409607329 ns    409537779 ns            2
Identity<float>/PI/6                               3394 ns         3393 ns       211714
Identity<float>/PI/8                               3455 ns         3454 ns       204521
Identity<float>/PI/10                              3475 ns         3475 ns       200713
Identity<float>/PI/12                              3976 ns         3976 ns       175436
Identity<float>/PI/14                              5736 ns         5736 ns       119310
Identity<float>/PI/16                             18097 ns        18095 ns        38884
Identity<float>/PI/18                            101103 ns       101092 ns         6907
Identity<float>/PI/20                            582491 ns       582442 ns         1205
Identity<float>/PI/22                          23939849 ns     23938189 ns           29
Identity<float>/PI/24                          96372060 ns     96367280 ns            7
CY<float>/PI/6                                    15153 ns        15151 ns        46219
CY<float>/PI/8                                    23950 ns        23948 ns        29305
CY<float>/PI/10                                   54245 ns        54237 ns        12990
CY<float>/PI/12                                  143286 ns       143278 ns         4880
CY<float>/PI/14                                  486233 ns       486171 ns         1445
CY<float>/PI/16                                 1839920 ns      1839692 ns          378
CY<float>/PI/18                                 7522548 ns      7521400 ns           92
CY<float>/PI/20                                31459760 ns     31458184 ns           22
CY<float>/PI/22                               174311380 ns    174265535 ns            4
CY<float>/PI/24                              1463216973 ns   1462862209 ns            1
PauliZ<float>/PI/6                                14863 ns        14860 ns        46584
PauliZ<float>/PI/8                                25270 ns        25268 ns        27622
PauliZ<float>/PI/10                               60712 ns        60707 ns        11331
PauliZ<float>/PI/12                              174666 ns       174654 ns         4035
PauliZ<float>/PI/14                              610033 ns       609998 ns         1154
PauliZ<float>/PI/16                             2353411 ns      2353030 ns          297
PauliZ<float>/PI/18                             9651056 ns      9649792 ns           73
PauliZ<float>/PI/20                            41868398 ns     41862004 ns           17
PauliZ<float>/PI/22                           227887968 ns    227866816 ns            3
PauliZ<float>/PI/24                          2388371974 ns   2388041306 ns            1
PauliY<float>/PI/6                                16345 ns        16345 ns        42604
PauliY<float>/PI/8                                30577 ns        30576 ns        22512
PauliY<float>/PI/10                               81881 ns        81865 ns         8553
PauliY<float>/PI/12                              254575 ns       254559 ns         2759
PauliY<float>/PI/14                              934121 ns       933999 ns          744
PauliY<float>/PI/16                             3660646 ns      3659673 ns          193
PauliY<float>/PI/18                            14838465 ns     14835569 ns           48
PauliY<float>/PI/20                            61512663 ns     61512885 ns           11
PauliY<float>/PI/22                           303249052 ns    303202484 ns            2
PauliY<float>/PI/24                          2725660393 ns   2725286599 ns            1
DoubleExcitationMinus<float>/PI/6                 21755 ns        21752 ns        32253
DoubleExcitationMinus<float>/PI/8                 34100 ns        34096 ns        20715
DoubleExcitationMinus<float>/PI/10                73932 ns        73925 ns         9418
DoubleExcitationMinus<float>/PI/12               246055 ns       246012 ns         2787
DoubleExcitationMinus<float>/PI/14               933471 ns       933411 ns          724
DoubleExcitationMinus<float>/PI/16              4367928 ns      4367693 ns          172
DoubleExcitationMinus<float>/PI/18             17195881 ns     17195925 ns           40
DoubleExcitationMinus<float>/PI/20             84394067 ns     84383767 ns           10
DoubleExcitationMinus<float>/PI/22            355618388 ns    355533702 ns            2
DoubleExcitationMinus<float>/PI/24           1560555473 ns   1560381885 ns            1
S<float>/PI/6                                     15841 ns        15838 ns        44172
S<float>/PI/8                                     28446 ns        28446 ns        24478
S<float>/PI/10                                    73745 ns        73740 ns         9391
S<float>/PI/12                                   226015 ns       225999 ns         3039
S<float>/PI/14                                   825950 ns       825864 ns          855
S<float>/PI/16                                  3230047 ns      3229608 ns          218
S<float>/PI/18                                 13081681 ns     13081703 ns           53
S<float>/PI/20                                 54628393 ns     54623102 ns           13
S<float>/PI/22                                265827445 ns    265804246 ns            3
S<float>/PI/24                               2543047722 ns   2542776690 ns            1
Hadamard<float>/PI/6                              15641 ns        15639 ns        45361
Hadamard<float>/PI/8                              27177 ns        27175 ns        26137
Hadamard<float>/PI/10                             67336 ns        67329 ns        10463
Hadamard<float>/PI/12                            199354 ns       199333 ns         3512
Hadamard<float>/PI/14                            716516 ns       716462 ns          968
Hadamard<float>/PI/16                           2774013 ns      2773812 ns          252
Hadamard<float>/PI/18                          11627130 ns     11626159 ns           60
Hadamard<float>/PI/20                          48645838 ns     48641766 ns           14
Hadamard<float>/PI/22                         259766657 ns    259740841 ns            3
Hadamard<float>/PI/24                        2632222015 ns   2631776342 ns            1
PhaseShift<float>/PI/6                            17237 ns        17236 ns        40392
PhaseShift<float>/PI/8                            29748 ns        29742 ns        23538
PhaseShift<float>/PI/10                           75082 ns        75076 ns         9353
PhaseShift<float>/PI/12                          232216 ns       232187 ns         3036
PhaseShift<float>/PI/14                          831816 ns       831758 ns          838
PhaseShift<float>/PI/16                         3253481 ns      3252957 ns          217
PhaseShift<float>/PI/18                        13070228 ns     13067759 ns           53
PhaseShift<float>/PI/20                        55123384 ns     55113322 ns           12
PhaseShift<float>/PI/22                       276934631 ns    276887727 ns            3
PhaseShift<float>/PI/24                      2585642219 ns   2585368615 ns            1
T<float>/PI/6                                     17016 ns        17012 ns        40767
T<float>/PI/8                                     30481 ns        30480 ns        22942
T<float>/PI/10                                    81121 ns        81115 ns         8684
T<float>/PI/12                                   247754 ns       247747 ns         2819
T<float>/PI/14                                   896405 ns       896315 ns          772
T<float>/PI/16                                  3490202 ns      3489610 ns          201
T<float>/PI/18                                 14178207 ns     14176504 ns           50
T<float>/PI/20                                 58726696 ns     58716753 ns           12
T<float>/PI/22                                290255360 ns    290206036 ns            2
T<float>/PI/24                               2621133113 ns   2620748098 ns            1
RY<float>/PI/6                                    16088 ns        16086 ns        43164
RY<float>/PI/8                                    28028 ns        28026 ns        24965
RY<float>/PI/10                                   69706 ns        69703 ns        10219
RY<float>/PI/12                                  208712 ns       208688 ns         3392
RY<float>/PI/14                                  743822 ns       743765 ns          938
RY<float>/PI/16                                 2885260 ns      2884872 ns          244
RY<float>/PI/18                                12031161 ns     12028663 ns           58
RY<float>/PI/20                                50517618 ns     50517783 ns           14
RY<float>/PI/22                               269628415 ns    269568572 ns            3
RY<float>/PI/24                              2603728505 ns   2603284111 ns            1
RX<float>/PI/6                                    18335 ns        18333 ns        37924
RX<float>/PI/8                                    33325 ns        33321 ns        21206
RX<float>/PI/10                                   88355 ns        88351 ns         7974
RX<float>/PI/12                                  287321 ns       287284 ns         2398
RX<float>/PI/14                                 1061442 ns      1061337 ns          652
RX<float>/PI/16                                 4171739 ns      4171030 ns          168
RX<float>/PI/18                                16904206 ns     16902532 ns           41
RX<float>/PI/20                                70900989 ns     70886010 ns           10
RX<float>/PI/22                               342489785 ns    342449938 ns            2
RX<float>/PI/24                              2816925626 ns   2814561487 ns            1
Rot<float>/PI/6                                   24174 ns        24171 ns        29115
Rot<float>/PI/8                                   49499 ns        49494 ns        14275
Rot<float>/PI/10                                 142825 ns       142817 ns         4923
Rot<float>/PI/12                                 500374 ns       500312 ns         1415
Rot<float>/PI/14                                1886132 ns      1886069 ns          372
Rot<float>/PI/16                                7582458 ns      7581708 ns           95
Rot<float>/PI/18                               30537911 ns     30534406 ns           23
Rot<float>/PI/20                              120753646 ns    120747691 ns            6
Rot<float>/PI/22                              517509287 ns    517442562 ns            1
Rot<float>/PI/24                             3538060643 ns   3537563909 ns            1
RZ<float>/PI/6                                    18113 ns        18110 ns        37981
RZ<float>/PI/8                                    35391 ns        35386 ns        19713
RZ<float>/PI/10                                   99085 ns        99079 ns         7192
RZ<float>/PI/12                                  331814 ns       331814 ns         2074
RZ<float>/PI/14                                 1284024 ns      1283869 ns          547
RZ<float>/PI/16                                 5134288 ns      5134216 ns          137
RZ<float>/PI/18                                20729598 ns     20727533 ns           33
RZ<float>/PI/20                                84036105 ns     84024833 ns            8
RZ<float>/PI/22                               386606351 ns    386550050 ns            2
RZ<float>/PI/24                              3005161507 ns   3004889302 ns            1
SingleQubitOp<float>/PI/6/1                       19382 ns        19378 ns        36051
SingleQubitOp<float>/PI/8/1                       45647 ns        45645 ns        15339
SingleQubitOp<float>/PI/10/1                     145362 ns       145351 ns         4834
SingleQubitOp<float>/PI/12/1                     516325 ns       516301 ns         1367
SingleQubitOp<float>/PI/14/1                    2013358 ns      2013249 ns          354
SingleQubitOp<float>/PI/16/1                    7803821 ns      7802446 ns           88
SingleQubitOp<float>/PI/18/1                   31503231 ns     31498055 ns           22
SingleQubitOp<float>/PI/20/1                  127856357 ns    127838287 ns            5
SingleQubitOp<float>/PI/22/1                  552558217 ns    552503447 ns            1
SingleQubitOp<float>/PI/24/1                 3647830132 ns   3646723834 ns            1
TwoQubitOp<float>/PI/6/2                          25698 ns        25693 ns        27136
TwoQubitOp<float>/PI/8/2                          69013 ns        69002 ns        10219
TwoQubitOp<float>/PI/10/2                        233539 ns       233527 ns         2992
TwoQubitOp<float>/PI/12/2                        893147 ns       893059 ns          788
TwoQubitOp<float>/PI/14/2                       3410979 ns      3410580 ns          204
TwoQubitOp<float>/PI/16/2                      13619104 ns     13617018 ns           51
TwoQubitOp<float>/PI/18/2                      54658752 ns     54654241 ns           13
TwoQubitOp<float>/PI/20/2                     219523927 ns    219486920 ns            3
TwoQubitOp<float>/PI/22/2                     910955284 ns    910799014 ns            1
TwoQubitOp<float>/PI/24/2                    4438032191 ns   4437333475 ns            1
MultiQubitOp<float>/PI/6/3                        54587 ns        54580 ns        13310
MultiQubitOp<float>/PI/8/3                       182525 ns       182496 ns         3693
MultiQubitOp<float>/PI/10/3                      675928 ns       675861 ns         1047
MultiQubitOp<float>/PI/12/3                     2642737 ns      2642262 ns          265
MultiQubitOp<float>/PI/14/3                    10287926 ns     10287934 ns           68
MultiQubitOp<float>/PI/16/3                    41157581 ns     41153463 ns           17
MultiQubitOp<float>/PI/18/3                   161295521 ns    161279542 ns            4
MultiQubitOp<float>/PI/20/3                   665230539 ns    665158599 ns            1
MultiQubitOp<float>/PI/22/3                  2680435464 ns   2680078326 ns            1
MultiQubitOp<float>/PI/24/3                  11003244197 ns   11001536503 ns            1
MultiQubitOp<float>/PI/6/4                        89225 ns        89222 ns         7798
MultiQubitOp<float>/PI/8/4                       314349 ns       314337 ns         2179
MultiQubitOp<float>/PI/10/4                     1210480 ns      1210247 ns          589
MultiQubitOp<float>/PI/12/4                     4781437 ns      4780850 ns          147
MultiQubitOp<float>/PI/14/4                    19041521 ns     19038478 ns           37
MultiQubitOp<float>/PI/16/4                    74427364 ns     74415883 ns            9
MultiQubitOp<float>/PI/18/4                   299347127 ns    299302536 ns            2
MultiQubitOp<float>/PI/20/4                  1204759067 ns   1204634888 ns            1
MultiQubitOp<float>/PI/22/4                  4896397000 ns   4895767557 ns            1
MultiQubitOp<float>/PI/24/4                  19235833155 ns   19233183839 ns            1
MultiQubitOp<float>/PI/6/5                       143508 ns       143505 ns         4814
MultiQubitOp<float>/PI/8/5                       524989 ns       524989 ns         1351
MultiQubitOp<float>/PI/10/5                     2044164 ns      2044152 ns          341
MultiQubitOp<float>/PI/12/5                     8075462 ns      8075468 ns           87
MultiQubitOp<float>/PI/14/5                    32278527 ns     32278572 ns           22
MultiQubitOp<float>/PI/16/5                   128894712 ns    128894900 ns            5
MultiQubitOp<float>/PI/18/5                   518324602 ns    518297261 ns            1
MultiQubitOp<float>/PI/20/5                  2071185116 ns   2071172046 ns            1
MultiQubitOp<float>/PI/22/5                  8354010459 ns   8353911415 ns            1
MultiQubitOp<float>/PI/24/5                  33279596539 ns   33279480778 ns            1
GeneratorMultiRZ<float>/LM/6/2                     5379 ns         5378 ns       131727
GeneratorMultiRZ<float>/LM/8/2                    13058 ns        13058 ns        53813
GeneratorMultiRZ<float>/LM/10/2                   42417 ns        42416 ns        16322
GeneratorMultiRZ<float>/LM/12/2                  160299 ns       160299 ns         4394
GeneratorMultiRZ<float>/LM/14/2                  626568 ns       626566 ns         1120
GeneratorMultiRZ<float>/LM/16/2                 2514378 ns      2514381 ns          280
GeneratorMultiRZ<float>/LM/18/2                10018351 ns     10018366 ns           70
GeneratorMultiRZ<float>/LM/20/2                42760121 ns     42758094 ns           17
GeneratorMultiRZ<float>/LM/22/2               208169198 ns    208165494 ns            3
GeneratorMultiRZ<float>/LM/24/2               846780540 ns    846776182 ns            1
GeneratorMultiRZ<float>/LM/6/4                     5664 ns         5664 ns       125089
GeneratorMultiRZ<float>/LM/8/4                    13050 ns        13050 ns        53694
GeneratorMultiRZ<float>/LM/10/4                   42390 ns        42390 ns        16489
GeneratorMultiRZ<float>/LM/12/4                  162617 ns       162616 ns         4351
GeneratorMultiRZ<float>/LM/14/4                  629310 ns       629304 ns         1119
GeneratorMultiRZ<float>/LM/16/4                 2513175 ns      2513178 ns          279
GeneratorMultiRZ<float>/LM/18/4                10118053 ns     10117949 ns           70
GeneratorMultiRZ<float>/LM/20/4                42924831 ns     42923021 ns           17
GeneratorMultiRZ<float>/LM/22/4               208352388 ns    208349140 ns            3
GeneratorMultiRZ<float>/LM/24/4               866537660 ns    866512529 ns            1
GeneratorSingleExcitationPlus<float>/LM/6          7402 ns         7402 ns        95408
GeneratorSingleExcitationPlus<float>/LM/8         21552 ns        21552 ns        32566
GeneratorSingleExcitationPlus<float>/LM/10        78777 ns        78776 ns         8988
GeneratorSingleExcitationPlus<float>/LM/12       310621 ns       310621 ns         2171
GeneratorSingleExcitationPlus<float>/LM/14      1264840 ns      1264840 ns          568
GeneratorSingleExcitationPlus<float>/LM/16      5046671 ns      5046437 ns          138
GeneratorSingleExcitationPlus<float>/LM/18     20211493 ns     20211289 ns           34
GeneratorSingleExcitationPlus<float>/LM/20     84756947 ns     84757373 ns            8
GeneratorSingleExcitationPlus<float>/LM/22    372859235 ns    372859900 ns            2
GeneratorSingleExcitationPlus<float>/LM/24   1497017374 ns   1496999116 ns            1
GeneratorSingleExcitationMinus<float>/LM/6         7215 ns         7215 ns        96303
GeneratorSingleExcitationMinus<float>/LM/8        20377 ns        20377 ns        34268
GeneratorSingleExcitationMinus<float>/LM/10       73280 ns        73280 ns         9603
GeneratorSingleExcitationMinus<float>/LM/12      284386 ns       284386 ns         2451
GeneratorSingleExcitationMinus<float>/LM/14     1148966 ns      1148967 ns          609
GeneratorSingleExcitationMinus<float>/LM/16     4739711 ns      4739719 ns          151
GeneratorSingleExcitationMinus<float>/LM/18    18970462 ns     18969941 ns           38
GeneratorSingleExcitationMinus<float>/LM/20    77869925 ns     77870233 ns            9
GeneratorSingleExcitationMinus<float>/LM/22   344229026 ns    344229747 ns            2
GeneratorSingleExcitationMinus<float>/LM/24  1399363136 ns   1399326089 ns            1
GeneratorControlledPhaseShift<float>/LM/6          4136 ns         4136 ns       170614
GeneratorControlledPhaseShift<float>/LM/8          6629 ns         6629 ns        98560
GeneratorControlledPhaseShift<float>/LM/10        17357 ns        17357 ns        40274
GeneratorControlledPhaseShift<float>/LM/12        60117 ns        60116 ns        11723
GeneratorControlledPhaseShift<float>/LM/14       243750 ns       243750 ns         2938
GeneratorControlledPhaseShift<float>/LM/16       994616 ns       994618 ns          736
GeneratorControlledPhaseShift<float>/LM/18      4545154 ns      4545099 ns          155
GeneratorControlledPhaseShift<float>/LM/20     20220886 ns     20219912 ns           35
GeneratorControlledPhaseShift<float>/LM/22    138701002 ns    138701459 ns            5
GeneratorControlledPhaseShift<float>/LM/24    625921048 ns    625913050 ns            1
GeneratorCRZ<float>/LM/6                           4157 ns         4157 ns       171411
GeneratorCRZ<float>/LM/8                           7029 ns         7029 ns        98568
GeneratorCRZ<float>/LM/10                         19067 ns        19067 ns        36954
GeneratorCRZ<float>/LM/12                         66264 ns        66264 ns        10412
GeneratorCRZ<float>/LM/14                        264668 ns       264668 ns         2675
GeneratorCRZ<float>/LM/16                       1081214 ns      1081215 ns          665
GeneratorCRZ<float>/LM/18                       4617249 ns      4617258 ns          144
GeneratorCRZ<float>/LM/20                      21015833 ns     21015894 ns           34
GeneratorCRZ<float>/LM/22                     142147960 ns    142135645 ns            5
GeneratorCRZ<float>/LM/24                     611110682 ns    611113008 ns            1
GeneratorCRY<float>/LM/6                           4360 ns         4360 ns       162792
GeneratorCRY<float>/LM/8                           8277 ns         8277 ns        82128
GeneratorCRY<float>/LM/10                         25209 ns        25209 ns        28422
GeneratorCRY<float>/LM/12                         92739 ns        92739 ns         7513
GeneratorCRY<float>/LM/14                        412758 ns       412759 ns         1693
GeneratorCRY<float>/LM/16                       1627039 ns      1627018 ns          421
GeneratorCRY<float>/LM/18                       7139978 ns      7139987 ns           96
GeneratorCRY<float>/LM/20                      29837011 ns     29837085 ns           23
GeneratorCRY<float>/LM/22                     168705851 ns    168702569 ns            4
GeneratorCRY<float>/LM/24                     725180592 ns    725166455 ns            1
GeneratorCRX<float>/LM/6                           4136 ns         4136 ns       171428
GeneratorCRX<float>/LM/8                           7233 ns         7233 ns        97244
GeneratorCRX<float>/LM/10                         20343 ns        20343 ns        33874
GeneratorCRX<float>/LM/12                         74955 ns        74955 ns         9290
GeneratorCRX<float>/LM/14                        292763 ns       292761 ns         2351
GeneratorCRX<float>/LM/16                       1222093 ns      1222095 ns          544
GeneratorCRX<float>/LM/18                       5545628 ns      5545640 ns          128
GeneratorCRX<float>/LM/20                      23863516 ns     23863572 ns           30
GeneratorCRX<float>/LM/22                     141791306 ns    141790294 ns            5
GeneratorCRX<float>/LM/24                     635264283 ns    635254745 ns            1
GeneratorIsingZZ<float>/LM/6                       4299 ns         4299 ns       169745
GeneratorIsingZZ<float>/LM/8                       8294 ns         8294 ns        84530
GeneratorIsingZZ<float>/LM/10                     24522 ns        24522 ns        28416
GeneratorIsingZZ<float>/LM/12                     89033 ns        89032 ns         7899
GeneratorIsingZZ<float>/LM/14                    337437 ns       337437 ns         2068
GeneratorIsingZZ<float>/LM/16                   1333445 ns      1333448 ns          524
GeneratorIsingZZ<float>/LM/18                   5417148 ns      5417166 ns          126
GeneratorIsingZZ<float>/LM/20                  23354915 ns     23354787 ns           30
GeneratorIsingZZ<float>/LM/22                 127454464 ns    127452371 ns            5
GeneratorIsingZZ<float>/LM/24                 514073167 ns    514074794 ns            1
GeneratorIsingYY<float>/LM/6                       4367 ns         4367 ns       162036
GeneratorIsingYY<float>/LM/8                       8198 ns         8198 ns        84365
GeneratorIsingYY<float>/LM/10                     24167 ns        24166 ns        29407
GeneratorIsingYY<float>/LM/12                     89948 ns        89948 ns         7839
GeneratorIsingYY<float>/LM/14                    333754 ns       333750 ns         2105
GeneratorIsingYY<float>/LM/16                   1350575 ns      1350564 ns          510
GeneratorIsingYY<float>/LM/18                   5643844 ns      5643814 ns          125
GeneratorIsingYY<float>/LM/20                  26389933 ns     26390026 ns           29
