```
$ docker container run -it --rm 515ef2898ccc /opt/install/bin/bench_kernels
2023-01-02T06:59:47+00:00
Running /opt/install/bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 1.00, 0.63, 0.57
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: GCC
Compiler::Version: 11.3.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
GeneratorRZ<float>/PI/10                          93768 ns        93759 ns         7448
GeneratorRZ<float>/PI/12                         300105 ns       300061 ns         2338
GeneratorRZ<float>/PI/14                        1152240 ns      1152086 ns          604
GeneratorRZ<float>/PI/16                        4495581 ns      4495165 ns          157
GeneratorRZ<float>/PI/18                       17964835 ns     17962470 ns           39
GeneratorRZ<float>/PI/20                       73356047 ns     73347779 ns            9
GeneratorRZ<float>/PI/22                      332858638 ns    332762570 ns            2
GeneratorRZ<float>/PI/24                     2745464141 ns   2743300809 ns            1
GeneratorPhaseShift<float>/PI/6                   19277 ns        19274 ns        36244
GeneratorPhaseShift<float>/PI/8                   34830 ns        34828 ns        20124
GeneratorPhaseShift<float>/PI/10                  89246 ns        89241 ns         7895
GeneratorPhaseShift<float>/PI/12                 281012 ns       281004 ns         2479
GeneratorPhaseShift<float>/PI/14                1085681 ns      1085609 ns          649
GeneratorPhaseShift<float>/PI/16                4213438 ns      4213044 ns          165
GeneratorPhaseShift<float>/PI/18               16947436 ns     16946829 ns           41
GeneratorPhaseShift<float>/PI/20               68684279 ns     68669834 ns           10
GeneratorPhaseShift<float>/PI/22              315040654 ns    315014088 ns            2
GeneratorPhaseShift<float>/PI/24             2684518969 ns   2683880745 ns            1
GeneratorRX<float>/PI/6                           20374 ns        20371 ns        34253
GeneratorRX<float>/PI/8                           38392 ns        38385 ns        18226
GeneratorRX<float>/PI/10                         103868 ns       103858 ns         6736
GeneratorRX<float>/PI/12                         344791 ns       344764 ns         2025
GeneratorRX<float>/PI/14                        1319989 ns      1319900 ns          531
GeneratorRX<float>/PI/16                        5153969 ns      5153664 ns          136
GeneratorRX<float>/PI/18                       20750925 ns     20746356 ns           34
GeneratorRX<float>/PI/20                       85284654 ns     85276131 ns            8
GeneratorRX<float>/PI/22                      387870986 ns    387804727 ns            2
GeneratorRX<float>/PI/24                     2985625967 ns   2985202016 ns            1
PauliX<float>/PI/6                                20519 ns        20517 ns        34010
PauliX<float>/PI/8                                38699 ns        38696 ns        18040
PauliX<float>/PI/10                              104624 ns       104603 ns         6684
PauliX<float>/PI/12                              345454 ns       345421 ns         2030
PauliX<float>/PI/14                             1316745 ns      1316697 ns          527
PauliX<float>/PI/16                             5125134 ns      5124493 ns          137
PauliX<float>/PI/18                            20585693 ns     20583170 ns           34
PauliX<float>/PI/20                            85117503 ns     85099254 ns            8
PauliX<float>/PI/22                           389617253 ns    389587805 ns            2
PauliX<float>/PI/24                          2976183672 ns   2975788728 ns            1
Identity<float>/PI/6                               4465 ns         4464 ns       159039
Identity<float>/PI/8                               4435 ns         4434 ns       157852
Identity<float>/PI/10                              4479 ns         4479 ns       156048
Identity<float>/PI/12                              5342 ns         5342 ns       129945
Identity<float>/PI/14                              7903 ns         7903 ns        84042
Identity<float>/PI/16                             21204 ns        21202 ns        30366
Identity<float>/PI/18                             93209 ns        93201 ns         7236
Identity<float>/PI/20                            853095 ns       852845 ns          792
Identity<float>/PI/22                          25408737 ns     25378915 ns           28
Identity<float>/PI/24                         105255825 ns    105252350 ns            6
IsingXY<float>/PI/6                               19268 ns        19268 ns        36309
IsingXY<float>/PI/8                               31314 ns        31308 ns        22273
IsingXY<float>/PI/10                              69547 ns        69543 ns        10086
IsingXY<float>/PI/12                             198246 ns       198228 ns         3542
IsingXY<float>/PI/14                             698629 ns       698562 ns          997
IsingXY<float>/PI/16                            2691394 ns      2691093 ns          259
IsingXY<float>/PI/18                           11022192 ns     11019867 ns           64
IsingXY<float>/PI/20                           46429882 ns     46424165 ns           15
IsingXY<float>/PI/22                          222751783 ns    222732264 ns            3
IsingXY<float>/PI/24                         1642737107 ns   1642424790 ns            1
CSWAP<float>/PI/6                                 18703 ns        18703 ns        37220
CSWAP<float>/PI/8                                 25830 ns        25829 ns        27114
CSWAP<float>/PI/10                                43426 ns        43424 ns        16104
CSWAP<float>/PI/12                               112298 ns       112281 ns         6195
CSWAP<float>/PI/14                               355706 ns       355697 ns         1967
CSWAP<float>/PI/16                              1322995 ns      1322988 ns          530
CSWAP<float>/PI/18                              5303361 ns      5302778 ns          131
CSWAP<float>/PI/20                             22446915 ns     22446475 ns           31
CSWAP<float>/PI/22                            126063483 ns    126059844 ns            6
CSWAP<float>/PI/24                            516439868 ns    516393305 ns            1
CZ<float>/PI/6                                    18379 ns        18379 ns        38368
CZ<float>/PI/8                                    28701 ns        28700 ns        24504
CZ<float>/PI/10                                   61219 ns        61217 ns        11381
CZ<float>/PI/12                                  166695 ns       166679 ns         4173
CZ<float>/PI/14                                  589881 ns       589787 ns         1185
CZ<float>/PI/16                                 2285581 ns      2284932 ns          307
CZ<float>/PI/18                                 9078447 ns      9077509 ns           77
CZ<float>/PI/20                                37876239 ns     37870424 ns           19
CZ<float>/PI/22                               179316411 ns    179284304 ns            4
CZ<float>/PI/24                              1434668381 ns   1434460049 ns            1
Toffoli<float>/PI/6                               18058 ns        18057 ns        38479
Toffoli<float>/PI/8                               25815 ns        25811 ns        27107
Toffoli<float>/PI/10                              43343 ns        43341 ns        16171
Toffoli<float>/PI/12                             113668 ns       113663 ns         6205
Toffoli<float>/PI/14                             366159 ns       366115 ns         1908
Toffoli<float>/PI/16                            1387392 ns      1387137 ns          507
Toffoli<float>/PI/18                            5508050 ns      5507601 ns          127
Toffoli<float>/PI/20                           23668884 ns     23668483 ns           30
Toffoli<float>/PI/22                          130273988 ns    130241543 ns            5
Toffoli<float>/PI/24                          528288631 ns    528189558 ns            1
SWAP<float>/PI/6                                  19328 ns        19323 ns        36377
SWAP<float>/PI/8                                  30876 ns        30873 ns        22808
SWAP<float>/PI/10                                 68944 ns        68945 ns        10185
SWAP<float>/PI/12                                196042 ns       196010 ns         3565
SWAP<float>/PI/14                                700493 ns       700360 ns          991
SWAP<float>/PI/16                               2724870 ns      2724586 ns          257
SWAP<float>/PI/18                              10989489 ns     10988819 ns           64
SWAP<float>/PI/20                              45984378 ns     45978025 ns           15
SWAP<float>/PI/22                             225257119 ns    225211763 ns            3
SWAP<float>/PI/24                            1678403132 ns   1678078150 ns            1
CNOT<float>/PI/6                                  21073 ns        21070 ns        29250
CNOT<float>/PI/8                                  30559 ns        30558 ns        23075
CNOT<float>/PI/10                                 66837 ns        66828 ns        10387
CNOT<float>/PI/12                                189594 ns       189591 ns         3684
CNOT<float>/PI/14                                672876 ns       672843 ns         1038
CNOT<float>/PI/16                               2612244 ns      2611867 ns          267
CNOT<float>/PI/18                              10419921 ns     10419014 ns           67
CNOT<float>/PI/20                              43163428 ns     43160950 ns           16
CNOT<float>/PI/22                             205014231 ns    205012427 ns            3
CNOT<float>/PI/24                            1543787677 ns   1543668264 ns            1
CY<float>/PI/6                                    18886 ns        18881 ns        36849
CY<float>/PI/8                                    29865 ns        29862 ns        23471
CY<float>/PI/10                                   64098 ns        64094 ns        10906
CY<float>/PI/12                                  183401 ns       183388 ns         3933
CY<float>/PI/14                                  631788 ns       631752 ns         1100
CY<float>/PI/16                                 2445390 ns      2444799 ns          288
CY<float>/PI/18                                 9775855 ns      9774846 ns           72
CY<float>/PI/20                                41261221 ns     41254585 ns           17
CY<float>/PI/22                               196227397 ns    196215781 ns            3
CY<float>/PI/24                              1503785640 ns   1503613441 ns            1
RZ<float>/PI/6                                    42021 ns        42014 ns        16689
RZ<float>/PI/8                                   123593 ns       123579 ns         5662
RZ<float>/PI/10                                  444695 ns       444619 ns         1572
RZ<float>/PI/12                                 1702565 ns      1702423 ns          414
RZ<float>/PI/14                                 6725094 ns      6724169 ns          104
RZ<float>/PI/16                                26823766 ns     26821509 ns           26
RZ<float>/PI/18                               107503382 ns    107484236 ns            6
RZ<float>/PI/20                               433348662 ns    433287708 ns            2
RZ<float>/PI/22                              1780774547 ns   1780550213 ns            1
RZ<float>/PI/24                              8444863448 ns   8443671534 ns            1
Rot<float>/PI/6                                   67978 ns        67977 ns        10266
Rot<float>/PI/8                                  212915 ns       212877 ns         3271
Rot<float>/PI/10                                 786610 ns       786540 ns          886
Rot<float>/PI/12                                3031121 ns      3030803 ns          231
Rot<float>/PI/14                               12043509 ns     12042753 ns           58
Rot<float>/PI/16                               48319402 ns     48309114 ns           15
Rot<float>/PI/18                              192688134 ns    192646079 ns            4
Rot<float>/PI/20                              775062997 ns    774868016 ns            1
Rot<float>/PI/22                             3141004954 ns   3140358833 ns            1
Rot<float>/PI/24                             13867187573 ns   13865693136 ns            1
RX<float>/PI/6                                    21214 ns        21212 ns        32967
RX<float>/PI/8                                    39645 ns        39641 ns        17762
RX<float>/PI/10                                  105306 ns       105303 ns         6649
RX<float>/PI/12                                  339909 ns       339891 ns         2060
RX<float>/PI/14                                 1273996 ns      1273954 ns          549
RX<float>/PI/16                                 4982897 ns      4982542 ns          140
RX<float>/PI/18                                20332572 ns     20332436 ns           35
RX<float>/PI/20                                83602807 ns     83603080 ns            8
RX<float>/PI/22                               378381456 ns    378359991 ns            2
RX<float>/PI/24                              2947612582 ns   2947283399 ns            1
RY<float>/PI/6                                    20510 ns        20509 ns        34101
RY<float>/PI/8                                    37210 ns        37208 ns        18704
RY<float>/PI/10                                   97801 ns        97796 ns         7210
RY<float>/PI/12                                  308694 ns       308659 ns         2270
RY<float>/PI/14                                 1159581 ns      1159497 ns          602
RY<float>/PI/16                                 4511488 ns      4511074 ns          154
RY<float>/PI/18                                18353749 ns     18350729 ns           38
RY<float>/PI/20                                76128717 ns     76126505 ns            9
RY<float>/PI/22                               356745825 ns    356683987 ns            2
RY<float>/PI/24                              2869251078 ns   2868628711 ns            1
T<float>/PI/6                                     28859 ns        28855 ns        24246
T<float>/PI/8                                     72341 ns        72333 ns         9612
T<float>/PI/10                                   240534 ns       240501 ns         2908
T<float>/PI/12                                   890827 ns       890823 ns          789
T<float>/PI/14                                  3508151 ns      3507839 ns          200
T<float>/PI/16                                 13982711 ns     13980854 ns           50
T<float>/PI/18                                 56174820 ns     56165996 ns           12
T<float>/PI/20                                228107576 ns    228084083 ns            3
T<float>/PI/22                                950704060 ns    950666504 ns            1
T<float>/PI/24                               5215476168 ns   5215041123 ns            1
PhaseShift<float>/PI/6                            31384 ns        31383 ns        22520
PhaseShift<float>/PI/8                            76716 ns        76712 ns         9173
PhaseShift<float>/PI/10                          249184 ns       249184 ns         2807
PhaseShift<float>/PI/12                          916364 ns       916316 ns          762
PhaseShift<float>/PI/14                         3618689 ns      3618692 ns          193
PhaseShift<float>/PI/16                        14667706 ns     14666649 ns           48
PhaseShift<float>/PI/18                        58160395 ns     58159259 ns           12
PhaseShift<float>/PI/20                       245894774 ns    245873476 ns            3
PhaseShift<float>/PI/22                       964124350 ns    964115445 ns            1
PhaseShift<float>/PI/24                      5227757907 ns   5227478518 ns            1
IsingXX<float>/PI/6                               20789 ns        20789 ns        33831
IsingXX<float>/PI/8                               33613 ns        33609 ns        20977
IsingXX<float>/PI/10                              78125 ns        78124 ns         8913
IsingXX<float>/PI/12                             233196 ns       233183 ns         3013
IsingXX<float>/PI/14                             836665 ns       836598 ns          835
IsingXX<float>/PI/16                            3256672 ns      3256408 ns          215
IsingXX<float>/PI/18                           13336235 ns     13336251 ns           53
IsingXX<float>/PI/20                           55089430 ns     55084485 ns           13
IsingXX<float>/PI/22                          259911028 ns    259881065 ns            3
IsingXX<float>/PI/24                         1765541531 ns   1764357111 ns            1
IsingZZ<float>/PI/6                               41937 ns        41935 ns        16758
IsingZZ<float>/PI/8                              122304 ns       122294 ns         5747
IsingZZ<float>/PI/10                             432991 ns       432973 ns         1603
IsingZZ<float>/PI/12                            1654619 ns      1654599 ns          420
IsingZZ<float>/PI/14                            6522608 ns      6522287 ns          108
IsingZZ<float>/PI/16                           26033905 ns     26033327 ns           27
IsingZZ<float>/PI/18                          104807006 ns    104800500 ns            7
IsingZZ<float>/PI/20                          419450518 ns    419432518 ns            2
IsingZZ<float>/PI/22                         1714124257 ns   1713913754 ns            1
IsingZZ<float>/PI/24                         7567753095 ns   7567283935 ns            1
DoubleExcitationPlus<float>/PI/6                  40916 ns        40914 ns        17105
DoubleExcitationPlus<float>/PI/8                 109376 ns       109367 ns         6340
DoubleExcitationPlus<float>/PI/10                376456 ns       376428 ns         1863
DoubleExcitationPlus<float>/PI/12               1451276 ns      1451277 ns          485
DoubleExcitationPlus<float>/PI/14               5595780 ns      5595515 ns          123
DoubleExcitationPlus<float>/PI/16              22383770 ns     22381997 ns           31
DoubleExcitationPlus<float>/PI/18              89907524 ns     89896159 ns            8
DoubleExcitationPlus<float>/PI/20             363127883 ns    363073225 ns            2
DoubleExcitationPlus<float>/PI/22            1525717920 ns   1525572634 ns            1
DoubleExcitationPlus<float>/PI/24            6066588234 ns   6066106507 ns            1
PauliZ<float>/PI/6                                19714 ns        19713 ns        35463
PauliZ<float>/PI/8                                35242 ns        35238 ns        19849
PauliZ<float>/PI/10                               94447 ns        94438 ns         7364
PauliZ<float>/PI/12                              300033 ns       300010 ns         2330
PauliZ<float>/PI/14                             1139688 ns      1139632 ns          616
PauliZ<float>/PI/16                             4441300 ns      4440891 ns          158
PauliZ<float>/PI/18                            17925962 ns     17924919 ns           39
PauliZ<float>/PI/20                            73354047 ns     73341021 ns            9
PauliZ<float>/PI/22                           333464723 ns    333453857 ns            2
PauliZ<float>/PI/24                          2757008720 ns   2755589366 ns            1
Hadamard<float>/PI/6                              19951 ns        19949 ns        35210
Hadamard<float>/PI/8                              35566 ns        35565 ns        19644
Hadamard<float>/PI/10                             96884 ns        96883 ns         7297
Hadamard<float>/PI/12                            314221 ns       314221 ns         2223
Hadamard<float>/PI/14                           1176578 ns      1176474 ns          596
Hadamard<float>/PI/16                           4613137 ns      4612760 ns          152
Hadamard<float>/PI/18                          18397192 ns     18396257 ns           38
Hadamard<float>/PI/20                          75745025 ns     75737009 ns            9
Hadamard<float>/PI/22                         352749168 ns    352729166 ns            2
Hadamard<float>/PI/24                        2825526044 ns   2824776011 ns            1
MultiRZ<float>/PI/6/2                             25013 ns        25010 ns        27914
MultiRZ<float>/PI/8/2                             54082 ns        54079 ns        13066
MultiRZ<float>/PI/10/2                           161409 ns       161405 ns         4348
MultiRZ<float>/PI/12/2                           578174 ns       578155 ns         1214
MultiRZ<float>/PI/14/2                          2228806 ns      2228669 ns          313
MultiRZ<float>/PI/16/2                          8889897 ns      8888457 ns           79
MultiRZ<float>/PI/18/2                         36521296 ns     36516687 ns           19
MultiRZ<float>/PI/20/2                        149755882 ns    149738451 ns            5
MultiRZ<float>/PI/22/2                        639187850 ns    639183427 ns            1
MultiRZ<float>/PI/24/2                       3231900511 ns   3231602894 ns            1
MultiRZ<float>/PI/6/4                             25764 ns        25763 ns        26904
MultiRZ<float>/PI/8/4                             52306 ns        52303 ns        13314
MultiRZ<float>/PI/10/4                           150390 ns       150390 ns         4692
MultiRZ<float>/PI/12/4                           549205 ns       549196 ns         1270
MultiRZ<float>/PI/14/4                          2136577 ns      2136410 ns          330
MultiRZ<float>/PI/16/4                          8477772 ns      8477309 ns           81
MultiRZ<float>/PI/18/4                         34776809 ns     34773348 ns           20
MultiRZ<float>/PI/20/4                        148327568 ns    148315774 ns            5
MultiRZ<float>/PI/22/4                        644921245 ns    644861874 ns            1
MultiRZ<float>/PI/24/4                       2534548415 ns   2534286555 ns            1
ControlledPhaseShift<float>/PI/6                  24157 ns        24155 ns        29001
ControlledPhaseShift<float>/PI/8                  48930 ns        48926 ns        14274
ControlledPhaseShift<float>/PI/10                138141 ns       138135 ns         5098
ControlledPhaseShift<float>/PI/12                465490 ns       465475 ns         1500
ControlledPhaseShift<float>/PI/14               1770906 ns      1770862 ns          397
ControlledPhaseShift<float>/PI/16               7017236 ns      7016387 ns          100
ControlledPhaseShift<float>/PI/18              28144631 ns     28143998 ns           25
ControlledPhaseShift<float>/PI/20             114148080 ns    114135209 ns            6
ControlledPhaseShift<float>/PI/22             496584387 ns    496549121 ns            2
ControlledPhaseShift<float>/PI/24            2705084905 ns   2704283255 ns            1
DoubleExcitation<float>/PI/6                      18748 ns        18747 ns        36827
DoubleExcitation<float>/PI/8                      23458 ns        23455 ns        29511
DoubleExcitation<float>/PI/10                     34145 ns        34145 ns        20494
DoubleExcitation<float>/PI/12                     72349 ns        72348 ns         9731
DoubleExcitation<float>/PI/14                    187454 ns       187433 ns         3735
DoubleExcitation<float>/PI/16                    631211 ns       631170 ns         1101
DoubleExcitation<float>/PI/18                   2563587 ns      2563325 ns          272
DoubleExcitation<float>/PI/20                  11782479 ns     11780822 ns           59
DoubleExcitation<float>/PI/22                  77915996 ns     77826816 ns           10
DoubleExcitation<float>/PI/24                 331937976 ns    331909486 ns            2
DoubleExcitationMinus<float>/PI/6                 41293 ns        41289 ns        16987
DoubleExcitationMinus<float>/PI/8                109560 ns       109555 ns         6417
DoubleExcitationMinus<float>/PI/10               375539 ns       375527 ns         1858
DoubleExcitationMinus<float>/PI/12              1434760 ns      1434693 ns          488
DoubleExcitationMinus<float>/PI/14              5618919 ns      5618808 ns          124
DoubleExcitationMinus<float>/PI/16             22335811 ns     22334169 ns           31
DoubleExcitationMinus<float>/PI/18             88888709 ns     88877015 ns            8
DoubleExcitationMinus<float>/PI/20            360210160 ns    360112653 ns            2
DoubleExcitationMinus<float>/PI/22           1520067496 ns   1519580334 ns            1
DoubleExcitationMinus<float>/PI/24           6010109145 ns   6009842002 ns            1
PauliY<float>/PI/6                                19807 ns        19804 ns        34839
PauliY<float>/PI/8                                37008 ns        37004 ns        18931
PauliY<float>/PI/10                               97627 ns        97626 ns         7183
PauliY<float>/PI/12                              319142 ns       319134 ns         2209
PauliY<float>/PI/14                             1205382 ns      1205306 ns          583
PauliY<float>/PI/16                             4651733 ns      4651302 ns          151
PauliY<float>/PI/18                            18813637 ns     18812201 ns           37
PauliY<float>/PI/20                            77340292 ns     77327363 ns            9
PauliY<float>/PI/22                           351308108 ns    351282930 ns            2
PauliY<float>/PI/24                          2857501546 ns   2856074506 ns            1
IsingYY<float>/PI/6                               19631 ns        19629 ns        35282
IsingYY<float>/PI/8                               33190 ns        33185 ns        21032
IsingYY<float>/PI/10                              79440 ns        79433 ns         8868
IsingYY<float>/PI/12                             233788 ns       233786 ns         3010
IsingYY<float>/PI/14                             839455 ns       839443 ns          833
IsingYY<float>/PI/16                            3245944 ns      3245740 ns          215
IsingYY<float>/PI/18                           13286539 ns     13284342 ns           52
IsingYY<float>/PI/20                           55217626 ns     55214874 ns           13
IsingYY<float>/PI/22                          261761234 ns    261723418 ns            3
IsingYY<float>/PI/24                         1781261690 ns   1779801471 ns            1
CRot<float>/PI/6                                  44642 ns        44640 ns        15654
CRot<float>/PI/8                                 117832 ns       117820 ns         5922
CRot<float>/PI/10                                405453 ns       405420 ns         1727
CRot<float>/PI/12                               1514002 ns      1513927 ns          462
CRot<float>/PI/14                               5947210 ns      5946451 ns          118
CRot<float>/PI/16                              23676326 ns     23674189 ns           29
CRot<float>/PI/18                              95118679 ns     95106610 ns            7
CRot<float>/PI/20                             382299241 ns    382289878 ns            2
CRot<float>/PI/22                            1580427514 ns   1580171744 ns            1
CRot<float>/PI/24                            6979147403 ns   6978296405 ns            1
CRY<float>/PI/6                                   18707 ns        18707 ns        37513
CRY<float>/PI/8                                   29577 ns        29574 ns        23641
CRY<float>/PI/10                                  63480 ns        63471 ns        11009
CRY<float>/PI/12                                 170066 ns       170051 ns         4131
CRY<float>/PI/14                                 594765 ns       594752 ns         1186
CRY<float>/PI/16                                2283206 ns      2283027 ns          306
CRY<float>/PI/18                                9221874 ns      9220640 ns           76
CRY<float>/PI/20                               38854692 ns     38851475 ns           18
CRY<float>/PI/22                              190740837 ns    190704099 ns            4
CRY<float>/PI/24                             1504143093 ns   1503923213 ns            1
CRZ<float>/PI/6                                   29199 ns        29196 ns        23964
CRZ<float>/PI/8                                   72674 ns        72664 ns         9576
CRZ<float>/PI/10                                 236717 ns       236709 ns         2954
CRZ<float>/PI/12                                 863527 ns       863443 ns          814
CRZ<float>/PI/14                                3346920 ns      3346767 ns          209
CRZ<float>/PI/16                               13332886 ns     13330935 ns           53
CRZ<float>/PI/18                               53751999 ns     53742735 ns           13
CRZ<float>/PI/20                              217251933 ns    217228562 ns            3
CRZ<float>/PI/22                              906362316 ns    906262135 ns            1
CRZ<float>/PI/24                             4272593079 ns   4271378030 ns            1
CRX<float>/PI/6                                   19220 ns        19220 ns        36702
CRX<float>/PI/8                                   30524 ns        30519 ns        22849
CRX<float>/PI/10                                  67839 ns        67835 ns        10339
CRX<float>/PI/12                                 185383 ns       185369 ns         3755
CRX<float>/PI/14                                 658424 ns       658362 ns         1064
CRX<float>/PI/16                                2553907 ns      2553590 ns          271
CRX<float>/PI/18                               10380325 ns     10378446 ns           68
CRX<float>/PI/20                               43150766 ns     43147823 ns           16
CRX<float>/PI/22                              211355638 ns    211341276 ns            3
CRX<float>/PI/24                             1578366427 ns   1578080133 ns            1
S<float>/PI/6                                     28399 ns        28396 ns        24649
S<float>/PI/8                                     71682 ns        71677 ns         9746
S<float>/PI/10                                   239058 ns       239033 ns         2929
S<float>/PI/12                                   885233 ns       885196 ns          790
S<float>/PI/14                                  3495621 ns      3495431 ns          202
S<float>/PI/16                                 13809137 ns     13808222 ns           50
S<float>/PI/18                                 55771044 ns     55760582 ns           12
S<float>/PI/20                                224847427 ns    224822210 ns            3
S<float>/PI/22                                943118507 ns    942935216 ns            1
S<float>/PI/24                               5198331615 ns   5196808533 ns            1
SingleQubitOp<float>/PI/6/1                       60423 ns        60419 ns        11573
SingleQubitOp<float>/PI/8/1                      201573 ns       201545 ns         3472
SingleQubitOp<float>/PI/10/1                     768302 ns       768197 ns          907
SingleQubitOp<float>/PI/12/1                    2983027 ns      2982488 ns          235
SingleQubitOp<float>/PI/14/1                   11868020 ns     11866613 ns           59
SingleQubitOp<float>/PI/16/1                   47343194 ns     47336212 ns           15
SingleQubitOp<float>/PI/18/1                  190024147 ns    189999715 ns            4
SingleQubitOp<float>/PI/20/1                  770876642 ns    770700407 ns            1
SingleQubitOp<float>/PI/22/1                 3120492879 ns   3120246503 ns            1
SingleQubitOp<float>/PI/24/1                 13866827112 ns   13865054841 ns            1
TwoQubitOp<float>/PI/6/2                         102294 ns       102288 ns         6837
TwoQubitOp<float>/PI/8/2                         368521 ns       368489 ns         1905
TwoQubitOp<float>/PI/10/2                       1429685 ns      1429635 ns          495
TwoQubitOp<float>/PI/12/2                       5631628 ns      5631260 ns          122
TwoQubitOp<float>/PI/14/2                      22353296 ns     22350539 ns           31
TwoQubitOp<float>/PI/16/2                      89681149 ns     89668911 ns            8
TwoQubitOp<float>/PI/18/2                     358123556 ns    357989446 ns            2
TwoQubitOp<float>/PI/20/2                    1445313502 ns   1445112252 ns            1
TwoQubitOp<float>/PI/22/2                    5795304028 ns   5794282030 ns            1
TwoQubitOp<float>/PI/24/2                    23754306497 ns   23750519615 ns            1
MultiQubitOp<float>/PI/6/3                        75098 ns        75080 ns         9386
MultiQubitOp<float>/PI/8/3                       249879 ns       249856 ns         2796
MultiQubitOp<float>/PI/10/3                      933557 ns       933385 ns          745
MultiQubitOp<float>/PI/12/3                     3669836 ns      3669528 ns          190
MultiQubitOp<float>/PI/14/3                    14593103 ns     14591252 ns           48
MultiQubitOp<float>/PI/16/3                    57674269 ns     57664271 ns           12
MultiQubitOp<float>/PI/18/3                   224170165 ns    224136908 ns            3
MultiQubitOp<float>/PI/20/3                   900681105 ns    900481133 ns            1
MultiQubitOp<float>/PI/22/3                  3612402651 ns   3611952233 ns            1
MultiQubitOp<float>/PI/24/3                  14433792092 ns   14431468057 ns            1
MultiQubitOp<float>/PI/6/4                       123854 ns       123843 ns         5621
MultiQubitOp<float>/PI/8/4                       441271 ns       441161 ns         1591
MultiQubitOp<float>/PI/10/4                     1710022 ns      1709821 ns          411
MultiQubitOp<float>/PI/12/4                     6754588 ns      6754165 ns          104
MultiQubitOp<float>/PI/14/4                    27800652 ns     27798848 ns           25
MultiQubitOp<float>/PI/16/4                   103989437 ns    103981933 ns            7
MultiQubitOp<float>/PI/18/4                   409291654 ns    409237915 ns            2
MultiQubitOp<float>/PI/20/4                  1651403546 ns   1651124931 ns            1
MultiQubitOp<float>/PI/22/4                  6618950428 ns   6617993288 ns            1
MultiQubitOp<float>/PI/24/4                  26566404350 ns   26561803653 ns            1
MultiQubitOp<float>/PI/6/5                       219630 ns       219602 ns         3183
MultiQubitOp<float>/PI/8/5                       818734 ns       818719 ns          858
MultiQubitOp<float>/PI/10/5                     3217132 ns      3216970 ns          218
MultiQubitOp<float>/PI/12/5                    12746245 ns     12745998 ns           54
MultiQubitOp<float>/PI/14/5                    50722256 ns     50715082 ns           14
MultiQubitOp<float>/PI/16/5                   195568142 ns    195547217 ns            4
MultiQubitOp<float>/PI/18/5                   778776528 ns    778586814 ns            1
MultiQubitOp<float>/PI/20/5                  3117215611 ns   3116753627 ns            1
MultiQubitOp<float>/PI/22/5                  12539775353 ns   12537667432 ns            1
MultiQubitOp<float>/PI/24/5                  50306494055 ns   50298365688 ns            1
GeneratorPhaseShift<float>/LM/6                    5751 ns         5751 ns       122006
GeneratorPhaseShift<float>/LM/8                    8525 ns         8524 ns        81967
GeneratorPhaseShift<float>/LM/10                  18630 ns        18627 ns        37551
GeneratorPhaseShift<float>/LM/12                  59901 ns        59894 ns        11678
GeneratorPhaseShift<float>/LM/14                 243238 ns       243169 ns         2924
GeneratorPhaseShift<float>/LM/16                 964622 ns       964432 ns          738
GeneratorPhaseShift<float>/LM/18                3640696 ns      3639991 ns          194
GeneratorPhaseShift<float>/LM/20               16080962 ns     16078286 ns           43
GeneratorPhaseShift<float>/LM/22               99064984 ns     99033348 ns            7
GeneratorPhaseShift<float>/LM/24              413291568 ns    413188752 ns            2
GeneratorRX<float>/LM/6                            6427 ns         6426 ns       109365
GeneratorRX<float>/LM/8                           11867 ns        11865 ns        59043
GeneratorRX<float>/LM/10                          32437 ns        32436 ns        21646
GeneratorRX<float>/LM/12                         115170 ns       115157 ns         6080
GeneratorRX<float>/LM/14                         444396 ns       444375 ns         1576
GeneratorRX<float>/LM/16                        1764835 ns      1764484 ns          391
GeneratorRX<float>/LM/18                        7170093 ns      7170101 ns           97
GeneratorRX<float>/LM/20                       30142927 ns     30134576 ns           23
GeneratorRX<float>/LM/22                      164101861 ns    164069669 ns            4
GeneratorRX<float>/LM/24                      674364811 ns    674264038 ns            1
GeneratorRY<float>/LM/6                            6328 ns         6326 ns       111333
GeneratorRY<float>/LM/8                           13040 ns        13039 ns        53925
GeneratorRY<float>/LM/10                          38905 ns        38899 ns        18055
GeneratorRY<float>/LM/12                         142205 ns       142202 ns         4920
GeneratorRY<float>/LM/14                         553592 ns       553496 ns         1258
GeneratorRY<float>/LM/16                        2210744 ns      2210599 ns          317
GeneratorRY<float>/LM/18                        8873218 ns      8870677 ns           78
GeneratorRY<float>/LM/20                       36996684 ns     36992866 ns           19
GeneratorRY<float>/LM/22                      180525337 ns    180505707 ns            4
GeneratorRY<float>/LM/24                      721772324 ns    721616598 ns            1
