```
$ ./benchmark_all.sh 
2023-01-01T19:40:25+00:00
Running ./bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 2.37, 1.92, 1.59
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: Clang
Compiler::Version: 15.0.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
PauliZ<float>/PI/20                            46179547 ns     46178095 ns           15
PauliZ<float>/PI/22                           233672283 ns    233660220 ns            3
PauliZ<float>/PI/24                          2554236708 ns   2553266071 ns            1
PauliY<float>/PI/6                                16486 ns        16486 ns        42739
PauliY<float>/PI/8                                31712 ns        31712 ns        22139
PauliY<float>/PI/10                               86160 ns        86160 ns         8104
PauliY<float>/PI/12                              275716 ns       275716 ns         2543
PauliY<float>/PI/14                             1008792 ns      1008774 ns          696
PauliY<float>/PI/16                             3920092 ns      3920097 ns          179
PauliY<float>/PI/18                            15876870 ns     15876182 ns           44
PauliY<float>/PI/20                            66044214 ns     66043629 ns           10
PauliY<float>/PI/22                           308107796 ns    308094570 ns            2
PauliY<float>/PI/24                          2815454222 ns   2815403642 ns            1
DoubleExcitationMinus<float>/PI/6                 18844 ns        18844 ns        37316
DoubleExcitationMinus<float>/PI/8                 30619 ns        30619 ns        22724
DoubleExcitationMinus<float>/PI/10                71362 ns        71362 ns         9843
DoubleExcitationMinus<float>/PI/12               257361 ns       257358 ns         2769
DoubleExcitationMinus<float>/PI/14               929528 ns       929524 ns          734
DoubleExcitationMinus<float>/PI/16              4009046 ns      4008996 ns          173
DoubleExcitationMinus<float>/PI/18             17947360 ns     17946682 ns           40
DoubleExcitationMinus<float>/PI/20             74775563 ns     74773121 ns           10
DoubleExcitationMinus<float>/PI/22            369003582 ns    368993457 ns            2
DoubleExcitationMinus<float>/PI/24           1460082553 ns   1460074022 ns            1
S<float>/PI/6                                     16397 ns        16397 ns        42820
S<float>/PI/8                                     30806 ns        30806 ns        22752
S<float>/PI/10                                    83190 ns        83190 ns         8412
S<float>/PI/12                                   265491 ns       265488 ns         2637
S<float>/PI/14                                   970801 ns       970801 ns          719
S<float>/PI/16                                  3778514 ns      3778475 ns          185
S<float>/PI/18                                 15296826 ns     15296541 ns           46
S<float>/PI/20                                 63133601 ns     63131175 ns           11
S<float>/PI/22                                297320252 ns    297320869 ns            2
S<float>/PI/24                               2700974898 ns   2700918728 ns            1
Hadamard<float>/PI/6                              15633 ns        15633 ns        44351
Hadamard<float>/PI/8                              28061 ns        28061 ns        25101
Hadamard<float>/PI/10                             72654 ns        72652 ns         9523
Hadamard<float>/PI/12                            223640 ns       223639 ns         3137
Hadamard<float>/PI/14                            794795 ns       794788 ns          882
Hadamard<float>/PI/16                           3080918 ns      3080879 ns          228
Hadamard<float>/PI/18                          12992033 ns     12991824 ns           55
Hadamard<float>/PI/20                          59627860 ns     59625989 ns           12
Hadamard<float>/PI/22                         290637157 ns    290637946 ns            2
Hadamard<float>/PI/24                        2787460420 ns   2787419097 ns            1
PhaseShift<float>/PI/6                            17310 ns        17310 ns        40043
PhaseShift<float>/PI/8                            31866 ns        31865 ns        21926
PhaseShift<float>/PI/10                           84508 ns        84508 ns         8268
PhaseShift<float>/PI/12                          265923 ns       265923 ns         2639
PhaseShift<float>/PI/14                          972216 ns       972203 ns          723
PhaseShift<float>/PI/16                         3775638 ns      3775645 ns          185
PhaseShift<float>/PI/18                        15444999 ns     15444815 ns           45
PhaseShift<float>/PI/20                        62630573 ns     62629538 ns           11
PhaseShift<float>/PI/22                       309633449 ns    309634054 ns            2
PhaseShift<float>/PI/24                      2704713980 ns   2703453829 ns            1
T<float>/PI/6                                     16895 ns        16894 ns        41277
T<float>/PI/8                                     31160 ns        31160 ns        22521
T<float>/PI/10                                    82929 ns        82923 ns         8435
T<float>/PI/12                                   262134 ns       262116 ns         2663
T<float>/PI/14                                   952404 ns       952386 ns          736
T<float>/PI/16                                  3707657 ns      3707263 ns          189
T<float>/PI/18                                 14854941 ns     14854208 ns           47
T<float>/PI/20                                 60768167 ns     60764598 ns           11
T<float>/PI/22                                283319117 ns    283307708 ns            2
T<float>/PI/24                               2678771278 ns   2678642128 ns            1
RY<float>/PI/6                                    16242 ns        16241 ns        42625
RY<float>/PI/8                                    28566 ns        28565 ns        24451
RY<float>/PI/10                                   72639 ns        72635 ns         9692
RY<float>/PI/12                                  224638 ns       224638 ns         3153
RY<float>/PI/14                                  808421 ns       808392 ns          864
RY<float>/PI/16                                 3110522 ns      3109997 ns          225
RY<float>/PI/18                                12886612 ns     12886402 ns           54
RY<float>/PI/20                                54035491 ns     54033382 ns           13
RY<float>/PI/22                               274288978 ns    274254026 ns            3
RY<float>/PI/24                              2722313765 ns   2722025706 ns            1
RX<float>/PI/6                                    17591 ns        17589 ns        38626
RX<float>/PI/8                                    33628 ns        33627 ns        20694
RX<float>/PI/10                                   93140 ns        93136 ns         7545
RX<float>/PI/12                                  306391 ns       306381 ns         2249
RX<float>/PI/14                                 1148740 ns      1148677 ns          616
RX<float>/PI/16                                 4460389 ns      4460208 ns          156
RX<float>/PI/18                                18436551 ns     18435640 ns           39
RX<float>/PI/20                                73399097 ns     73399253 ns            9
RX<float>/PI/22                               345757405 ns    345725894 ns            2
RX<float>/PI/24                              2917632429 ns   2917381329 ns            1
Rot<float>/PI/6                                   23891 ns        23890 ns        29058
Rot<float>/PI/8                                   50473 ns        50470 ns        13837
Rot<float>/PI/10                                 149696 ns       149685 ns         4651
Rot<float>/PI/12                                 525435 ns       525390 ns         1327
Rot<float>/PI/14                                2003145 ns      2003095 ns          350
Rot<float>/PI/16                                7840694 ns      7840392 ns           89
Rot<float>/PI/18                               31738073 ns     31735607 ns           22
Rot<float>/PI/20                              128071253 ns    128065995 ns            5
Rot<float>/PI/22                              549145782 ns    549062008 ns            1
Rot<float>/PI/24                             3699788475 ns   3699519656 ns            1
RZ<float>/PI/6                                    18156 ns        18155 ns        38592
RZ<float>/PI/8                                    35843 ns        35842 ns        19448
RZ<float>/PI/10                                  102549 ns       102542 ns         6868
RZ<float>/PI/12                                  350388 ns       350367 ns         1979
RZ<float>/PI/14                                 1347874 ns      1347876 ns          523
RZ<float>/PI/16                                 5274161 ns      5273444 ns          133
RZ<float>/PI/18                                21474453 ns     21472673 ns           32
RZ<float>/PI/20                                85928956 ns     85917481 ns            8
RZ<float>/PI/22                               388599678 ns    388559464 ns            2
RZ<float>/PI/24                              3120788407 ns   3120466424 ns            1
SingleQubitOp<float>/PI/6/1                       19033 ns        19032 ns        36663
SingleQubitOp<float>/PI/8/1                       45658 ns        45656 ns        15262
SingleQubitOp<float>/PI/10/1                     146018 ns       146004 ns         4814
SingleQubitOp<float>/PI/12/1                     523772 ns       523739 ns         1350
SingleQubitOp<float>/PI/14/1                    2013309 ns      2013214 ns          350
SingleQubitOp<float>/PI/16/1                    7904326 ns      7903912 ns           86
SingleQubitOp<float>/PI/18/1                   31951850 ns     31949471 ns           22
SingleQubitOp<float>/PI/20/1                  128977062 ns    128959863 ns            5
SingleQubitOp<float>/PI/22/1                  553573249 ns    553554374 ns            1
SingleQubitOp<float>/PI/24/1                 3715956734 ns   3715209259 ns            1
TwoQubitOp<float>/PI/6/2                          25217 ns        25217 ns        27611
TwoQubitOp<float>/PI/8/2                          68041 ns        68041 ns        10238
TwoQubitOp<float>/PI/10/2                        235213 ns       235206 ns         2958
TwoQubitOp<float>/PI/12/2                        886984 ns       886938 ns          787
TwoQubitOp<float>/PI/14/2                       3476492 ns      3476333 ns          202
TwoQubitOp<float>/PI/16/2                      13803950 ns     13803249 ns           50
TwoQubitOp<float>/PI/18/2                      55935604 ns     55932605 ns           13
TwoQubitOp<float>/PI/20/2                     227109069 ns    227109552 ns            3
TwoQubitOp<float>/PI/22/2                     926921580 ns    926856223 ns            1
TwoQubitOp<float>/PI/24/2                    4434069721 ns   4433797333 ns            1
MultiQubitOp<float>/PI/6/3                        58399 ns        58395 ns        11944
MultiQubitOp<float>/PI/8/3                       200572 ns       200566 ns         3475
MultiQubitOp<float>/PI/10/3                      764294 ns       764248 ns          928
MultiQubitOp<float>/PI/12/3                     3000429 ns      3000215 ns          234
MultiQubitOp<float>/PI/14/3                    12027680 ns     12026542 ns           59
MultiQubitOp<float>/PI/16/3                    47864992 ns     47865040 ns           15
MultiQubitOp<float>/PI/18/3                   190189700 ns    190159392 ns            4
MultiQubitOp<float>/PI/20/3                   762125907 ns    762052775 ns            1
MultiQubitOp<float>/PI/22/3                  3075808158 ns   3075584398 ns            1
MultiQubitOp<float>/PI/24/3                  12310768595 ns   12309891636 ns            1
MultiQubitOp<float>/PI/6/4                        98018 ns        98010 ns         7206
MultiQubitOp<float>/PI/8/4                       354449 ns       354450 ns         1980
MultiQubitOp<float>/PI/10/4                     1368810 ns      1368812 ns          517
MultiQubitOp<float>/PI/12/4                     5417042 ns      5416737 ns          129
MultiQubitOp<float>/PI/14/4                    21754114 ns     21753042 ns           32
MultiQubitOp<float>/PI/16/4                    86626553 ns     86624348 ns            8
MultiQubitOp<float>/PI/18/4                   348177108 ns    348177534 ns            2
MultiQubitOp<float>/PI/20/4                  1400130520 ns   1400032138 ns            1
MultiQubitOp<float>/PI/22/4                  5629199369 ns   5628928771 ns            1
MultiQubitOp<float>/PI/24/4                  22416441483 ns   22415202751 ns            1
MultiQubitOp<float>/PI/6/5                       169322 ns       169310 ns         4139
MultiQubitOp<float>/PI/8/5                       630789 ns       630775 ns         1107
MultiQubitOp<float>/PI/10/5                     2468217 ns      2468199 ns          284
MultiQubitOp<float>/PI/12/5                     9803313 ns      9803073 ns           71
MultiQubitOp<float>/PI/14/5                    39132815 ns     39132046 ns           18
MultiQubitOp<float>/PI/16/5                   155989025 ns    155988938 ns            4
MultiQubitOp<float>/PI/18/5                   626019631 ns    626019987 ns            1
MultiQubitOp<float>/PI/20/5                  2510605479 ns   2510522897 ns            1
MultiQubitOp<float>/PI/22/5                  10113368968 ns   10112730292 ns            1
MultiQubitOp<float>/PI/24/5                  40761655746 ns   40759391860 ns            1
GeneratorMultiRZ<float>/LM/6/2                     6011 ns         6011 ns       116771
GeneratorMultiRZ<float>/LM/8/2                    14519 ns        14518 ns        48177
GeneratorMultiRZ<float>/LM/10/2                   48518 ns        48517 ns        14380
GeneratorMultiRZ<float>/LM/12/2                  186368 ns       186367 ns         3708
GeneratorMultiRZ<float>/LM/14/2                  736679 ns       736618 ns          940
GeneratorMultiRZ<float>/LM/16/2                 2924378 ns      2924156 ns          238
GeneratorMultiRZ<float>/LM/18/2                11704749 ns     11704411 ns           60
GeneratorMultiRZ<float>/LM/20/2                47918316 ns     47916591 ns           15
GeneratorMultiRZ<float>/LM/22/2               217277242 ns    217264315 ns            3
GeneratorMultiRZ<float>/LM/24/2               883431951 ns    883393109 ns            1
GeneratorMultiRZ<float>/LM/6/4                     5959 ns         5958 ns       118476
GeneratorMultiRZ<float>/LM/8/4                    14496 ns        14496 ns        48331
GeneratorMultiRZ<float>/LM/10/4                   48257 ns        48255 ns        14439
GeneratorMultiRZ<float>/LM/12/4                  184956 ns       184946 ns         3798
GeneratorMultiRZ<float>/LM/14/4                  726232 ns       726233 ns          961
GeneratorMultiRZ<float>/LM/16/4                 2897978 ns      2897830 ns          242
GeneratorMultiRZ<float>/LM/18/4                11663866 ns     11663346 ns           60
GeneratorMultiRZ<float>/LM/20/4                47522513 ns     47521109 ns           15
GeneratorMultiRZ<float>/LM/22/4               217790199 ns    217759841 ns            3
GeneratorMultiRZ<float>/LM/24/4               884151028 ns    884099171 ns            1
GeneratorSingleExcitationPlus<float>/LM/6          7398 ns         7398 ns        94363
GeneratorSingleExcitationPlus<float>/LM/8         21618 ns        21618 ns        32489
GeneratorSingleExcitationPlus<float>/LM/10        78622 ns        78622 ns         8900
GeneratorSingleExcitationPlus<float>/LM/12       307810 ns       307802 ns         2264
GeneratorSingleExcitationPlus<float>/LM/14      1240200 ns      1240172 ns          563
GeneratorSingleExcitationPlus<float>/LM/16      5087747 ns      5087472 ns          140
GeneratorSingleExcitationPlus<float>/LM/18     20643144 ns     20641488 ns           35
GeneratorSingleExcitationPlus<float>/LM/20     82349930 ns     82342868 ns            8
GeneratorSingleExcitationPlus<float>/LM/22    361088198 ns    361072845 ns            2
GeneratorSingleExcitationPlus<float>/LM/24   1455087440 ns   1455013446 ns            1
GeneratorSingleExcitationMinus<float>/LM/6         7377 ns         7376 ns        96070
GeneratorSingleExcitationMinus<float>/LM/8        20482 ns        20481 ns        34187
GeneratorSingleExcitationMinus<float>/LM/10       73210 ns        73209 ns         9585
GeneratorSingleExcitationMinus<float>/LM/12      284036 ns       284030 ns         2439
GeneratorSingleExcitationMinus<float>/LM/14     1133808 ns      1133762 ns          615
GeneratorSingleExcitationMinus<float>/LM/16     4563794 ns      4563503 ns          153
GeneratorSingleExcitationMinus<float>/LM/18    18577261 ns     18576920 ns           37
GeneratorSingleExcitationMinus<float>/LM/20    75672991 ns     75672393 ns            9
GeneratorSingleExcitationMinus<float>/LM/22   335107648 ns    335078046 ns            2
GeneratorSingleExcitationMinus<float>/LM/24  1342787696 ns   1342650825 ns            1
GeneratorControlledPhaseShift<float>/LM/6          4158 ns         4158 ns       170456
GeneratorControlledPhaseShift<float>/LM/8          7160 ns         7160 ns        97662
GeneratorControlledPhaseShift<float>/LM/10        19644 ns        19643 ns        35553
GeneratorControlledPhaseShift<float>/LM/12        69658 ns        69652 ns        10094
GeneratorControlledPhaseShift<float>/LM/14       267745 ns       267737 ns         2614
GeneratorControlledPhaseShift<float>/LM/16      1072269 ns      1072207 ns          652
GeneratorControlledPhaseShift<float>/LM/18      4620574 ns      4620308 ns          150
GeneratorControlledPhaseShift<float>/LM/20     19854552 ns     19851362 ns           35
GeneratorControlledPhaseShift<float>/LM/22    126302198 ns    126295691 ns            5
GeneratorControlledPhaseShift<float>/LM/24    557494590 ns    557495629 ns            1
GeneratorCRZ<float>/LM/6                           4203 ns         4203 ns       167587
GeneratorCRZ<float>/LM/8                           7357 ns         7357 ns        94013
GeneratorCRZ<float>/LM/10                         20502 ns        20502 ns        34029
GeneratorCRZ<float>/LM/12                         72181 ns        72179 ns         9691
GeneratorCRZ<float>/LM/14                        279585 ns       279581 ns         2479
GeneratorCRZ<float>/LM/16                       1128501 ns      1128503 ns          618
GeneratorCRZ<float>/LM/18                       4867990 ns      4867635 ns          144
GeneratorCRZ<float>/LM/20                      21320850 ns     21319519 ns           33
GeneratorCRZ<float>/LM/22                     135789274 ns    135786435 ns            5
GeneratorCRZ<float>/LM/24                     559985027 ns    559986085 ns            1
GeneratorCRY<float>/LM/6                           4459 ns         4459 ns       157348
GeneratorCRY<float>/LM/8                           8771 ns         8771 ns        79638
GeneratorCRY<float>/LM/10                         26887 ns        26885 ns        26080
GeneratorCRY<float>/LM/12                         98289 ns        98287 ns         7113
GeneratorCRY<float>/LM/14                        385914 ns       385896 ns         1691
GeneratorCRY<float>/LM/16                       1684371 ns      1684292 ns          414
GeneratorCRY<float>/LM/18                       7411870 ns      7411393 ns           95
GeneratorCRY<float>/LM/20                      30616669 ns     30616437 ns           23
GeneratorCRY<float>/LM/22                     163955585 ns    163949553 ns            4
GeneratorCRY<float>/LM/24                     706199432 ns    706142677 ns            1
GeneratorCRX<float>/LM/6                           4233 ns         4233 ns       166632
GeneratorCRX<float>/LM/8                           7812 ns         7811 ns        89431
GeneratorCRX<float>/LM/10                         22407 ns        22407 ns        31199
GeneratorCRX<float>/LM/12                         81650 ns        81644 ns         8597
GeneratorCRX<float>/LM/14                        325502 ns       325485 ns         2151
GeneratorCRX<float>/LM/16                       1294783 ns      1294721 ns          549
GeneratorCRX<float>/LM/18                       5670745 ns      5670642 ns          122
GeneratorCRX<float>/LM/20                      24311776 ns     24310090 ns           29
GeneratorCRX<float>/LM/22                     144364322 ns    144353052 ns            5
GeneratorCRX<float>/LM/24                     624329556 ns    624302419 ns            1
GeneratorIsingZZ<float>/LM/6                       4233 ns         4232 ns       166519
GeneratorIsingZZ<float>/LM/8                       7672 ns         7672 ns        91452
GeneratorIsingZZ<float>/LM/10                     21817 ns        21814 ns        32049
GeneratorIsingZZ<float>/LM/12                     77909 ns        77906 ns         8991
GeneratorIsingZZ<float>/LM/14                    301538 ns       301515 ns         2328
GeneratorIsingZZ<float>/LM/16                   1211438 ns      1211428 ns          583
GeneratorIsingZZ<float>/LM/18                   5056181 ns      5056051 ns          100
GeneratorIsingZZ<float>/LM/20                  21062499 ns     21060496 ns           33
GeneratorIsingZZ<float>/LM/22                 116336357 ns    116331525 ns            6
GeneratorIsingZZ<float>/LM/24                 504788112 ns    504760472 ns            1
GeneratorIsingYY<float>/LM/6                       4535 ns         4535 ns       155490
GeneratorIsingYY<float>/LM/8                       8722 ns         8722 ns        79910
GeneratorIsingYY<float>/LM/10                     26110 ns        26110 ns        26754
GeneratorIsingYY<float>/LM/12                     95189 ns        95190 ns         7359
GeneratorIsingYY<float>/LM/14                    368434 ns       368434 ns         1896
GeneratorIsingYY<float>/LM/16                   1481426 ns      1481349 ns          476
GeneratorIsingYY<float>/LM/18                   6133167 ns      6132409 ns          115
GeneratorIsingYY<float>/LM/20                  25775644 ns     25772347 ns           27
GeneratorIsingYY<float>/LM/22                 139853550 ns    139844183 ns            5
GeneratorIsingYY<float>/LM/24                 611326106 ns    610783708 ns            1
GeneratorIsingXY<float>/LM/6                       4411 ns         4411 ns       158275
GeneratorIsingXY<float>/LM/8                       8082 ns         8082 ns        85247
GeneratorIsingXY<float>/LM/10                     23288 ns        23287 ns        30208
GeneratorIsingXY<float>/LM/12                     84125 ns        84121 ns         8383
GeneratorIsingXY<float>/LM/14                    328278 ns       328272 ns         2118
GeneratorIsingXY<float>/LM/16                   1310616 ns      1310583 ns          538
GeneratorIsingXY<float>/LM/18                   5643593 ns      5643073 ns          125
GeneratorIsingXY<float>/LM/20                  23978696 ns     23975208 ns           30
GeneratorIsingXY<float>/LM/22                 138584647 ns    138578938 ns            5
GeneratorIsingXY<float>/LM/24                 623540750 ns    623541465 ns            1
GeneratorIsingXX<float>/LM/6                       4498 ns         4497 ns       157759
GeneratorIsingXX<float>/LM/8                       8684 ns         8684 ns        80663
GeneratorIsingXX<float>/LM/10                     26118 ns        26116 ns        26888
GeneratorIsingXX<float>/LM/12                     95590 ns        95589 ns         7330
GeneratorIsingXX<float>/LM/14                    367661 ns       367634 ns         1902
GeneratorIsingXX<float>/LM/16                   1465441 ns      1465206 ns          473
GeneratorIsingXX<float>/LM/18                   6149171 ns      6149047 ns          115
GeneratorIsingXX<float>/LM/20                  25665348 ns     25662548 ns           27
GeneratorIsingXX<float>/LM/22                 143354658 ns    143347643 ns            5
GeneratorIsingXX<float>/LM/24                 631813413 ns    631814523 ns            1
GeneratorRZ<float>/LM/6                            4736 ns         4735 ns       148897
GeneratorRZ<float>/LM/8                            9474 ns         9473 ns        73997
GeneratorRZ<float>/LM/10                          27543 ns        27543 ns        25396
GeneratorRZ<float>/LM/12                         104709 ns       104709 ns         6737
GeneratorRZ<float>/LM/14                         404446 ns       404446 ns         1729
GeneratorRZ<float>/LM/16                        1613216 ns      1613217 ns          435
GeneratorRZ<float>/LM/18                        6601603 ns      6601298 ns          104
GeneratorRZ<float>/LM/20                       27216074 ns     27214673 ns           26
GeneratorRZ<float>/LM/22                      142464015 ns    142443163 ns            5
GeneratorRZ<float>/LM/24                      573544471 ns    573508934 ns            1
GeneratorRY<float>/LM/6                            5372 ns         5371 ns       132445
GeneratorRY<float>/LM/8                           12209 ns        12209 ns        56927
GeneratorRY<float>/LM/10                          38749 ns        38749 ns        18135
GeneratorRY<float>/LM/12                         145780 ns       145767 ns         4808
GeneratorRY<float>/LM/14                         569382 ns       569322 ns         1238
GeneratorRY<float>/LM/16                        2275787 ns      2275755 ns          308
GeneratorRY<float>/LM/18                        9184347 ns      9183716 ns           74
GeneratorRY<float>/LM/20                       37875868 ns     37874383 ns           18
GeneratorRY<float>/LM/22                      184510981 ns    184494405 ns            4
GeneratorRY<float>/LM/24                      749725357 ns    749726676 ns            1
GeneratorSingleExcitation<float>/LM/6              7007 ns         7006 ns       100479
GeneratorSingleExcitation<float>/LM/8             20816 ns        20815 ns        33605
GeneratorSingleExcitation<float>/LM/10            77182 ns        77179 ns         9075
GeneratorSingleExcitation<float>/LM/12           307019 ns       307007 ns         2300
GeneratorSingleExcitation<float>/LM/14          1246521 ns      1246461 ns          557
GeneratorSingleExcitation<float>/LM/16          4988023 ns      4987793 ns          137
GeneratorSingleExcitation<float>/LM/18         20656744 ns     20654564 ns           34
GeneratorSingleExcitation<float>/LM/20         83484190 ns     83473788 ns            9
GeneratorSingleExcitation<float>/LM/22        370451886 ns    370430736 ns            2
GeneratorSingleExcitation<float>/LM/24       1532115998 ns   1532010504 ns            1
GeneratorRX<float>/LM/6                            4954 ns         4954 ns       142388
GeneratorRX<float>/LM/8                           10341 ns        10340 ns        68362
GeneratorRX<float>/LM/10                          30913 ns        30913 ns        22454
GeneratorRX<float>/LM/12                         114599 ns       114593 ns         6167
GeneratorRX<float>/LM/14                         442473 ns       442444 ns         1575
GeneratorRX<float>/LM/16                        1766980 ns      1766911 ns          397
GeneratorRX<float>/LM/18                        7199984 ns      7199937 ns           98
GeneratorRX<float>/LM/20                       29872156 ns     29869702 ns           23
GeneratorRX<float>/LM/22                      152056095 ns    152054611 ns            5
GeneratorRX<float>/LM/24                      659122607 ns    659123469 ns            1
GeneratorPhaseShift<float>/LM/6                    4652 ns         4652 ns       152147
GeneratorPhaseShift<float>/LM/8                    8749 ns         8749 ns        80465
GeneratorPhaseShift<float>/LM/10                  23992 ns        23991 ns        29246
GeneratorPhaseShift<float>/LM/12                  85505 ns        85503 ns         8159
GeneratorPhaseShift<float>/LM/14                 326978 ns       326978 ns         2125
GeneratorPhaseShift<float>/LM/16                1301638 ns      1301523 ns          535
GeneratorPhaseShift<float>/LM/18                5245021 ns      5244153 ns          134
GeneratorPhaseShift<float>/LM/20               21889515 ns     21888167 ns           32
GeneratorPhaseShift<float>/LM/22              114865020 ns    114863501 ns            6
GeneratorPhaseShift<float>/LM/24              463920670 ns    463905340 ns            2
MultiRZ<float>/LM/6/2                              9478 ns         9478 ns        74148
MultiRZ<float>/LM/8/2                             26842 ns        26842 ns        25811
MultiRZ<float>/LM/10/2                            95328 ns        95323 ns         7194
MultiRZ<float>/LM/12/2                           373528 ns       373526 ns         1889
MultiRZ<float>/LM/14/2                          1462003 ns      1462006 ns          480
MultiRZ<float>/LM/16/2                          5842107 ns      5841529 ns          120
MultiRZ<float>/LM/18/2                         23553595 ns     23551996 ns           30
MultiRZ<float>/LM/20/2                         94462648 ns     94456533 ns            7
MultiRZ<float>/LM/22/2                        399230486 ns    399223714 ns            2
MultiRZ<float>/LM/24/2                       1600741602 ns   1600579453 ns            1
MultiRZ<float>/LM/6/4                              9456 ns         9456 ns        74209
MultiRZ<float>/LM/8/4                             26769 ns        26767 ns        26218
MultiRZ<float>/LM/10/4                            94293 ns        94293 ns         7419
MultiRZ<float>/LM/12/4                           368844 ns       368845 ns         1910
MultiRZ<float>/LM/14/4                          1452448 ns      1452385 ns          484
MultiRZ<float>/LM/16/4                          5835849 ns      5835856 ns          119
MultiRZ<float>/LM/18/4                         23406601 ns     23405509 ns           30
MultiRZ<float>/LM/20/4                         93483352 ns     93467941 ns            7
MultiRZ<float>/LM/22/4                        398225148 ns    398210529 ns            2
MultiRZ<float>/LM/24/4                       1604860229 ns   1604753661 ns            1
DoubleExcitationPlus<float>/LM/6                   7988 ns         7988 ns        89103
DoubleExcitationPlus<float>/LM/8                  16518 ns        16517 ns        42044
DoubleExcitationPlus<float>/LM/10                 54584 ns        54579 ns        13010
DoubleExcitationPlus<float>/LM/12                216913 ns       216880 ns         3242
DoubleExcitationPlus<float>/LM/14                896164 ns       896147 ns          770
DoubleExcitationPlus<float>/LM/16               4024137 ns      4024143 ns          173
DoubleExcitationPlus<float>/LM/18              17047665 ns     17047682 ns           42
DoubleExcitationPlus<float>/LM/20              65873083 ns     65872349 ns           10
DoubleExcitationPlus<float>/LM/22             348740711 ns    348733815 ns            2
DoubleExcitationPlus<float>/LM/24            1389187941 ns   1389123196 ns            1
DoubleExcitationMinus<float>/LM/6                  7962 ns         7961 ns        88651
DoubleExcitationMinus<float>/LM/8                 16569 ns        16569 ns        42572
DoubleExcitationMinus<float>/LM/10                53503 ns        53502 ns        13296
DoubleExcitationMinus<float>/LM/12               215077 ns       215071 ns         3243
DoubleExcitationMinus<float>/LM/14               937121 ns       937045 ns          748
DoubleExcitationMinus<float>/LM/16              3882156 ns      3882108 ns          161
DoubleExcitationMinus<float>/LM/18             16985776 ns     16984970 ns           40
DoubleExcitationMinus<float>/LM/20             69864369 ns     69861513 ns           10
DoubleExcitationMinus<float>/LM/22            352579361 ns    352529762 ns            2
DoubleExcitationMinus<float>/LM/24           1460517680 ns   1460413869 ns            1
DoubleExcitation<float>/LM/6                       4579 ns         4579 ns       156589
DoubleExcitation<float>/LM/8                       5739 ns         5739 ns       122078
DoubleExcitation<float>/LM/10                     11371 ns        11371 ns        61912
DoubleExcitation<float>/LM/12                     32700 ns        32698 ns        21058
DoubleExcitation<float>/LM/14                    115785 ns       115780 ns         6062
DoubleExcitation<float>/LM/16                    456605 ns       456579 ns         1529
DoubleExcitation<float>/LM/18                   2171997 ns      2171792 ns          328
DoubleExcitation<float>/LM/20                   9474849 ns      9473827 ns           72
DoubleExcitation<float>/LM/22                  69252910 ns     69248141 ns            9
DoubleExcitation<float>/LM/24                 268805425 ns    268802766 ns            2
SingleExcitationPlus<float>/LM/6                   7686 ns         7686 ns        90781
SingleExcitationPlus<float>/LM/8                  16212 ns        16211 ns        43532
SingleExcitationPlus<float>/LM/10                 50624 ns        50622 ns        13885
SingleExcitationPlus<float>/LM/12                193833 ns       193824 ns         3615
SingleExcitationPlus<float>/LM/14                768920 ns       768916 ns          905
SingleExcitationPlus<float>/LM/16               3068942 ns      3068653 ns          227
SingleExcitationPlus<float>/LM/18              12659241 ns     12659143 ns           55
SingleExcitationPlus<float>/LM/20              51388619 ns     51381011 ns           13
SingleExcitationPlus<float>/LM/22             228022832 ns    228011953 ns            3
SingleExcitationPlus<float>/LM/24             946815712 ns    946774317 ns            1
SWAP<float>/LM/6                                   4664 ns         4664 ns       152170
SWAP<float>/LM/8                                   7856 ns         7856 ns        89205
SWAP<float>/LM/10                                 20993 ns        20991 ns        33297
SWAP<float>/LM/12                                 73695 ns        73692 ns         9514
SWAP<float>/LM/14                                280118 ns       280086 ns         2500
SWAP<float>/LM/16                               1111443 ns      1111288 ns          630
SWAP<float>/LM/18                               4812518 ns      4811904 ns          147
SWAP<float>/LM/20                              20801458 ns     20801153 ns           34
SWAP<float>/LM/22                             119505471 ns    119489601 ns            6
SWAP<float>/LM/24                             508879108 ns    508840768 ns            1
CSWAP<float>/LM/6                                  4531 ns         4531 ns       156701
CSWAP<float>/LM/8                                  6436 ns         6435 ns       108647
CSWAP<float>/LM/10                                14621 ns        14621 ns        47771
CSWAP<float>/LM/12                                46934 ns        46929 ns        14938
CSWAP<float>/LM/14                               174442 ns       174438 ns         4003
CSWAP<float>/LM/16                               690846 ns       690770 ns         1016
CSWAP<float>/LM/18                              3089847 ns      3089603 ns          224
CSWAP<float>/LM/20                             13171562 ns     13168555 ns           53
CSWAP<float>/LM/22                             87625476 ns     87624537 ns            8
