```
$ ./bin/bench_kernels 
2023-01-11T22:19:47+00:00
Running ./bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 5.90, 5.86, 5.84
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: GCC
Compiler::Version: 11.3.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
CSWAP<float>/PI/18                              3908171 ns      3907888 ns          181
CSWAP<float>/PI/20                             17713693 ns     17713751 ns           40
CSWAP<float>/PI/22                            105881250 ns    105874279 ns            7
CSWAP<float>/PI/24                            478135398 ns    478093195 ns            2
CZ<float>/PI/6                                    15625 ns        15624 ns        44743
CZ<float>/PI/8                                    22645 ns        22644 ns        30921
CZ<float>/PI/10                                   43010 ns        43006 ns        16318
CZ<float>/PI/12                                   92757 ns        92751 ns         7532
CZ<float>/PI/14                                  285881 ns       285873 ns         2474
CZ<float>/PI/16                                 1062520 ns      1062470 ns          661
CZ<float>/PI/18                                 4826136 ns      4825834 ns          139
CZ<float>/PI/20                                22449597 ns     22447803 ns           32
CZ<float>/PI/22                               119785729 ns    119771246 ns            5
CZ<float>/PI/24                              1301294329 ns   1301216789 ns            1
Toffoli<float>/PI/6                               15871 ns        15870 ns        43917
Toffoli<float>/PI/8                               22278 ns        22274 ns        31082
Toffoli<float>/PI/10                              35223 ns        35222 ns        19976
Toffoli<float>/PI/12                              82883 ns        82879 ns         8466
Toffoli<float>/PI/14                             241470 ns       241462 ns         2919
Toffoli<float>/PI/16                             886667 ns       886596 ns          796
Toffoli<float>/PI/18                            3899614 ns      3899406 ns          174
Toffoli<float>/PI/20                           17077992 ns     17074083 ns           42
Toffoli<float>/PI/22                          105452532 ns    105445200 ns            6
Toffoli<float>/PI/24                          494391483 ns    494357264 ns            2
SWAP<float>/PI/6                                  16942 ns        16941 ns        41949
SWAP<float>/PI/8                                  26220 ns        26218 ns        27318
SWAP<float>/PI/10                                 53246 ns        53244 ns        13114
SWAP<float>/PI/12                                132943 ns       132935 ns         5298
SWAP<float>/PI/14                                442109 ns       442064 ns         1589
SWAP<float>/PI/16                               1676402 ns      1676084 ns          419
SWAP<float>/PI/18                               7262157 ns      7261446 ns          100
SWAP<float>/PI/20                              31285165 ns     31279927 ns           23
SWAP<float>/PI/22                             180107726 ns    180084609 ns            4
SWAP<float>/PI/24                            1539141214 ns   1538958114 ns            1
CNOT<float>/PI/6                                  17046 ns        17044 ns        41126
CNOT<float>/PI/8                                  25886 ns        25883 ns        27238
CNOT<float>/PI/10                                 52958 ns        52954 ns        13084
CNOT<float>/PI/12                                130435 ns       130435 ns         5353
CNOT<float>/PI/14                                433893 ns       433887 ns         1605
CNOT<float>/PI/16                               1677627 ns      1677631 ns          422
CNOT<float>/PI/18                               7035202 ns      7034138 ns           99
CNOT<float>/PI/20                              32014708 ns     32011792 ns           23
CNOT<float>/PI/22                             183230579 ns    183221422 ns            4
CNOT<float>/PI/24                            1500312261 ns   1500075344 ns            1
CY<float>/PI/6                                    16641 ns        16638 ns        42057
CY<float>/PI/8                                    25486 ns        25485 ns        27581
CY<float>/PI/10                                   52661 ns        52659 ns        13403
CY<float>/PI/12                                  128646 ns       128638 ns         5484
CY<float>/PI/14                                  422161 ns       422104 ns         1652
CY<float>/PI/16                                 1605268 ns      1605189 ns          435
CY<float>/PI/18                                 6745024 ns      6744279 ns          103
CY<float>/PI/20                                31338392 ns     31335830 ns           24
CY<float>/PI/22                               182903164 ns    182890368 ns            3
CY<float>/PI/24                              1557980364 ns   1557946729 ns            1
RZ<float>/PI/6                                    41198 ns        41198 ns        16932
RZ<float>/PI/8                                   125004 ns       125005 ns         5636
RZ<float>/PI/10                                  452738 ns       452739 ns         1547
RZ<float>/PI/12                                 1721015 ns      1721003 ns          407
RZ<float>/PI/14                                 6781612 ns      6781376 ns          103
RZ<float>/PI/16                                27141486 ns     27141126 ns           26
RZ<float>/PI/18                               109864737 ns    109860826 ns            6
RZ<float>/PI/20                               451154294 ns    451150032 ns            2
RZ<float>/PI/22                              1808732187 ns   1808651128 ns            1
RZ<float>/PI/24                              8674124425 ns   8673940065 ns            1
Rot<float>/PI/6                                   74706 ns        74706 ns         9195
Rot<float>/PI/8                                  241737 ns       241733 ns         2891
Rot<float>/PI/10                                 894521 ns       894523 ns          772
Rot<float>/PI/12                                3482442 ns      3482443 ns          201
Rot<float>/PI/14                               13882097 ns     13881855 ns           50
Rot<float>/PI/16                               55557565 ns     55557630 ns           13
Rot<float>/PI/18                              221726945 ns    221718282 ns            3
Rot<float>/PI/20                              892624820 ns    892604893 ns            1
Rot<float>/PI/22                             3642876245 ns   3642722004 ns            1
Rot<float>/PI/24                             16017656820 ns   16017181167 ns            1
RX<float>/PI/6                                    18900 ns        18900 ns        37501
RX<float>/PI/8                                    34025 ns        34025 ns        20621
RX<float>/PI/10                                   85807 ns        85806 ns         8287
RX<float>/PI/12                                  255677 ns       255672 ns         2718
RX<float>/PI/14                                  939386 ns       939376 ns          759
RX<float>/PI/16                                 3647623 ns      3647513 ns          193
RX<float>/PI/18                                14767899 ns     14767917 ns           47
RX<float>/PI/20                                62931956 ns     62927612 ns           11
RX<float>/PI/22                               306154720 ns    306155634 ns            2
RX<float>/PI/24                              2791343244 ns   2791287098 ns            1
RY<float>/PI/6                                    17820 ns        17820 ns        39095
RY<float>/PI/8                                    30386 ns        30386 ns        23122
RY<float>/PI/10                                   70098 ns        70095 ns         9993
RY<float>/PI/12                                  194988 ns       194986 ns         3644
RY<float>/PI/14                                  691421 ns       691385 ns         1002
RY<float>/PI/16                                 2641572 ns      2641549 ns          265
RY<float>/PI/18                                11309778 ns     11309184 ns           62
RY<float>/PI/20                                49121384 ns     49121524 ns           14
RY<float>/PI/22                               267571253 ns    267558468 ns            3
RY<float>/PI/24                              2677750902 ns   2677672399 ns            1
T<float>/PI/6                                     28255 ns        28253 ns        24965
T<float>/PI/8                                     73543 ns        73543 ns         9337
T<float>/PI/10                                   252197 ns       252197 ns         2819
T<float>/PI/12                                   913555 ns       913495 ns          755
T<float>/PI/14                                  3582324 ns      3582306 ns          196
T<float>/PI/16                                 14228600 ns     14228302 ns           49
T<float>/PI/18                                 57276432 ns     57276507 ns           12
T<float>/PI/20                                231799381 ns    231785806 ns            3
T<float>/PI/22                                965034319 ns    965022897 ns            1
T<float>/PI/24                               5391785776 ns   5391604126 ns            1
PhaseShift<float>/PI/6                            29626 ns        29627 ns        23557
PhaseShift<float>/PI/8                            75393 ns        75388 ns         9139
PhaseShift<float>/PI/10                          250643 ns       250643 ns         2782
PhaseShift<float>/PI/12                          919103 ns       919068 ns          764
PhaseShift<float>/PI/14                         3563397 ns      3563400 ns          196
PhaseShift<float>/PI/16                        14286218 ns     14285050 ns           49
PhaseShift<float>/PI/18                        57233474 ns     57232812 ns           12
PhaseShift<float>/PI/20                       237799995 ns    237798513 ns            3
PhaseShift<float>/PI/22                       991235562 ns    991185713 ns            1
PhaseShift<float>/PI/24                      5385622248 ns   5385383263 ns            1
IsingXX<float>/PI/6                               18440 ns        18440 ns        37674
IsingXX<float>/PI/8                               30902 ns        30901 ns        22766
IsingXX<float>/PI/10                              74681 ns        74681 ns         9467
IsingXX<float>/PI/12                             210621 ns       210622 ns         3300
IsingXX<float>/PI/14                             710282 ns       710244 ns          988
IsingXX<float>/PI/16                            2724018 ns      2724023 ns          257
IsingXX<float>/PI/18                           11200107 ns     11199259 ns           62
IsingXX<float>/PI/20                           46660442 ns     46660545 ns           14
IsingXX<float>/PI/22                          237623917 ns    237612300 ns            3
IsingXX<float>/PI/24                         1707039708 ns   1706926956 ns            1
IsingZZ<float>/PI/6                               41195 ns        41195 ns        16962
IsingZZ<float>/PI/8                              123151 ns       123143 ns         5759
IsingZZ<float>/PI/10                             444629 ns       444626 ns         1578
IsingZZ<float>/PI/12                            1677781 ns      1677710 ns          411
IsingZZ<float>/PI/14                            6657326 ns      6657339 ns          104
IsingZZ<float>/PI/16                           26358862 ns     26357246 ns           27
IsingZZ<float>/PI/18                          106495220 ns    106495531 ns            7
IsingZZ<float>/PI/20                          427303314 ns    427285701 ns            2
IsingZZ<float>/PI/22                         1747844344 ns   1747835224 ns            1
IsingZZ<float>/PI/24                         7722980518 ns   7722737550 ns            1
DoubleExcitationPlus<float>/PI/6                  39666 ns        39666 ns        17491
DoubleExcitationPlus<float>/PI/8                 109410 ns       109410 ns         6444
DoubleExcitationPlus<float>/PI/10                376824 ns       376813 ns         1843
DoubleExcitationPlus<float>/PI/12               1443070 ns      1443074 ns          486
DoubleExcitationPlus<float>/PI/14               5666403 ns      5666272 ns          122
DoubleExcitationPlus<float>/PI/16              22765558 ns     22765595 ns           31
DoubleExcitationPlus<float>/PI/18              92177236 ns     92174868 ns            7
DoubleExcitationPlus<float>/PI/20             379557674 ns    379558895 ns            2
DoubleExcitationPlus<float>/PI/22            1547392992 ns   1547360460 ns            1
DoubleExcitationPlus<float>/PI/24            6122347932 ns   6122224998 ns            1
PauliZ<float>/PI/6                                16160 ns        16160 ns        42892
PauliZ<float>/PI/8                                25907 ns        25906 ns        26939
PauliZ<float>/PI/10                               57805 ns        57806 ns        12033
PauliZ<float>/PI/12                              153762 ns       153754 ns         4543
PauliZ<float>/PI/14                              540626 ns       540627 ns         1309
PauliZ<float>/PI/16                             2099538 ns      2099543 ns          341
PauliZ<float>/PI/18                             9334270 ns      9334297 ns           74
PauliZ<float>/PI/20                            40602380 ns     40602067 ns           17
PauliZ<float>/PI/22                           214484255 ns    214481455 ns            3
PauliZ<float>/PI/24                          2446161652 ns   2444419062 ns            1
Hadamard<float>/PI/6                              16883 ns        16882 ns        41529
Hadamard<float>/PI/8                              28199 ns        28198 ns        24909
Hadamard<float>/PI/10                             69390 ns        69391 ns        10730
Hadamard<float>/PI/12                            190636 ns       190636 ns         3655
Hadamard<float>/PI/14                            702319 ns       702316 ns         1028
Hadamard<float>/PI/16                           2668958 ns      2668878 ns          257
Hadamard<float>/PI/18                          11393772 ns     11393611 ns           62
Hadamard<float>/PI/20                          48529099 ns     48526907 ns           15
Hadamard<float>/PI/22                         263464402 ns    263458529 ns            3
Hadamard<float>/PI/24                        2734414235 ns   2734307105 ns            1
MultiRZ<float>/PI/6/2                             22341 ns        22341 ns        31372
MultiRZ<float>/PI/8/2                             47718 ns        47717 ns        14695
MultiRZ<float>/PI/10/2                           139107 ns       139107 ns         5077
MultiRZ<float>/PI/12/2                           490526 ns       490527 ns         1435
MultiRZ<float>/PI/14/2                          1920550 ns      1920540 ns          376
MultiRZ<float>/PI/16/2                          7272212 ns      7271825 ns           92
MultiRZ<float>/PI/18/2                         30724464 ns     30724529 ns           22
MultiRZ<float>/PI/20/2                        123790526 ns    123786607 ns            6
MultiRZ<float>/PI/22/2                        546871269 ns    546872733 ns            1
MultiRZ<float>/PI/24/2                       2954505172 ns   2954400691 ns            1
MultiRZ<float>/PI/6/4                             22812 ns        22811 ns        30632
MultiRZ<float>/PI/8/4                             44886 ns        44885 ns        15619
MultiRZ<float>/PI/10/4                           122571 ns       122572 ns         5798
MultiRZ<float>/PI/12/4                           448398 ns       448379 ns         1544
MultiRZ<float>/PI/14/4                          1754332 ns      1754333 ns          394
MultiRZ<float>/PI/16/4                          6944304 ns      6944264 ns           99
MultiRZ<float>/PI/18/4                         29459674 ns     29458792 ns           24
MultiRZ<float>/PI/20/4                        132259581 ns    132260050 ns            6
MultiRZ<float>/PI/22/4                        597577788 ns    597533008 ns            1
MultiRZ<float>/PI/24/4                       2280779399 ns   2280737632 ns            1
ControlledPhaseShift<float>/PI/6                  23389 ns        23389 ns        30006
ControlledPhaseShift<float>/PI/8                  48770 ns        48768 ns        14294
ControlledPhaseShift<float>/PI/10                143967 ns       143966 ns         4954
ControlledPhaseShift<float>/PI/12                477731 ns       477728 ns         1459
ControlledPhaseShift<float>/PI/14               1816501 ns      1816503 ns          385
ControlledPhaseShift<float>/PI/16               7156810 ns      7156639 ns           98
ControlledPhaseShift<float>/PI/18              28862788 ns     28862571 ns           24
ControlledPhaseShift<float>/PI/20             117119919 ns    117116409 ns            6
ControlledPhaseShift<float>/PI/22             508127816 ns    508122210 ns            1
ControlledPhaseShift<float>/PI/24            2782395093 ns   2782300450 ns            1
DoubleExcitation<float>/PI/6                      16655 ns        16654 ns        41314
DoubleExcitation<float>/PI/8                      21421 ns        21421 ns        32624
DoubleExcitation<float>/PI/10                     28300 ns        28299 ns        24334
DoubleExcitation<float>/PI/12                     56635 ns        56635 ns        12147
DoubleExcitation<float>/PI/14                    129050 ns       129049 ns         5391
DoubleExcitation<float>/PI/16                    407024 ns       407025 ns         1733
DoubleExcitation<float>/PI/18                   1971018 ns      1970951 ns          352
DoubleExcitation<float>/PI/20                  11452047 ns     11451689 ns           69
DoubleExcitation<float>/PI/22                  78934195 ns     78933515 ns            9
DoubleExcitation<float>/PI/24                 327912457 ns    327899795 ns            2
DoubleExcitationMinus<float>/PI/6                 40171 ns        40171 ns        17362
DoubleExcitationMinus<float>/PI/8                109826 ns       109825 ns         6467
DoubleExcitationMinus<float>/PI/10               383123 ns       383121 ns         1863
DoubleExcitationMinus<float>/PI/12              1447867 ns      1447868 ns          484
DoubleExcitationMinus<float>/PI/14              5684109 ns      5684115 ns          123
DoubleExcitationMinus<float>/PI/16             22749941 ns     22749222 ns           31
DoubleExcitationMinus<float>/PI/18             90854279 ns     90854392 ns            7
DoubleExcitationMinus<float>/PI/20            379295883 ns    379276344 ns            2
DoubleExcitationMinus<float>/PI/22           1556352938 ns   1556332782 ns            1
DoubleExcitationMinus<float>/PI/24           6265483640 ns   6265308399 ns            1
PauliY<float>/PI/6                                17259 ns        17258 ns        40373
PauliY<float>/PI/8                                29780 ns        29779 ns        23537
PauliY<float>/PI/10                               71260 ns        71257 ns         9671
PauliY<float>/PI/12                              215562 ns       215560 ns         3237
PauliY<float>/PI/14                              777465 ns       777448 ns          922
PauliY<float>/PI/16                             2820670 ns      2820646 ns          249
PauliY<float>/PI/18                            11902898 ns     11902561 ns           58
PauliY<float>/PI/20                            50158598 ns     50156946 ns           14
PauliY<float>/PI/22                           263880190 ns    263868860 ns            3
PauliY<float>/PI/24                          2676842259 ns   2676786326 ns            1
IsingYY<float>/PI/6                               18421 ns        18420 ns        38465
IsingYY<float>/PI/8                               30636 ns        30636 ns        22941
IsingYY<float>/PI/10                              70761 ns        70758 ns         9767
IsingYY<float>/PI/12                             199257 ns       199249 ns         3490
IsingYY<float>/PI/14                             704089 ns       704090 ns         1000
IsingYY<float>/PI/16                            2720435 ns      2720355 ns          256
IsingYY<float>/PI/18                           11054771 ns     11054657 ns           63
IsingYY<float>/PI/20                           47606156 ns     47603526 ns           15
IsingYY<float>/PI/22                          237789612 ns    237786365 ns            3
IsingYY<float>/PI/24                         1746445933 ns   1746408640 ns            1
CRot<float>/PI/6                                  47966 ns        47965 ns        14569
CRot<float>/PI/8                                 133477 ns       133476 ns         5298
CRot<float>/PI/10                                468676 ns       468658 ns         1489
CRot<float>/PI/12                               1767672 ns      1767673 ns          396
CRot<float>/PI/14                               6973250 ns      6973254 ns          102
CRot<float>/PI/16                              27606676 ns     27606722 ns           25
CRot<float>/PI/18                             110395653 ns    110394774 ns            6
CRot<float>/PI/20                             447703421 ns    447703992 ns            2
CRot<float>/PI/22                            1823685108 ns   1823634132 ns            1
CRot<float>/PI/24                            8006997278 ns   8006762491 ns            1
CRY<float>/PI/6                                   16856 ns        16856 ns        41749
CRY<float>/PI/8                                   25054 ns        25054 ns        28085
CRY<float>/PI/10                                  50386 ns        50386 ns        13556
CRY<float>/PI/12                                 114738 ns       114733 ns         6087
CRY<float>/PI/14                                 361717 ns       361715 ns         1917
CRY<float>/PI/16                                1370795 ns      1370744 ns          503
CRY<float>/PI/18                                6007320 ns      6007215 ns          114
CRY<float>/PI/20                               27668068 ns     27666546 ns           26
CRY<float>/PI/22                              157405270 ns    157403477 ns            5
CRY<float>/PI/24                             1460477436 ns   1460263547 ns            1
CRZ<float>/PI/6                                   28289 ns        28288 ns        24817
CRZ<float>/PI/8                                   72869 ns        72867 ns         9428
CRZ<float>/PI/10                                 239854 ns       239854 ns         2927
CRZ<float>/PI/12                                 879190 ns       879158 ns          797
CRZ<float>/PI/14                                3379941 ns      3379944 ns          207
CRZ<float>/PI/16                               13423104 ns     13422959 ns           52
CRZ<float>/PI/18                               54045061 ns     54042617 ns           13
CRZ<float>/PI/20                              221639418 ns    221637887 ns            3
CRZ<float>/PI/22                              913493084 ns    913460123 ns            1
CRZ<float>/PI/24                             4384155402 ns   4384040218 ns            1
CRX<float>/PI/6                                   17431 ns        17430 ns        40453
CRX<float>/PI/8                                   27033 ns        27032 ns        25888
CRX<float>/PI/10                                  57559 ns        57558 ns        11953
CRX<float>/PI/12                                 147833 ns       147828 ns         4827
CRX<float>/PI/14                                 483234 ns       483234 ns         1454
CRX<float>/PI/16                                1857601 ns      1857534 ns          377
CRX<float>/PI/18                                7567597 ns      7567439 ns           91
CRX<float>/PI/20                               32050370 ns     32048518 ns           22
CRX<float>/PI/22                              170672016 ns    170672564 ns            4
CRX<float>/PI/24                             1514373709 ns   1513580600 ns            1
S<float>/PI/6                                     27941 ns        27940 ns        25199
S<float>/PI/8                                     73700 ns        73697 ns         9378
S<float>/PI/10                                   247345 ns       247345 ns         2820
S<float>/PI/12                                   915341 ns       915329 ns          769
S<float>/PI/14                                  3574279 ns      3574260 ns          196
S<float>/PI/16                                 14297711 ns     14296760 ns           49
S<float>/PI/18                                 57791898 ns     57791992 ns           12
S<float>/PI/20                                231882145 ns    231873827 ns            3
S<float>/PI/22                                964952439 ns    964919006 ns            1
S<float>/PI/24                               5375533884 ns   5375320961 ns            1
SingleQubitOp<float>/PI/6/1                       66310 ns        66309 ns        10552
SingleQubitOp<float>/PI/8/1                      230135 ns       230133 ns         3050
SingleQubitOp<float>/PI/10/1                     879898 ns       879893 ns          794
SingleQubitOp<float>/PI/12/1                    3444073 ns      3444055 ns          202
SingleQubitOp<float>/PI/14/1                   13632449 ns     13631719 ns           51
SingleQubitOp<float>/PI/16/1                   54425602 ns     54425711 ns           13
SingleQubitOp<float>/PI/18/1                  218545734 ns    218534389 ns            3
SingleQubitOp<float>/PI/20/1                  896195615 ns    896190519 ns            1
SingleQubitOp<float>/PI/22/1                 3561571792 ns   3561454644 ns            1
SingleQubitOp<float>/PI/24/1                 15750669423 ns   15750207128 ns            1
TwoQubitOp<float>/PI/6/2                         123449 ns       123448 ns         5662
TwoQubitOp<float>/PI/8/2                         450202 ns       450185 ns         1540
TwoQubitOp<float>/PI/10/2                       1747102 ns      1747103 ns          400
TwoQubitOp<float>/PI/12/2                       6925635 ns      6925542 ns          101
TwoQubitOp<float>/PI/14/2                      27842221 ns     27841148 ns           25
TwoQubitOp<float>/PI/16/2                     112200648 ns    112199424 ns            6
TwoQubitOp<float>/PI/18/2                     444408404 ns    444409045 ns            2
TwoQubitOp<float>/PI/20/2                    1779907562 ns   1779870180 ns            1
TwoQubitOp<float>/PI/22/2                    7150115233 ns   7149947666 ns            1
TwoQubitOp<float>/PI/24/2                    29324032711 ns   29323292102 ns            1
MultiQubitOp<float>/PI/6/3                        71883 ns        71881 ns         9741
MultiQubitOp<float>/PI/8/3                       243776 ns       243776 ns         2868
MultiQubitOp<float>/PI/10/3                      919968 ns       919968 ns          763
MultiQubitOp<float>/PI/12/3                     3641537 ns      3641525 ns          191
MultiQubitOp<float>/PI/14/3                    14493885 ns     14493895 ns           48
MultiQubitOp<float>/PI/16/3                    58276745 ns     58274818 ns           12
MultiQubitOp<float>/PI/18/3                   233743811 ns    233736588 ns            3
MultiQubitOp<float>/PI/20/3                   934935890 ns    934905792 ns            1
MultiQubitOp<float>/PI/22/3                  3750078341 ns   3749980156 ns            1
MultiQubitOp<float>/PI/24/3                  15046676947 ns   15046229514 ns            1
MultiQubitOp<float>/PI/6/4                       125751 ns       125747 ns         5468
MultiQubitOp<float>/PI/8/4                       457033 ns       457011 ns         1530
MultiQubitOp<float>/PI/10/4                     1780251 ns      1780160 ns          383
MultiQubitOp<float>/PI/12/4                     7026669 ns      7026671 ns          100
MultiQubitOp<float>/PI/14/4                    28546261 ns     28545662 ns           24
MultiQubitOp<float>/PI/16/4                   112596544 ns    112596651 ns            6
MultiQubitOp<float>/PI/18/4                   448570105 ns    448560765 ns            2
MultiQubitOp<float>/PI/20/4                  1801367713 ns   1801337579 ns            1
MultiQubitOp<float>/PI/22/4                  7249598324 ns   7249355989 ns            1
MultiQubitOp<float>/PI/24/4                  29022759167 ns   29022053394 ns            1
MultiQubitOp<float>/PI/6/5                       232772 ns       232771 ns         3027
MultiQubitOp<float>/PI/8/5                       878779 ns       878780 ns          789
MultiQubitOp<float>/PI/10/5                     3454793 ns      3454767 ns          201
MultiQubitOp<float>/PI/12/5                    13687672 ns     13687130 ns           51
MultiQubitOp<float>/PI/14/5                    54836243 ns     54835618 ns           13
MultiQubitOp<float>/PI/16/5                   218073728 ns    218073983 ns            3
MultiQubitOp<float>/PI/18/5                   866667900 ns    866644697 ns            1
MultiQubitOp<float>/PI/20/5                  3497762933 ns   3497714840 ns            1
MultiQubitOp<float>/PI/22/5                  14031916676 ns   14031641022 ns            1
MultiQubitOp<float>/PI/24/5                  56393982060 ns   56393055183 ns            1
GeneratorPhaseShift<float>/LM/6                    5109 ns         5109 ns       100000
GeneratorPhaseShift<float>/LM/8                    7826 ns         7826 ns        88956
GeneratorPhaseShift<float>/LM/10                  17993 ns        17992 ns        39318
GeneratorPhaseShift<float>/LM/12                  58714 ns        58713 ns        11937
GeneratorPhaseShift<float>/LM/14                 224079 ns       224075 ns         3124
GeneratorPhaseShift<float>/LM/16                 905396 ns       905391 ns          766
GeneratorPhaseShift<float>/LM/18                3651606 ns      3651492 ns          192
GeneratorPhaseShift<float>/LM/20               16262187 ns     16262020 ns           44
GeneratorPhaseShift<float>/LM/22               96390069 ns     96390375 ns            7
GeneratorPhaseShift<float>/LM/24              409583949 ns    409575957 ns            2
GeneratorRX<float>/LM/6                            6020 ns         6020 ns       118894
GeneratorRX<float>/LM/8                           11772 ns        11772 ns        59048
GeneratorRX<float>/LM/10                          33723 ns        33723 ns        20772
GeneratorRX<float>/LM/12                         124074 ns       124073 ns         5672
GeneratorRX<float>/LM/14                         476463 ns       476457 ns         1470
GeneratorRX<float>/LM/16                        1919589 ns      1919561 ns          363
GeneratorRX<float>/LM/18                        7664698 ns      7664715 ns           91
GeneratorRX<float>/LM/20                       32496953 ns     32495215 ns           22
GeneratorRX<float>/LM/22                      170006068 ns    170003930 ns            4
GeneratorRX<float>/LM/24                      710232228 ns    710183716 ns            1
GeneratorRY<float>/LM/6                            5811 ns         5811 ns       120738
GeneratorRY<float>/LM/8                           12686 ns        12686 ns        54782
GeneratorRY<float>/LM/10                          39046 ns        39046 ns        17898
GeneratorRY<float>/LM/12                         145302 ns       145302 ns         4831
GeneratorRY<float>/LM/14                         571952 ns       571937 ns         1214
GeneratorRY<float>/LM/16                        2282333 ns      2282336 ns          299
GeneratorRY<float>/LM/18                        9164171 ns      9163861 ns           76
GeneratorRY<float>/LM/20                       38113538 ns     38111486 ns           18
GeneratorRY<float>/LM/22                      184100833 ns    184070281 ns            4
GeneratorRY<float>/LM/24                      739884080 ns    739839255 ns            1
GeneratorIsingXX<float>/LM/6                       5212 ns         5212 ns       136000
GeneratorIsingXX<float>/LM/8                      10177 ns        10176 ns        69146
GeneratorIsingXX<float>/LM/10                     30255 ns        30255 ns        23229
GeneratorIsingXX<float>/LM/12                    109870 ns       109863 ns         6440
GeneratorIsingXX<float>/LM/14                    424776 ns       424758 ns         1644
GeneratorIsingXX<float>/LM/16                   1719623 ns      1719261 ns          404
GeneratorIsingXX<float>/LM/18                   7530924 ns      7530265 ns           96
GeneratorIsingXX<float>/LM/20                  31838235 ns     31833207 ns           22
GeneratorIsingXX<float>/LM/22                 184636930 ns    184628413 ns            4
GeneratorIsingXX<float>/LM/24                 771684906 ns    771589985 ns            1
GeneratorIsingXY<float>/LM/6                       5065 ns         5064 ns       100000
GeneratorIsingXY<float>/LM/8                       9444 ns         9444 ns        74378
GeneratorIsingXY<float>/LM/10                     27374 ns        27370 ns        25505
GeneratorIsingXY<float>/LM/12                    102759 ns       102753 ns         6758
GeneratorIsingXY<float>/LM/14                    465288 ns       465253 ns         1539
GeneratorIsingXY<float>/LM/16                   1895232 ns      1895142 ns          360
GeneratorIsingXY<float>/LM/18                   8691455 ns      8690069 ns           83
GeneratorIsingXY<float>/LM/20                  34609647 ns     34607034 ns           20
GeneratorIsingXY<float>/LM/22                 194102536 ns    194088112 ns            3
GeneratorIsingXY<float>/LM/24                 808040556 ns    807937562 ns            1
GeneratorMultiRZ<float>/LM/6/2                     5991 ns         5991 ns       117723
GeneratorMultiRZ<float>/LM/8/2                    14257 ns        14256 ns        49564
GeneratorMultiRZ<float>/LM/10/2                   45835 ns        45829 ns        15279
GeneratorMultiRZ<float>/LM/12/2                  172653 ns       172645 ns         4058
GeneratorMultiRZ<float>/LM/14/2                  683207 ns       683207 ns          994
GeneratorMultiRZ<float>/LM/16/2                 2724267 ns      2723607 ns          259
GeneratorMultiRZ<float>/LM/18/2                10771794 ns     10771500 ns           65
GeneratorMultiRZ<float>/LM/20/2                44422775 ns     44416450 ns           16
GeneratorMultiRZ<float>/LM/22/2               211521903 ns    211510239 ns            3
GeneratorMultiRZ<float>/LM/24/2               871490097 ns    871379675 ns            1
GeneratorMultiRZ<float>/LM/6/4                     5999 ns         5998 ns       116264
GeneratorMultiRZ<float>/LM/8/4                    14209 ns        14209 ns        48862
GeneratorMultiRZ<float>/LM/10/4                   45589 ns        45587 ns        15317
GeneratorMultiRZ<float>/LM/12/4                  172226 ns       172220 ns         4022
GeneratorMultiRZ<float>/LM/14/4                  676224 ns       676153 ns         1036
GeneratorMultiRZ<float>/LM/16/4                 2703498 ns      2703287 ns          260
GeneratorMultiRZ<float>/LM/18/4                10811856 ns     10810209 ns           64
GeneratorMultiRZ<float>/LM/20/4                44500228 ns     44494368 ns           16
GeneratorMultiRZ<float>/LM/22/4               208778919 ns    208715129 ns            3
GeneratorMultiRZ<float>/LM/24/4               843194352 ns    843090579 ns            1
GeneratorIsingYY<float>/LM/6                       5105 ns         5105 ns       137999
GeneratorIsingYY<float>/LM/8                       9593 ns         9592 ns        71317
GeneratorIsingYY<float>/LM/10                     27973 ns        27972 ns        24874
GeneratorIsingYY<float>/LM/12                    100659 ns       100647 ns         6917
GeneratorIsingYY<float>/LM/14                    392737 ns       392714 ns         1787
GeneratorIsingYY<float>/LM/16                   1590709 ns      1590533 ns          441
GeneratorIsingYY<float>/LM/18                   6570435 ns      6570376 ns          106
GeneratorIsingYY<float>/LM/20                  27733538 ns     27727543 ns           25
GeneratorIsingYY<float>/LM/22                 164623696 ns    164594867 ns            4
GeneratorIsingYY<float>/LM/24                 661882034 ns    661745387 ns            1
GeneratorCRX<float>/LM/6                           4888 ns         4888 ns       143311
GeneratorCRX<float>/LM/8                           9296 ns         9295 ns        74954
GeneratorCRX<float>/LM/10                         27373 ns        27369 ns        25414
GeneratorCRX<float>/LM/12                        106444 ns       106440 ns         6576
GeneratorCRX<float>/LM/14                        463113 ns       463107 ns         1474
GeneratorCRX<float>/LM/16                       2044326 ns      2044140 ns          338
GeneratorCRX<float>/LM/18                       8689442 ns      8688414 ns           81
