```
$docker container run -it --rm 515ef2898ccc /opt/install/bin/bench_kernels
2023-01-04T05:22:41+00:00
Running /opt/install/bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 0.62, 0.58, 0.72
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: GCC
Compiler::Version: 11.3.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
IsingXY<float>/PI/12                             196522 ns       196499 ns         3547
IsingXY<float>/PI/14                             702126 ns       702075 ns         1006
IsingXY<float>/PI/16                            2721347 ns      2720844 ns          257
IsingXY<float>/PI/18                           10936654 ns     10934391 ns           63
IsingXY<float>/PI/20                           45843915 ns     45834403 ns           15
IsingXY<float>/PI/22                          225178770 ns    225158246 ns            3
IsingXY<float>/PI/24                         1667611156 ns   1666597915 ns            1
CSWAP<float>/PI/6                                 17873 ns        17872 ns        38783
CSWAP<float>/PI/8                                 24552 ns        24547 ns        28314
CSWAP<float>/PI/10                                42322 ns        42318 ns        16328
CSWAP<float>/PI/12                               112330 ns       112323 ns         6152
CSWAP<float>/PI/14                               350662 ns       350636 ns         1976
CSWAP<float>/PI/16                              1321730 ns      1321486 ns          531
CSWAP<float>/PI/18                              5227720 ns      5226938 ns          134
CSWAP<float>/PI/20                             22189333 ns     22185049 ns           32
CSWAP<float>/PI/22                            123588159 ns    123557545 ns            6
CSWAP<float>/PI/24                            500225514 ns    500207595 ns            1
CZ<float>/PI/6                                    18066 ns        18063 ns        39056
CZ<float>/PI/8                                    27811 ns        27809 ns        25200
CZ<float>/PI/10                                   61538 ns        61533 ns        11448
CZ<float>/PI/12                                  164736 ns       164722 ns         4233
CZ<float>/PI/14                                  581635 ns       581585 ns         1204
CZ<float>/PI/16                                 2253732 ns      2253689 ns          311
CZ<float>/PI/18                                 8982722 ns      8981971 ns           77
CZ<float>/PI/20                                37254251 ns     37250827 ns           19
CZ<float>/PI/22                               176232260 ns    176196183 ns            4
CZ<float>/PI/24                              1450079881 ns   1449884046 ns            1
Toffoli<float>/PI/6                               17936 ns        17934 ns        39014
Toffoli<float>/PI/8                               25175 ns        25170 ns        27797
Toffoli<float>/PI/10                              42488 ns        42485 ns        16512
Toffoli<float>/PI/12                             112293 ns       112278 ns         6255
Toffoli<float>/PI/14                             354416 ns       354371 ns         1983
Toffoli<float>/PI/16                            1320334 ns      1320158 ns          525
Toffoli<float>/PI/18                            5250491 ns      5250109 ns          134
Toffoli<float>/PI/20                           22185526 ns     22183109 ns           31
Toffoli<float>/PI/22                          123167317 ns    123147545 ns            6
Toffoli<float>/PI/24                          508432833 ns    508332045 ns            1
SWAP<float>/PI/6                                  18527 ns        18524 ns        38163
SWAP<float>/PI/8                                  29628 ns        29624 ns        23993
SWAP<float>/PI/10                                 66835 ns        66826 ns        10414
SWAP<float>/PI/12                                187732 ns       187703 ns         3710
SWAP<float>/PI/14                                670071 ns       669985 ns         1047
SWAP<float>/PI/16                               2596698 ns      2596160 ns          270
SWAP<float>/PI/18                              10341071 ns     10339151 ns           68
SWAP<float>/PI/20                              43327320 ns     43323649 ns           16
SWAP<float>/PI/22                             211147211 ns    211065401 ns            3
SWAP<float>/PI/24                            1585836865 ns   1585616666 ns            1
CNOT<float>/PI/6                                  18681 ns        18678 ns        36444
CNOT<float>/PI/8                                  29126 ns        29124 ns        23936
CNOT<float>/PI/10                                 67111 ns        67100 ns        10548
CNOT<float>/PI/12                                185059 ns       185041 ns         3760
CNOT<float>/PI/14                                657522 ns       657421 ns         1065
CNOT<float>/PI/16                               2598598 ns      2598242 ns          273
CNOT<float>/PI/18                              10264851 ns     10263783 ns           69
CNOT<float>/PI/20                              42366601 ns     42360966 ns           16
CNOT<float>/PI/22                             208098597 ns    208074949 ns            3
CNOT<float>/PI/24                            1555967651 ns   1555766980 ns            1
CY<float>/PI/6                                    18516 ns        18514 ns        37921
CY<float>/PI/8                                    28943 ns        28939 ns        24353
CY<float>/PI/10                                   64578 ns        64570 ns        10925
CY<float>/PI/12                                  176852 ns       176839 ns         3967
CY<float>/PI/14                                  631488 ns       631407 ns         1110
CY<float>/PI/16                                 2409604 ns      2409310 ns          292
CY<float>/PI/18                                 9981994 ns      9980360 ns           70
CY<float>/PI/20                                40586273 ns     40580134 ns           17
CY<float>/PI/22                               199920630 ns    199868454 ns            3
CY<float>/PI/24                              1528561616 ns   1528215306 ns            1
RZ<float>/PI/6                                    41300 ns        41293 ns        16993
RZ<float>/PI/8                                   121250 ns       121242 ns         5777
RZ<float>/PI/10                                  436715 ns       436634 ns         1606
RZ<float>/PI/12                                 1677219 ns      1677161 ns          418
RZ<float>/PI/14                                 6597085 ns      6596484 ns          106
RZ<float>/PI/16                                26172786 ns     26171097 ns           27
RZ<float>/PI/18                               105610065 ns    105586015 ns            7
RZ<float>/PI/20                               427248036 ns    427218478 ns            2
RZ<float>/PI/22                              1741980538 ns   1741752347 ns            1
RZ<float>/PI/24                              8391428240 ns   8390361960 ns            1
Rot<float>/PI/6                                   66804 ns        66791 ns        10514
Rot<float>/PI/8                                  206993 ns       206979 ns         3323
Rot<float>/PI/10                                 763660 ns       763618 ns          919
Rot<float>/PI/12                                2964301 ns      2964032 ns          235
Rot<float>/PI/14                               11794579 ns     11794447 ns           59
Rot<float>/PI/16                               47150159 ns     47143570 ns           15
Rot<float>/PI/18                              189055351 ns    189037765 ns            4
Rot<float>/PI/20                              765273483 ns    765099744 ns            1
Rot<float>/PI/22                             3084885588 ns   3084480865 ns            1
Rot<float>/PI/24                             13785379279 ns   13782834738 ns            1
RX<float>/PI/6                                    20317 ns        20314 ns        34011
RX<float>/PI/8                                    37910 ns        37906 ns        18534
RX<float>/PI/10                                  101917 ns       101896 ns         6858
RX<float>/PI/12                                  338429 ns       338398 ns         2079
RX<float>/PI/14                                 1287684 ns      1287523 ns          546
RX<float>/PI/16                                 5005108 ns      5004898 ns          140
RX<float>/PI/18                                20184142 ns     20180189 ns           35
RX<float>/PI/20                                83163057 ns     83160113 ns            8
RX<float>/PI/22                               378767447 ns    378667028 ns            2
RX<float>/PI/24                              2972772263 ns   2972384253 ns            1
RY<float>/PI/6                                    20029 ns        20024 ns        34842
RY<float>/PI/8                                    35951 ns        35948 ns        19362
RY<float>/PI/10                                   94617 ns        94601 ns         7306
RY<float>/PI/12                                  308350 ns       308340 ns         2281
RY<float>/PI/14                                 1160330 ns      1160238 ns          605
RY<float>/PI/16                                 4518463 ns      4517868 ns          155
RY<float>/PI/18                                18107394 ns     18103711 ns           39
RY<float>/PI/20                                74804348 ns     74794361 ns            9
RY<float>/PI/22                               345048384 ns    345027499 ns            2
RY<float>/PI/24                              2854984581 ns   2854480584 ns            1
T<float>/PI/6                                     28216 ns        28214 ns        24740
T<float>/PI/8                                     71091 ns        71087 ns         9943
T<float>/PI/10                                   238763 ns       238759 ns         2963
T<float>/PI/12                                   884133 ns       884084 ns          804
T<float>/PI/14                                  3485225 ns      3484681 ns          203
T<float>/PI/16                                 13715870 ns     13714031 ns           50
T<float>/PI/18                                 54953572 ns     54943572 ns           13
T<float>/PI/20                                221652412 ns    221621451 ns            3
T<float>/PI/22                                929079918 ns    928896935 ns            1
T<float>/PI/24                               5182294620 ns   5180758717 ns            1
PhaseShift<float>/PI/6                            29799 ns        29796 ns        23519
PhaseShift<float>/PI/8                            72618 ns        72606 ns         9594
PhaseShift<float>/PI/10                          240732 ns       240709 ns         2872
PhaseShift<float>/PI/12                          886041 ns       885937 ns          793
PhaseShift<float>/PI/14                         3491669 ns      3491166 ns          202
PhaseShift<float>/PI/16                        14098503 ns     14096282 ns           51
PhaseShift<float>/PI/18                        55255884 ns     55245659 ns           13
PhaseShift<float>/PI/20                       224339781 ns    224316184 ns            3
PhaseShift<float>/PI/22                       931536548 ns    931312620 ns            1
PhaseShift<float>/PI/24                      5167200942 ns   5166648567 ns            1
IsingXX<float>/PI/6                               19713 ns        19710 ns        35352
IsingXX<float>/PI/8                               32474 ns        32474 ns        21664
IsingXX<float>/PI/10                              77641 ns        77633 ns         9148
IsingXX<float>/PI/12                             229345 ns       229337 ns         3041
IsingXX<float>/PI/14                             836591 ns       836517 ns          843
IsingXX<float>/PI/16                            3205872 ns      3205684 ns          213
IsingXX<float>/PI/18                           13107527 ns     13105986 ns           53
IsingXX<float>/PI/20                           53780588 ns     53772179 ns           13
IsingXX<float>/PI/22                          253478892 ns    253422331 ns            3
IsingXX<float>/PI/24                         1749356750 ns   1749144709 ns            1
IsingZZ<float>/PI/6                               41305 ns        41302 ns        17011
IsingZZ<float>/PI/8                              119975 ns       119966 ns         5822
IsingZZ<float>/PI/10                             430207 ns       430149 ns         1629
IsingZZ<float>/PI/12                            1635933 ns      1635880 ns          430
IsingZZ<float>/PI/14                            6471426 ns      6470625 ns          110
IsingZZ<float>/PI/16                           25734427 ns     25731528 ns           27
IsingZZ<float>/PI/18                          103057363 ns    103047885 ns            7
IsingZZ<float>/PI/20                          414184576 ns    414143570 ns            2
IsingZZ<float>/PI/22                         1690440664 ns   1690303197 ns            1
IsingZZ<float>/PI/24                         7529600229 ns   7528465329 ns            1
DoubleExcitationPlus<float>/PI/6                  41002 ns        40994 ns        17228
DoubleExcitationPlus<float>/PI/8                 107819 ns       107807 ns         6517
DoubleExcitationPlus<float>/PI/10                368765 ns       368749 ns         1896
DoubleExcitationPlus<float>/PI/12               1407269 ns      1407163 ns          499
DoubleExcitationPlus<float>/PI/14               5508101 ns      5507890 ns          128
DoubleExcitationPlus<float>/PI/16              21895658 ns     21893075 ns           32
DoubleExcitationPlus<float>/PI/18              88830591 ns     88814507 ns            8
DoubleExcitationPlus<float>/PI/20             355743895 ns    355668146 ns            2
DoubleExcitationPlus<float>/PI/22            1482392415 ns   1482106296 ns            1
DoubleExcitationPlus<float>/PI/24            6035986561 ns   6034907838 ns            1
PauliZ<float>/PI/6                                19024 ns        19021 ns        36956
PauliZ<float>/PI/8                                34736 ns        34734 ns        20167
PauliZ<float>/PI/10                               92792 ns        92774 ns         7575
PauliZ<float>/PI/12                              298104 ns       298098 ns         2352
PauliZ<float>/PI/14                             1142207 ns      1142127 ns          614
PauliZ<float>/PI/16                             4407134 ns      4406665 ns          159
PauliZ<float>/PI/18                            17708314 ns     17704347 ns           40
PauliZ<float>/PI/20                            72504569 ns     72495938 ns           10
PauliZ<float>/PI/22                           329956606 ns    329942747 ns            2
PauliZ<float>/PI/24                          2773034140 ns   2770825450 ns            1
Hadamard<float>/PI/6                              19362 ns        19360 ns        36013
Hadamard<float>/PI/8                              34919 ns        34916 ns        20084
Hadamard<float>/PI/10                             95364 ns        95360 ns         7370
Hadamard<float>/PI/12                            311779 ns       311764 ns         2256
Hadamard<float>/PI/14                           1172331 ns      1172256 ns          600
Hadamard<float>/PI/16                           4610270 ns      4609622 ns          153
Hadamard<float>/PI/18                          18042041 ns     18040245 ns           39
Hadamard<float>/PI/20                          74381624 ns     74359362 ns            9
Hadamard<float>/PI/22                         341209538 ns    341197350 ns            2
Hadamard<float>/PI/24                        2849122753 ns   2847151700 ns            1
MultiRZ<float>/PI/6/2                             24187 ns        24186 ns        28633
MultiRZ<float>/PI/8/2                             52060 ns        52055 ns        13032
MultiRZ<float>/PI/10/2                           158100 ns       158091 ns         4407
MultiRZ<float>/PI/12/2                           568856 ns       568792 ns         1220
MultiRZ<float>/PI/14/2                          2191074 ns      2190837 ns          323
MultiRZ<float>/PI/16/2                          8708464 ns      8707312 ns           79
MultiRZ<float>/PI/18/2                         36567266 ns     36566283 ns           19
MultiRZ<float>/PI/20/2                        146678972 ns    146652948 ns            5
MultiRZ<float>/PI/22/2                        623088116 ns    623012161 ns            1
MultiRZ<float>/PI/24/2                       3196939494 ns   3195256049 ns            1
MultiRZ<float>/PI/6/4                             25102 ns        25101 ns        27937
MultiRZ<float>/PI/8/4                             50959 ns        50954 ns        13305
MultiRZ<float>/PI/10/4                           147489 ns       147473 ns         4682
MultiRZ<float>/PI/12/4                           541409 ns       541373 ns         1268
MultiRZ<float>/PI/14/4                          2097751 ns      2097462 ns          335
MultiRZ<float>/PI/16/4                          8378385 ns      8377453 ns           84
MultiRZ<float>/PI/18/4                         34434493 ns     34431303 ns           20
MultiRZ<float>/PI/20/4                        145830349 ns    145818581 ns            5
MultiRZ<float>/PI/22/4                        626875402 ns    626738563 ns            1
MultiRZ<float>/PI/24/4                       2632604308 ns   2632215640 ns            1
ControlledPhaseShift<float>/PI/6                  23638 ns        23637 ns        29630
ControlledPhaseShift<float>/PI/8                  46994 ns        46992 ns        14823
ControlledPhaseShift<float>/PI/10                134409 ns       134387 ns         5248
ControlledPhaseShift<float>/PI/12                454183 ns       454153 ns         1535
ControlledPhaseShift<float>/PI/14               1737510 ns      1737413 ns          403
ControlledPhaseShift<float>/PI/16               6855146 ns      6854201 ns          101
ControlledPhaseShift<float>/PI/18              27239669 ns     27239725 ns           26
ControlledPhaseShift<float>/PI/20             110808359 ns    110808632 ns            6
ControlledPhaseShift<float>/PI/22             474717055 ns    474696621 ns            2
ControlledPhaseShift<float>/PI/24            2639219141 ns   2637546919 ns            1
DoubleExcitation<float>/PI/6                      17714 ns        17712 ns        39471
DoubleExcitation<float>/PI/8                      22944 ns        22941 ns        30521
DoubleExcitation<float>/PI/10                     33140 ns        33137 ns        21155
DoubleExcitation<float>/PI/12                     71958 ns        71956 ns         9436
DoubleExcitation<float>/PI/14                    182094 ns       182091 ns         3767
DoubleExcitation<float>/PI/16                    620730 ns       620656 ns         1134
DoubleExcitation<float>/PI/18                   2548407 ns      2548128 ns          274
DoubleExcitation<float>/PI/20                  11202166 ns     11199734 ns           63
DoubleExcitation<float>/PI/22                  75959949 ns     75948058 ns            9
DoubleExcitation<float>/PI/24                 315986224 ns    315978648 ns            2
DoubleExcitationMinus<float>/PI/6                 40452 ns        40446 ns        17161
DoubleExcitationMinus<float>/PI/8                107520 ns       107513 ns         6456
DoubleExcitationMinus<float>/PI/10               366021 ns       365973 ns         1906
DoubleExcitationMinus<float>/PI/12              1395693 ns      1395647 ns          496
DoubleExcitationMinus<float>/PI/14              5538837 ns      5538058 ns          127
DoubleExcitationMinus<float>/PI/16             22016116 ns     22013398 ns           32
DoubleExcitationMinus<float>/PI/18             87849705 ns     87838013 ns            8
DoubleExcitationMinus<float>/PI/20            358502939 ns    358463638 ns            2
DoubleExcitationMinus<float>/PI/22           1483741991 ns   1483168421 ns            1
DoubleExcitationMinus<float>/PI/24           5916009564 ns   5915470728 ns            1
PauliY<float>/PI/6                                19651 ns        19648 ns        35609
PauliY<float>/PI/8                                35471 ns        35468 ns        19597
PauliY<float>/PI/10                               95446 ns        95441 ns         7331
PauliY<float>/PI/12                              312786 ns       312780 ns         2251
PauliY<float>/PI/14                             1180835 ns      1180781 ns          596
PauliY<float>/PI/16                             4633385 ns      4633291 ns          153
PauliY<float>/PI/18                            18586655 ns     18584229 ns           38
PauliY<float>/PI/20                            76681849 ns     76665132 ns            9
PauliY<float>/PI/22                           350517814 ns    350481850 ns            2
PauliY<float>/PI/24                          2906318950 ns   2905957312 ns            1
IsingYY<float>/PI/6                               19595 ns        19593 ns        35876
IsingYY<float>/PI/8                               31859 ns        31858 ns        21816
IsingYY<float>/PI/10                              76779 ns        76771 ns         9141
IsingYY<float>/PI/12                             228280 ns       228250 ns         3072
IsingYY<float>/PI/14                             825859 ns       825834 ns          839
IsingYY<float>/PI/16                            3200503 ns      3200172 ns          217
IsingYY<float>/PI/18                           13105407 ns     13103938 ns           54
IsingYY<float>/PI/20                           53762240 ns     53753602 ns           13
IsingYY<float>/PI/22                          253234417 ns    253187232 ns            3
IsingYY<float>/PI/24                         1785379540 ns   1783884009 ns            1
CRot<float>/PI/6                                  43945 ns        43939 ns        15918
CRot<float>/PI/8                                 115746 ns       115731 ns         6042
CRot<float>/PI/10                                400588 ns       400559 ns         1756
CRot<float>/PI/12                               1501663 ns      1501643 ns          466
CRot<float>/PI/14                               5898750 ns      5898313 ns          117
CRot<float>/PI/16                              23391289 ns     23389812 ns           30
CRot<float>/PI/18                              94120299 ns     94115851 ns            7
CRot<float>/PI/20                             379438773 ns    379426256 ns            2
CRot<float>/PI/22                            1555219287 ns   1555054105 ns            1
CRot<float>/PI/24                            6948162973 ns   6947235933 ns            1
CRY<float>/PI/6                                   18419 ns        18417 ns        38669
CRY<float>/PI/8                                   28214 ns        28211 ns        24890
CRY<float>/PI/10                                  62021 ns        62015 ns        11246
CRY<float>/PI/12                                 167755 ns       167741 ns         4186
CRY<float>/PI/14                                 582680 ns       582640 ns         1179
CRY<float>/PI/16                                2241084 ns      2240938 ns          308
CRY<float>/PI/18                                9099945 ns      9099103 ns           78
CRY<float>/PI/20                               38119874 ns     38116244 ns           18
CRY<float>/PI/22                              189301888 ns    189287509 ns            4
CRY<float>/PI/24                             1505726324 ns   1505480217 ns            1
CRZ<float>/PI/6                                   28908 ns        28905 ns        24450
CRZ<float>/PI/8                                   70871 ns        70869 ns         9848
CRZ<float>/PI/10                                 231125 ns       231108 ns         2997
CRZ<float>/PI/12                                 846581 ns       846565 ns          824
CRZ<float>/PI/14                                3345933 ns      3345586 ns          213
CRZ<float>/PI/16                               13195964 ns     13193536 ns           53
CRZ<float>/PI/18                               53274857 ns     53268511 ns           13
CRZ<float>/PI/20                              215720567 ns    215685541 ns            3
CRZ<float>/PI/22                              887639647 ns    887467644 ns            1
CRZ<float>/PI/24                             4297277430 ns   4296061469 ns            1
CRX<float>/PI/6                                   18432 ns        18428 ns        37396
CRX<float>/PI/8                                   29149 ns        29146 ns        23825
CRX<float>/PI/10                                  66635 ns        66624 ns        10532
CRX<float>/PI/12                                 185441 ns       185418 ns         3756
CRX<float>/PI/14                                 650442 ns       650365 ns         1078
CRX<float>/PI/16                                2543943 ns      2543740 ns          277
CRX<float>/PI/18                               10233864 ns     10232845 ns           68
CRX<float>/PI/20                               42851082 ns     42848321 ns           16
CRX<float>/PI/22                              211087148 ns    211048289 ns            3
CRX<float>/PI/24                             1598471437 ns   1597901688 ns            1
S<float>/PI/6                                     28165 ns        28161 ns        24806
S<float>/PI/8                                     70340 ns        70337 ns         9999
S<float>/PI/10                                   237018 ns       236974 ns         2919
S<float>/PI/12                                   875694 ns       875615 ns          798
S<float>/PI/14                                  3433062 ns      3432908 ns          205
S<float>/PI/16                                 13625413 ns     13624080 ns           52
S<float>/PI/18                                 54809077 ns     54805169 ns           13
S<float>/PI/20                                221281900 ns    221265934 ns            3
S<float>/PI/22                                924759852 ns    924681718 ns            1
S<float>/PI/24                               5170000095 ns   5169198974 ns            1
SingleQubitOp<float>/PI/6/1                       59188 ns        59176 ns        11869
SingleQubitOp<float>/PI/8/1                      198806 ns       198792 ns         3544
SingleQubitOp<float>/PI/10/1                     754606 ns       754517 ns          922
SingleQubitOp<float>/PI/12/1                    2933025 ns      2932820 ns          238
SingleQubitOp<float>/PI/14/1                   11663581 ns     11663063 ns           60
SingleQubitOp<float>/PI/16/1                   46654086 ns     46651665 ns           15
SingleQubitOp<float>/PI/18/1                  186963097 ns    186947333 ns            4
SingleQubitOp<float>/PI/20/1                  754300959 ns    754193015 ns            1
SingleQubitOp<float>/PI/22/1                 3043284275 ns   3042921065 ns            1
SingleQubitOp<float>/PI/24/1                 13654325644 ns   13652373195 ns            1
TwoQubitOp<float>/PI/6/2                         100402 ns       100383 ns         6944
TwoQubitOp<float>/PI/8/2                         360979 ns       360943 ns         1945
TwoQubitOp<float>/PI/10/2                       1396998 ns      1396934 ns          502
TwoQubitOp<float>/PI/12/2                       5517947 ns      5517339 ns          123
TwoQubitOp<float>/PI/14/2                      21899054 ns     21898222 ns           32
TwoQubitOp<float>/PI/16/2                      87380401 ns     87370779 ns            8
TwoQubitOp<float>/PI/18/2                     350909648 ns    350864648 ns            2
TwoQubitOp<float>/PI/20/2                    1413168436 ns   1412985960 ns            1
TwoQubitOp<float>/PI/22/2                    5710384119 ns   5709472761 ns            1
TwoQubitOp<float>/PI/24/2                    23456482802 ns   23452908709 ns            1
MultiQubitOp<float>/PI/6/3                        74145 ns        74135 ns         9433
MultiQubitOp<float>/PI/8/3                       243034 ns       243019 ns         2874
MultiQubitOp<float>/PI/10/3                      912177 ns       912127 ns          766
MultiQubitOp<float>/PI/12/3                     3594840 ns      3594319 ns          196
MultiQubitOp<float>/PI/14/3                    14435659 ns     14433309 ns           49
MultiQubitOp<float>/PI/16/3                    57020567 ns     57016575 ns           12
MultiQubitOp<float>/PI/18/3                   222698196 ns    222664134 ns            3
MultiQubitOp<float>/PI/20/3                   895472443 ns    895331743 ns            1
MultiQubitOp<float>/PI/22/3                  3603035260 ns   3601434342 ns            1
MultiQubitOp<float>/PI/24/3                  14393783649 ns   14392071677 ns            1
MultiQubitOp<float>/PI/6/4                       120824 ns       120816 ns         5827
MultiQubitOp<float>/PI/8/4                       431248 ns       431189 ns         1613
MultiQubitOp<float>/PI/10/4                     1657113 ns      1656930 ns          419
MultiQubitOp<float>/PI/12/4                     6568594 ns      6567559 ns          105
MultiQubitOp<float>/PI/14/4                    27090079 ns     27088536 ns           26
MultiQubitOp<float>/PI/16/4                   102809598 ns    102798796 ns            7
MultiQubitOp<float>/PI/18/4                   408204044 ns    408167808 ns            2
MultiQubitOp<float>/PI/20/4                  1634468073 ns   1634118632 ns            1
MultiQubitOp<float>/PI/22/4                  6557898847 ns   6556781327 ns            1
MultiQubitOp<float>/PI/24/4                  26289954215 ns   26286162580 ns            1
MultiQubitOp<float>/PI/6/5                       213727 ns       213703 ns         3281
MultiQubitOp<float>/PI/8/5                       796835 ns       796740 ns          878
MultiQubitOp<float>/PI/10/5                     3149779 ns      3149173 ns          224
MultiQubitOp<float>/PI/12/5                    12379762 ns     12378997 ns           56
MultiQubitOp<float>/PI/14/5                    49914922 ns     49908573 ns           14
MultiQubitOp<float>/PI/16/5                   193317662 ns    193298289 ns            4
MultiQubitOp<float>/PI/18/5                   766886966 ns    766748050 ns            1
MultiQubitOp<float>/PI/20/5                  3071781399 ns   3071296693 ns            1
MultiQubitOp<float>/PI/22/5                  12334577449 ns   12332803171 ns            1
MultiQubitOp<float>/PI/24/5                  49614497898 ns   49607483999 ns            1
GeneratorPhaseShift<float>/LM/6                    5772 ns         5771 ns       121166
GeneratorPhaseShift<float>/LM/8                    8578 ns         8577 ns        82068
GeneratorPhaseShift<float>/LM/10                  18924 ns        18924 ns        36852
GeneratorPhaseShift<float>/LM/12                  60718 ns        60713 ns        11480
GeneratorPhaseShift<float>/LM/14                 245858 ns       245859 ns         2865
GeneratorPhaseShift<float>/LM/16                 997412 ns       997319 ns          718
GeneratorPhaseShift<float>/LM/18                3661111 ns      3661076 ns          188
GeneratorPhaseShift<float>/LM/20               15620421 ns     15618247 ns           44
GeneratorPhaseShift<float>/LM/22               96998050 ns     96995528 ns            7
GeneratorPhaseShift<float>/LM/24              414720838 ns    413930737 ns            2
GeneratorRX<float>/LM/6                            6408 ns         6408 ns       110450
GeneratorRX<float>/LM/8                           11692 ns        11691 ns        60344
GeneratorRX<float>/LM/10                          32713 ns        32711 ns        21498
GeneratorRX<float>/LM/12                         118252 ns       118241 ns         5894
GeneratorRX<float>/LM/14                         452508 ns       452454 ns         1550
GeneratorRX<float>/LM/16                        1751244 ns      1751077 ns          405
GeneratorRX<float>/LM/18                        7096727 ns      7095965 ns           99
GeneratorRX<float>/LM/20                       29650495 ns     29648415 ns           23
GeneratorRX<float>/LM/22                      154209709 ns    154187684 ns            4
GeneratorRX<float>/LM/24                      660198236 ns    660175685 ns            1
GeneratorRY<float>/LM/6                            6333 ns         6331 ns       111704
GeneratorRY<float>/LM/8                           12969 ns        12968 ns        54117
GeneratorRY<float>/LM/10                          38668 ns        38660 ns        18219
GeneratorRY<float>/LM/12                         141723 ns       141717 ns         4960
GeneratorRY<float>/LM/14                         550778 ns       550764 ns         1270
GeneratorRY<float>/LM/16                        2195458 ns      2195290 ns          319
GeneratorRY<float>/LM/18                        8872136 ns      8871691 ns           79
GeneratorRY<float>/LM/20                       36701945 ns     36695552 ns           19
GeneratorRY<float>/LM/22                      181227901 ns    181210019 ns            4
GeneratorRY<float>/LM/24                      711608225 ns    711539106 ns            1
GeneratorIsingXX<float>/LM/6                       5739 ns         5738 ns       124180
GeneratorIsingXX<float>/LM/8                      10402 ns        10402 ns        66358
GeneratorIsingXX<float>/LM/10                     29387 ns        29385 ns        23643
GeneratorIsingXX<float>/LM/12                    104646 ns       104633 ns         6729
GeneratorIsingXX<float>/LM/14                    411198 ns       411165 ns         1686
GeneratorIsingXX<float>/LM/16                   1642665 ns      1642589 ns          432
GeneratorIsingXX<float>/LM/18                   7024924 ns      7023232 ns          101
GeneratorIsingXX<float>/LM/20                  30090320 ns     30089495 ns           23
GeneratorIsingXX<float>/LM/22                 176639954 ns    176599596 ns            4
GeneratorIsingXX<float>/LM/24                 728196848 ns    728155326 ns            1
GeneratorIsingXY<float>/LM/6                       5603 ns         5603 ns       126867
GeneratorIsingXY<float>/LM/8                       9780 ns         9778 ns        71476
GeneratorIsingXY<float>/LM/10                     27231 ns        27229 ns        25916
GeneratorIsingXY<float>/LM/12                    101228 ns       101223 ns         6784
GeneratorIsingXY<float>/LM/14                    477864 ns       477848 ns         1512
GeneratorIsingXY<float>/LM/16                   1936748 ns      1936560 ns          367
GeneratorIsingXY<float>/LM/18                   8203429 ns      8202991 ns           84
GeneratorIsingXY<float>/LM/20                  35669949 ns     35662530 ns           20
GeneratorIsingXY<float>/LM/22                 191472584 ns    191461286 ns            4
GeneratorIsingXY<float>/LM/24                 854898077 ns    854729357 ns            1
GeneratorMultiRZ<float>/LM/6/2                     6742 ns         6741 ns       105022
GeneratorMultiRZ<float>/LM/8/2                    14456 ns        14453 ns        48521
GeneratorMultiRZ<float>/LM/10/2                   45206 ns        45204 ns        15471
GeneratorMultiRZ<float>/LM/12/2                  169448 ns       169425 ns         4140
GeneratorMultiRZ<float>/LM/14/2                  657781 ns       657745 ns         1063
GeneratorMultiRZ<float>/LM/16/2                 2609120 ns      2608933 ns          269
GeneratorMultiRZ<float>/LM/18/2                10750223 ns     10748133 ns           66
GeneratorMultiRZ<float>/LM/20/2                43449579 ns     43447523 ns           16
GeneratorMultiRZ<float>/LM/22/2               200226141 ns    200176980 ns            3
GeneratorMultiRZ<float>/LM/24/2               810073622 ns    809943866 ns            1
GeneratorMultiRZ<float>/LM/6/4                     6503 ns         6502 ns       107873
GeneratorMultiRZ<float>/LM/8/4                    14673 ns        14673 ns        47940
GeneratorMultiRZ<float>/LM/10/4                   46827 ns        46820 ns        14977
GeneratorMultiRZ<float>/LM/12/4                  175971 ns       175962 ns         3965
GeneratorMultiRZ<float>/LM/14/4                  661777 ns       661736 ns         1057
GeneratorMultiRZ<float>/LM/16/4                 2617882 ns      2617458 ns          268
GeneratorMultiRZ<float>/LM/18/4                10549045 ns     10547819 ns           66
GeneratorMultiRZ<float>/LM/20/4                43467946 ns     43460196 ns           16
GeneratorMultiRZ<float>/LM/22/4               201221038 ns    201210590 ns            3
GeneratorMultiRZ<float>/LM/24/4               820233006 ns    820093948 ns            1
GeneratorIsingYY<float>/LM/6                       5682 ns         5682 ns       122745
GeneratorIsingYY<float>/LM/8                      10457 ns        10455 ns        67094
GeneratorIsingYY<float>/LM/10                     29829 ns        29826 ns        23368
GeneratorIsingYY<float>/LM/12                    107426 ns       107416 ns         6522
GeneratorIsingYY<float>/LM/14                    423263 ns       423236 ns         1654
