```
$ ./bin/bench_kernels
2023-01-04T06:35:37+00:00
Running ./bin/bench_kernels
Run on (48 X 3000 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x24)
  L1 Instruction 32 KiB (x24)
  L2 Unified 1024 KiB (x24)
  L3 Unified 16896 KiB (x2)
Load Average: 0.52, 0.65, 1.03
CPU::AVX: True
CPU::AVX2: True
CPU::AVX512F: True
CPU::Brand: Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz
CPU::Vendor: GenuineIntel
Compiler::Name: Clang
Compiler::Version: 15.0.0
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
---------------------------------------------------------------------------------------
Benchmark                                             Time             CPU   Iterations
GeneratorIsingZZ<float>/PI/22                 169168811 ns    169160961 ns            4
GeneratorIsingZZ<float>/PI/24                1522130527 ns   1521832564 ns            1
GeneratorIsingXY<float>/PI/6                      15756 ns        15756 ns        44247
GeneratorIsingXY<float>/PI/8                      24850 ns        24848 ns        28980
GeneratorIsingXY<float>/PI/10                     57483 ns        57480 ns        12297
GeneratorIsingXY<float>/PI/12                    153369 ns       153350 ns         4537
GeneratorIsingXY<float>/PI/14                    531954 ns       531903 ns         1336
GeneratorIsingXY<float>/PI/16                   2077983 ns      2077796 ns          341
GeneratorIsingXY<float>/PI/18                   8967842 ns      8966600 ns           79
GeneratorIsingXY<float>/PI/20                  37314139 ns     37308767 ns           19
GeneratorIsingXY<float>/PI/22                 216379701 ns    216209373 ns            3
GeneratorIsingXY<float>/PI/24                1679560475 ns   1679201059 ns            1
GeneratorRY<float>/PI/6                           16597 ns        16592 ns        42154
GeneratorRY<float>/PI/8                           32369 ns        32362 ns        21693
GeneratorRY<float>/PI/10                          88072 ns        88064 ns         7967
GeneratorRY<float>/PI/12                         279693 ns       279643 ns         2495
GeneratorRY<float>/PI/14                        1039069 ns      1038930 ns          681
GeneratorRY<float>/PI/16                        4031146 ns      4030214 ns          172
GeneratorRY<float>/PI/18                       16205024 ns     16203035 ns           42
GeneratorRY<float>/PI/20                       66411518 ns     66403250 ns           10
GeneratorRY<float>/PI/22                      313029564 ns    312974113 ns            2
GeneratorRY<float>/PI/24                     2882120522 ns   2881742001 ns            1
GeneratorPhaseShift<float>/PI/6                   15019 ns        15016 ns        46528
GeneratorPhaseShift<float>/PI/8                   24875 ns        24875 ns        28253
GeneratorPhaseShift<float>/PI/10                  58881 ns        58871 ns        11797
GeneratorPhaseShift<float>/PI/12                 166585 ns       166570 ns         4179
GeneratorPhaseShift<float>/PI/14                 587996 ns       587964 ns         1197
GeneratorPhaseShift<float>/PI/16                2290079 ns      2289934 ns          308
GeneratorPhaseShift<float>/PI/18                9827012 ns      9825932 ns           69
GeneratorPhaseShift<float>/PI/20               42015757 ns     42011423 ns           17
GeneratorPhaseShift<float>/PI/22              217274160 ns    217256987 ns            3
GeneratorPhaseShift<float>/PI/24             2487475386 ns   2487026113 ns            1
DoubleExcitationPlus<float>/PI/6                  19241 ns        19239 ns        36466
DoubleExcitationPlus<float>/PI/8                  31182 ns        31179 ns        22375
DoubleExcitationPlus<float>/PI/10                 73717 ns        73716 ns         9723
DoubleExcitationPlus<float>/PI/12                261556 ns       261545 ns         2721
DoubleExcitationPlus<float>/PI/14                959883 ns       959784 ns          745
DoubleExcitationPlus<float>/PI/16               4325395 ns      4325100 ns          173
DoubleExcitationPlus<float>/PI/18              17737842 ns     17734887 ns           41
DoubleExcitationPlus<float>/PI/20              78818454 ns     78810891 ns            9
DoubleExcitationPlus<float>/PI/22             359300278 ns    359246610 ns            2
DoubleExcitationPlus<float>/PI/24            1509490151 ns   1509253905 ns            1
MultiRZ<float>/PI/6/2                             19364 ns        19364 ns        36124
MultiRZ<float>/PI/8/2                             39836 ns        39830 ns        17552
MultiRZ<float>/PI/10/2                           113223 ns       113210 ns         6257
MultiRZ<float>/PI/12/2                           385720 ns       385674 ns         1807
MultiRZ<float>/PI/14/2                          1451965 ns      1451923 ns          479
MultiRZ<float>/PI/16/2                          5996979 ns      5995668 ns          119
MultiRZ<float>/PI/18/2                         23652714 ns     23648944 ns           29
MultiRZ<float>/PI/20/2                         98512558 ns     98509650 ns            7
MultiRZ<float>/PI/22/2                        427769782 ns    427677662 ns            2
MultiRZ<float>/PI/24/2                       2492529826 ns   2490454326 ns            1
MultiRZ<float>/PI/6/4                             19996 ns        19993 ns        34592
MultiRZ<float>/PI/8/4                             37299 ns        37299 ns        18685
MultiRZ<float>/PI/10/4                            95693 ns        95693 ns         7304
MultiRZ<float>/PI/12/4                           348246 ns       348220 ns         2057
MultiRZ<float>/PI/14/4                          1338439 ns      1338242 ns          531
MultiRZ<float>/PI/16/4                          5364707 ns      5364217 ns          126
MultiRZ<float>/PI/18/4                         22779052 ns     22776718 ns           30
MultiRZ<float>/PI/20/4                         93930872 ns     93914838 ns            7
MultiRZ<float>/PI/22/4                        442669944 ns    442609608 ns            2
MultiRZ<float>/PI/24/4                       1976780944 ns   1976522871 ns            1
CNOT<float>/PI/6                                  14996 ns        14994 ns        46097
CNOT<float>/PI/8                                  22972 ns        22970 ns        30541
CNOT<float>/PI/10                                 48026 ns        48025 ns        14463
CNOT<float>/PI/12                                123549 ns       123539 ns         5665
CNOT<float>/PI/14                                406520 ns       406502 ns         1693
CNOT<float>/PI/16                               1528015 ns      1527980 ns          460
CNOT<float>/PI/18                               6551493 ns      6551013 ns          104
CNOT<float>/PI/20                              28494439 ns     28494052 ns           25
CNOT<float>/PI/22                             158558951 ns    158520210 ns            4
CNOT<float>/PI/24                            1437478732 ns   1437175322 ns            1
CZ<float>/PI/6                                    14618 ns        14617 ns        48006
CZ<float>/PI/8                                    21694 ns        21694 ns        32122
CZ<float>/PI/10                                   43690 ns        43675 ns        16043
CZ<float>/PI/12                                  106098 ns       106092 ns         6571
CZ<float>/PI/14                                  350183 ns       350145 ns         2010
CZ<float>/PI/16                                 1262297 ns      1262298 ns          553
CZ<float>/PI/18                                 5589549 ns      5589179 ns          122
CZ<float>/PI/20                                24015583 ns     24009934 ns           28
CZ<float>/PI/22                               131247216 ns    131238364 ns            5
CZ<float>/PI/24                              1343163820 ns   1342945891 ns            1
SWAP<float>/PI/6                                  14842 ns        14839 ns        46309
SWAP<float>/PI/8                                  22912 ns        22907 ns        30380
SWAP<float>/PI/10                                 48211 ns        48209 ns        14547
SWAP<float>/PI/12                                124472 ns       124467 ns         5639
SWAP<float>/PI/14                                408948 ns       408934 ns         1706
SWAP<float>/PI/16                               1544117 ns      1543767 ns          457
SWAP<float>/PI/18                               6940614 ns      6939946 ns           99
SWAP<float>/PI/20                              29747712 ns     29746874 ns           24
SWAP<float>/PI/22                             171283527 ns    171181644 ns            4
SWAP<float>/PI/24                            1501871979 ns   1501646171 ns            1
Toffoli<float>/PI/6                               14276 ns        14273 ns        48551
Toffoli<float>/PI/8                               20026 ns        20025 ns        35022
Toffoli<float>/PI/10                              31366 ns        31360 ns        22294
Toffoli<float>/PI/12                              76199 ns        76185 ns         9170
Toffoli<float>/PI/14                             220629 ns       220597 ns         3180
Toffoli<float>/PI/16                             792062 ns       792009 ns          890
Toffoli<float>/PI/18                            3519971 ns      3519443 ns          191
Toffoli<float>/PI/20                           15287308 ns     15285133 ns           44
Toffoli<float>/PI/22                           99230030 ns     99212098 ns            7
Toffoli<float>/PI/24                          452910750 ns    452862412 ns            2
IsingXY<float>/PI/6                               16189 ns        16187 ns        43433
IsingXY<float>/PI/8                               26409 ns        26406 ns        26399
IsingXY<float>/PI/10                              58648 ns        58644 ns        12029
IsingXY<float>/PI/12                             157062 ns       157047 ns         4514
IsingXY<float>/PI/14                             530985 ns       530982 ns         1317
IsingXY<float>/PI/16                            2012252 ns      2011885 ns          348
IsingXY<float>/PI/18                            8320669 ns      8318227 ns           83
IsingXY<float>/PI/20                           35852200 ns     35849841 ns           20
IsingXY<float>/PI/22                          192112689 ns    192098552 ns            4
IsingXY<float>/PI/24                         1591447471 ns   1591379194 ns            1
IsingXX<float>/PI/6                               16777 ns        16775 ns        42008
IsingXX<float>/PI/8                               28725 ns        28720 ns        24420
IsingXX<float>/PI/10                              69060 ns        69057 ns        10291
IsingXX<float>/PI/12                             194741 ns       194719 ns         3554
IsingXX<float>/PI/14                             682666 ns       682608 ns         1025
IsingXX<float>/PI/16                            2662542 ns      2662105 ns          265
IsingXX<float>/PI/18                           10794760 ns     10792427 ns           65
IsingXX<float>/PI/20                           45932136 ns     45924592 ns           16
IsingXX<float>/PI/22                          225751858 ns    225724124 ns            3
IsingXX<float>/PI/24                         1711027514 ns   1710866610 ns            1
IsingZZ<float>/PI/6                               18599 ns        18597 ns        37920
IsingZZ<float>/PI/8                               34873 ns        34871 ns        19843
IsingZZ<float>/PI/10                              95491 ns        95478 ns         7367
IsingZZ<float>/PI/12                             318585 ns       318569 ns         2200
IsingZZ<float>/PI/14                            1181303 ns      1181292 ns          570
IsingZZ<float>/PI/16                            4721240 ns      4720407 ns          150
IsingZZ<float>/PI/18                           19438744 ns     19437385 ns           36
IsingZZ<float>/PI/20                           83456014 ns     83451578 ns            8
IsingZZ<float>/PI/22                          359970693 ns    359951853 ns            2
IsingZZ<float>/PI/24                         2190938072 ns   2190346064 ns            1
IsingYY<float>/PI/6                               16533 ns        16530 ns        41928
IsingYY<float>/PI/8                               28976 ns        28973 ns        24106
IsingYY<float>/PI/10                              68312 ns        68305 ns        10178
IsingYY<float>/PI/12                             194446 ns       194417 ns         3575
IsingYY<float>/PI/14                             688114 ns       688027 ns         1023
IsingYY<float>/PI/16                            2659833 ns      2659536 ns          265
IsingYY<float>/PI/18                           10756958 ns     10756197 ns           65
IsingYY<float>/PI/20                           45483421 ns     45475873 ns           16
IsingYY<float>/PI/22                          224074624 ns    224037550 ns            3
IsingYY<float>/PI/24                         1743445098 ns   1743280359 ns            1
CRX<float>/PI/6                                   16604 ns        16602 ns        42088
CRX<float>/PI/8                                   27336 ns        27332 ns        25649
CRX<float>/PI/10                                  63277 ns        63272 ns        11031
CRX<float>/PI/12                                 175422 ns       175413 ns         3938
CRX<float>/PI/14                                 628191 ns       628169 ns         1141
CRX<float>/PI/16                                2368890 ns      2368555 ns          296
CRX<float>/PI/18                                9642872 ns      9641443 ns           73
CRX<float>/PI/20                               40381708 ns     40375925 ns           17
CRX<float>/PI/22                              197853024 ns    197823118 ns            3
CRX<float>/PI/24                             1584073318 ns   1583791301 ns            1
ControlledPhaseShift<float>/PI/6                  16402 ns        16399 ns        42679
ControlledPhaseShift<float>/PI/8                  26494 ns        26491 ns        26647
ControlledPhaseShift<float>/PI/10                 58023 ns        58018 ns        11906
ControlledPhaseShift<float>/PI/12                151925 ns       151915 ns         4594
ControlledPhaseShift<float>/PI/14                515912 ns       515840 ns         1371
ControlledPhaseShift<float>/PI/16               1954127 ns      1953865 ns          360
ControlledPhaseShift<float>/PI/18               7975434 ns      7974600 ns           88
ControlledPhaseShift<float>/PI/20              33290880 ns     33283534 ns           21
ControlledPhaseShift<float>/PI/22             175988069 ns    175962406 ns            4
ControlledPhaseShift<float>/PI/24            1465547951 ns   1465231016 ns            1
CRZ<float>/PI/6                                   16739 ns        16738 ns        42007
CRZ<float>/PI/8                                   28305 ns        28301 ns        24713
CRZ<float>/PI/10                                  67876 ns        67871 ns        10319
CRZ<float>/PI/12                                 197961 ns       197939 ns         3483
CRZ<float>/PI/14                                 710579 ns       710466 ns          973
CRZ<float>/PI/16                                2767769 ns      2767120 ns          255
CRZ<float>/PI/18                               11333020 ns     11330653 ns           62
CRZ<float>/PI/20                               46383678 ns     46378511 ns           15
CRZ<float>/PI/22                              220231665 ns    220201700 ns            3
CRZ<float>/PI/24                             1665442329 ns   1665251470 ns            1
CRY<float>/PI/6                                   15647 ns        15645 ns        44361
CRY<float>/PI/8                                   24463 ns        24458 ns        28338
CRY<float>/PI/10                                  53321 ns        53318 ns        13388
CRY<float>/PI/12                                 134698 ns       134676 ns         5228
CRY<float>/PI/14                                 444158 ns       444131 ns         1585
CRY<float>/PI/16                                1657471 ns      1657134 ns          421
CRY<float>/PI/18                                7078545 ns      7076612 ns          101
CRY<float>/PI/20                               30221435 ns     30218482 ns           22
CRY<float>/PI/22                              159416467 ns    159376002 ns            4
CRY<float>/PI/24                             1487591149 ns   1487034233 ns            1
CRot<float>/PI/6                                  21357 ns        21353 ns        33146
CRot<float>/PI/8                                  37619 ns        37612 ns        18595
CRot<float>/PI/10                                 94406 ns        94399 ns         7421
CRot<float>/PI/12                                294622 ns       294579 ns         2382
CRot<float>/PI/14                               1066836 ns      1066722 ns          662
CRot<float>/PI/16                               4167829 ns      4167206 ns          169
CRot<float>/PI/18                              16618303 ns     16615213 ns           42
CRot<float>/PI/20                              68196306 ns     68188010 ns           10
CRot<float>/PI/22                             300666628 ns    300596136 ns            2
CRot<float>/PI/24                            1975982696 ns   1975600549 ns            1
PauliX<float>/PI/6                                15772 ns        15769 ns        44453
PauliX<float>/PI/8                                28514 ns        28510 ns        24699
PauliX<float>/PI/10                               71577 ns        71574 ns         9685
PauliX<float>/PI/12                              213117 ns       213099 ns         3293
PauliX<float>/PI/14                              761942 ns       761916 ns          921
PauliX<float>/PI/16                             2986844 ns      2986397 ns          234
PauliX<float>/PI/18                            12366797 ns     12365065 ns           56
PauliX<float>/PI/20                            52729166 ns     52727511 ns           13
PauliX<float>/PI/22                           285706966 ns    285644165 ns            3
PauliX<float>/PI/24                          2764702268 ns   2764355364 ns            1
DoubleExcitation<float>/PI/6                      15416 ns        15415 ns        45005
DoubleExcitation<float>/PI/8                      19888 ns        19885 ns        35477
DoubleExcitation<float>/PI/10                     27555 ns        27552 ns        25495
DoubleExcitation<float>/PI/12                     60083 ns        60074 ns        11473
DoubleExcitation<float>/PI/14                    153551 ns       153544 ns         4538
DoubleExcitation<float>/PI/16                    487816 ns       487689 ns         1408
DoubleExcitation<float>/PI/18                   2262349 ns      2261891 ns          313
DoubleExcitation<float>/PI/20                  10245240 ns     10241302 ns           65
DoubleExcitation<float>/PI/22                  80090903 ns     80078377 ns           10
DoubleExcitation<float>/PI/24                 325604167 ns    325563569 ns            2
CSWAP<float>/PI/6                                 14363 ns        14361 ns        47433
CSWAP<float>/PI/8                                 20282 ns        20281 ns        34457
CSWAP<float>/PI/10                                31782 ns        31781 ns        22000
CSWAP<float>/PI/12                                76401 ns        76386 ns         9196
CSWAP<float>/PI/14                               220932 ns       220919 ns         3157
CSWAP<float>/PI/16                               799427 ns       799284 ns          879
CSWAP<float>/PI/18                              3658423 ns      3657513 ns          189
CSWAP<float>/PI/20                             16492417 ns     16488715 ns           42
CSWAP<float>/PI/22                            105144545 ns    105099530 ns            6
CSWAP<float>/PI/24                            464933079 ns    464858437 ns            2
Identity<float>/PI/6                               3401 ns         3400 ns       212066
Identity<float>/PI/8                               3339 ns         3338 ns       209081
Identity<float>/PI/10                              3427 ns         3427 ns       204054
Identity<float>/PI/12                              3942 ns         3942 ns       176801
Identity<float>/PI/14                              5786 ns         5786 ns       120753
Identity<float>/PI/16                             17139 ns        17133 ns        40864
Identity<float>/PI/18                            101037 ns       101021 ns         6945
Identity<float>/PI/20                            571919 ns       571797 ns         1205
Identity<float>/PI/22                          23044682 ns     23037310 ns           31
Identity<float>/PI/24                         100050042 ns    100046891 ns            7
CY<float>/PI/6                                    15523 ns        15518 ns        45641
CY<float>/PI/8                                    25599 ns        25597 ns        27557
CY<float>/PI/10                                   58723 ns        58715 ns        11907
CY<float>/PI/12                                  158154 ns       158136 ns         4474
CY<float>/PI/14                                  536299 ns       536228 ns         1286
CY<float>/PI/16                                 2045859 ns      2045864 ns          341
CY<float>/PI/18                                 8374228 ns      8374255 ns           83
CY<float>/PI/20                                34350543 ns     34344675 ns           20
CY<float>/PI/22                               185121582 ns    185113288 ns            4
CY<float>/PI/24                              1534339165 ns   1533979470 ns            1
PauliZ<float>/PI/6                                15266 ns        15264 ns        45786
PauliZ<float>/PI/8                                27190 ns        27189 ns        25621
PauliZ<float>/PI/10                               67669 ns        67669 ns        10492
PauliZ<float>/PI/12                              195140 ns       195130 ns         3496
PauliZ<float>/PI/14                              695861 ns       695792 ns         1005
PauliZ<float>/PI/16                             2665240 ns      2664920 ns          263
PauliZ<float>/PI/18                            10842135 ns     10840004 ns           65
PauliZ<float>/PI/20                            45668017 ns     45662592 ns           15
PauliZ<float>/PI/22                           229406422 ns    229373507 ns            3
PauliZ<float>/PI/24                          2549548140 ns   2549030099 ns            1
PauliY<float>/PI/6                                16589 ns        16586 ns        42526
PauliY<float>/PI/8                                32652 ns        32648 ns        21343
PauliY<float>/PI/10                               88539 ns        88530 ns         7976
PauliY<float>/PI/12                              276391 ns       276371 ns         2545
PauliY<float>/PI/14                             1015802 ns      1015628 ns          687
PauliY<float>/PI/16                             3988661 ns      3988165 ns          176
PauliY<float>/PI/18                            16054705 ns     16052708 ns           44
PauliY<float>/PI/20                            67092528 ns     67087755 ns           10
PauliY<float>/PI/22                           315553865 ns    315533165 ns            2
PauliY<float>/PI/24                          2899275916 ns   2898837628 ns            1
DoubleExcitationMinus<float>/PI/6                 19192 ns        19187 ns        36409
DoubleExcitationMinus<float>/PI/8                 31293 ns        31290 ns        22277
DoubleExcitationMinus<float>/PI/10                73078 ns        73072 ns         9681
DoubleExcitationMinus<float>/PI/12               258536 ns       258518 ns         2756
DoubleExcitationMinus<float>/PI/14               969104 ns       969069 ns          750
DoubleExcitationMinus<float>/PI/16              4063430 ns      4063351 ns          175
DoubleExcitationMinus<float>/PI/18             16833364 ns     16831914 ns           40
DoubleExcitationMinus<float>/PI/20             81408630 ns     81395523 ns            9
DoubleExcitationMinus<float>/PI/22            404158903 ns    404113223 ns            2
DoubleExcitationMinus<float>/PI/24           1647924045 ns   1647715297 ns            1
S<float>/PI/6                                     16591 ns        16587 ns        42419
S<float>/PI/8                                     32157 ns        32149 ns        21966
S<float>/PI/10                                    85079 ns        85066 ns         8206
S<float>/PI/12                                   265858 ns       265819 ns         2633
S<float>/PI/14                                   983750 ns       983691 ns          713
S<float>/PI/16                                  3825699 ns      3825400 ns          185
S<float>/PI/18                                 15363170 ns     15361067 ns           45
S<float>/PI/20                                 62942230 ns     62926070 ns           11
S<float>/PI/22                                294975174 ns    294920873 ns            2
S<float>/PI/24                               2735858636 ns   2734718395 ns            1
Hadamard<float>/PI/6                              15980 ns        15979 ns        44455
Hadamard<float>/PI/8                              28900 ns        28896 ns        24083
Hadamard<float>/PI/10                             73469 ns        73461 ns         9516
Hadamard<float>/PI/12                            221019 ns       220988 ns         3150
Hadamard<float>/PI/14                            802851 ns       802734 ns          877
Hadamard<float>/PI/16                           3115949 ns      3115214 ns          224
Hadamard<float>/PI/18                          12662204 ns     12658936 ns           55
Hadamard<float>/PI/20                          53593076 ns     53585544 ns           13
Hadamard<float>/PI/22                         278753185 ns    278663743 ns            3
Hadamard<float>/PI/24                        2811928423 ns   2811316534 ns            1
PhaseShift<float>/PI/6                            17609 ns        17609 ns        38774
PhaseShift<float>/PI/8                            32992 ns        32990 ns        21212
PhaseShift<float>/PI/10                           86613 ns        86609 ns         8098
PhaseShift<float>/PI/12                          267211 ns       267179 ns         2619
PhaseShift<float>/PI/14                          976356 ns       976281 ns          718
PhaseShift<float>/PI/16                         3810686 ns      3810076 ns          185
PhaseShift<float>/PI/18                        15420990 ns     15418284 ns           46
PhaseShift<float>/PI/20                        62500865 ns     62497743 ns           11
PhaseShift<float>/PI/22                       291099649 ns    291046530 ns            2
PhaseShift<float>/PI/24                      2737531539 ns   2737056729 ns            1
T<float>/PI/6                                     17222 ns        17219 ns        40169
T<float>/PI/8                                     32614 ns        32612 ns        21443
T<float>/PI/10                                    85748 ns        85739 ns         8058
T<float>/PI/12                                   266043 ns       266031 ns         2617
T<float>/PI/14                                   972748 ns       972684 ns          722
T<float>/PI/16                                  3759694 ns      3759622 ns          186
T<float>/PI/18                                 15180206 ns     15179126 ns           46
T<float>/PI/20                                 61077723 ns     61068550 ns           11
T<float>/PI/22                                288608830 ns    288502651 ns            2
T<float>/PI/24                               2727856407 ns   2727536913 ns            1
RY<float>/PI/6                                    16504 ns        16502 ns        41211
RY<float>/PI/8                                    29989 ns        29987 ns        22370
RY<float>/PI/10                                   76182 ns        76181 ns         9237
RY<float>/PI/12                                  228415 ns       228404 ns         3081
RY<float>/PI/14                                  819876 ns       819848 ns          849
RY<float>/PI/16                                 3221048 ns      3220508 ns          218
RY<float>/PI/18                                12771583 ns     12770743 ns           55
RY<float>/PI/20                                53662605 ns     53643762 ns           13
RY<float>/PI/22                               271312318 ns    271278454 ns            3
RY<float>/PI/24                              2725817781 ns   2725351031 ns            1
RX<float>/PI/6                                    17968 ns        17967 ns        38899
RX<float>/PI/8                                    34912 ns        34908 ns        19908
RX<float>/PI/10                                   96604 ns        96594 ns         7276
RX<float>/PI/12                                  314809 ns       314786 ns         2222
RX<float>/PI/14                                 1146936 ns      1146889 ns          614
RX<float>/PI/16                                 4506603 ns      4506407 ns          156
RX<float>/PI/18                                18090660 ns     18087731 ns           39
RX<float>/PI/20                                73733690 ns     73727113 ns            9
RX<float>/PI/22                               346742880 ns    346656200 ns            2
RX<float>/PI/24                              2886890080 ns   2886129920 ns            1
Rot<float>/PI/6                                   24359 ns        24356 ns        28878
Rot<float>/PI/8                                   51803 ns        51795 ns        13521
Rot<float>/PI/10                                 153246 ns       153239 ns         4553
Rot<float>/PI/12                                 533496 ns       533473 ns         1322
Rot<float>/PI/14                                2011786 ns      2011694 ns          349
Rot<float>/PI/16                                7956513 ns      7955790 ns           88
Rot<float>/PI/18                               31913671 ns     31911262 ns           22
Rot<float>/PI/20                              128768377 ns    128741409 ns            5
Rot<float>/PI/22                              556712272 ns    556671302 ns            1
Rot<float>/PI/24                             3701569676 ns   3701218431 ns            1
RZ<float>/PI/6                                    18310 ns        18309 ns        37867
RZ<float>/PI/8                                    37613 ns        37610 ns        18762
RZ<float>/PI/10                                  105312 ns       105302 ns         6615
RZ<float>/PI/12                                  358844 ns       358816 ns         2022
RZ<float>/PI/14                                 1375674 ns      1375583 ns          520
RZ<float>/PI/16                                 5374720 ns      5373936 ns          129
RZ<float>/PI/18                                21588495 ns     21584220 ns           32
RZ<float>/PI/20                                88204701 ns     88192566 ns            8
RZ<float>/PI/22                               388179583 ns    388100173 ns            2
RZ<float>/PI/24                              3098627510 ns   3097652070 ns            1
SingleQubitOp<float>/PI/6/1                       19464 ns        19463 ns        36011
SingleQubitOp<float>/PI/8/1                       46200 ns        46198 ns        15103
SingleQubitOp<float>/PI/10/1                     148461 ns       148454 ns         4700
SingleQubitOp<float>/PI/12/1                     526877 ns       526877 ns         1310
SingleQubitOp<float>/PI/14/1                    2042092 ns      2042058 ns          342
SingleQubitOp<float>/PI/16/1                    8116212 ns      8115837 ns           87
SingleQubitOp<float>/PI/18/1                   32025857 ns     32023309 ns           21
SingleQubitOp<float>/PI/20/1                  128975295 ns    128962611 ns            5
SingleQubitOp<float>/PI/22/1                  552864237 ns    552754348 ns            1
SingleQubitOp<float>/PI/24/1                 3734229179 ns   3733609070 ns            1
TwoQubitOp<float>/PI/6/2                          25789 ns        25786 ns        27335
TwoQubitOp<float>/PI/8/2                          69929 ns        69921 ns        10027
TwoQubitOp<float>/PI/10/2                        239301 ns       239278 ns         2921
TwoQubitOp<float>/PI/12/2                        904372 ns       904278 ns          773
TwoQubitOp<float>/PI/14/2                       3592076 ns      3591707 ns          199
TwoQubitOp<float>/PI/16/2                      14161338 ns     14159253 ns           50
TwoQubitOp<float>/PI/18/2                      56356194 ns     56352547 ns           12
TwoQubitOp<float>/PI/20/2                     230219659 ns    230189700 ns            3
TwoQubitOp<float>/PI/22/2                     931952290 ns    931797086 ns            1
TwoQubitOp<float>/PI/24/2                    4463767376 ns   4463042731 ns            1
MultiQubitOp<float>/PI/6/3                        59508 ns        59497 ns        11494
MultiQubitOp<float>/PI/8/3                       201659 ns       201642 ns         3489
MultiQubitOp<float>/PI/10/3                      772359 ns       772302 ns          914
MultiQubitOp<float>/PI/12/3                     2991285 ns      2991218 ns          235
MultiQubitOp<float>/PI/14/3                    11873651 ns     11873184 ns           59
MultiQubitOp<float>/PI/16/3                    47824220 ns     47812761 ns           14
MultiQubitOp<float>/PI/18/3                   189143091 ns    189100461 ns            4
MultiQubitOp<float>/PI/20/3                   758978477 ns    758844393 ns            1
MultiQubitOp<float>/PI/22/3                  3077406334 ns   3076908827 ns            1
MultiQubitOp<float>/PI/24/3                  12367072891 ns   12364983878 ns            1
MultiQubitOp<float>/PI/6/4                       100589 ns       100559 ns         7083
MultiQubitOp<float>/PI/8/4                       359564 ns       359532 ns         1962
MultiQubitOp<float>/PI/10/4                     1386082 ns      1385892 ns          507
MultiQubitOp<float>/PI/12/4                     5480349 ns      5479940 ns          126
MultiQubitOp<float>/PI/14/4                    21973641 ns     21972344 ns           32
MultiQubitOp<float>/PI/16/4                    87725650 ns     87724260 ns            8
MultiQubitOp<float>/PI/18/4                   354689782 ns    354663062 ns            2
MultiQubitOp<float>/PI/20/4                  1418349901 ns   1418147838 ns            1
MultiQubitOp<float>/PI/22/4                  5698332217 ns   5697241403 ns            1
MultiQubitOp<float>/PI/24/4                  22768459201 ns   22765651551 ns            1
MultiQubitOp<float>/PI/6/5                       172816 ns       172798 ns         4058
MultiQubitOp<float>/PI/8/5                       644865 ns       644794 ns         1084
MultiQubitOp<float>/PI/10/5                     2527245 ns      2527101 ns          276
MultiQubitOp<float>/PI/12/5                    10027987 ns     10027825 ns           70
MultiQubitOp<float>/PI/14/5                    40033515 ns     40031413 ns           18
MultiQubitOp<float>/PI/16/5                   163754335 ns    163749064 ns            4
MultiQubitOp<float>/PI/18/5                   644225162 ns    644109047 ns            1
MultiQubitOp<float>/PI/20/5                  2573871983 ns   2573494596 ns            1
MultiQubitOp<float>/PI/22/5                  10283571055 ns   10282020418 ns            1
MultiQubitOp<float>/PI/24/5                  41271825565 ns   41266598637 ns            1
GeneratorMultiRZ<float>/LM/6/2                     5786 ns         5786 ns       122691
GeneratorMultiRZ<float>/LM/8/2                    14774 ns        14771 ns        47469
GeneratorMultiRZ<float>/LM/10/2                   49150 ns        49147 ns        14207
GeneratorMultiRZ<float>/LM/12/2                  188520 ns       188502 ns         3722
GeneratorMultiRZ<float>/LM/14/2                  740135 ns       740030 ns          950
GeneratorMultiRZ<float>/LM/16/2                 2963598 ns      2962895 ns          236
GeneratorMultiRZ<float>/LM/18/2                11946675 ns     11944611 ns           59
GeneratorMultiRZ<float>/LM/20/2                48964503 ns     48944194 ns           14
GeneratorMultiRZ<float>/LM/22/2               219448155 ns    219433365 ns            3
GeneratorMultiRZ<float>/LM/24/2               896213859 ns    895970514 ns            1
GeneratorMultiRZ<float>/LM/6/4                     6091 ns         6091 ns       116484
GeneratorMultiRZ<float>/LM/8/4                    14798 ns        14797 ns        47098
GeneratorMultiRZ<float>/LM/10/4                   49226 ns        49219 ns        14254
GeneratorMultiRZ<float>/LM/12/4                  188713 ns       188700 ns         3719
GeneratorMultiRZ<float>/LM/14/4                  741319 ns       741299 ns          953
GeneratorMultiRZ<float>/LM/16/4                 2951505 ns      2951408 ns          237
GeneratorMultiRZ<float>/LM/18/4                11840203 ns     11838577 ns           59
GeneratorMultiRZ<float>/LM/20/4                47873746 ns     47864909 ns           15
GeneratorMultiRZ<float>/LM/22/4               222097709 ns    222090464 ns            3
GeneratorMultiRZ<float>/LM/24/4               895110676 ns    895051455 ns            1
GeneratorSingleExcitationPlus<float>/LM/6          7505 ns         7504 ns        94234
GeneratorSingleExcitationPlus<float>/LM/8         22044 ns        22042 ns        31727
GeneratorSingleExcitationPlus<float>/LM/10        80261 ns        80249 ns         8667
GeneratorSingleExcitationPlus<float>/LM/12       311557 ns       311549 ns         2216
